     0		  0.596653	  0.445626	  0.365743	  0.418002	  0.621291	  0.548868	  0.447518	  0.416375	  0.432869	  0.614187
     1		  0.593264	  0.411848	  0.369358	  0.418342	  0.638864	    0.5516	  0.460169	  0.435977	  0.472474	  0.651127
     2		  0.623382	  0.447266	  0.373801	  0.421315	  0.626005	  0.566595	  0.458952	  0.448439	   0.43739	  0.568303
     3		   0.60457	  0.433543	   0.36358	  0.398109	  0.585734	  0.552692	  0.440438	  0.416389	  0.442604	  0.584369
     4		  0.602694	    0.4447	  0.370196	  0.416387	  0.612401	  0.534419	  0.469997	  0.413626	  0.427514	  0.617145
     5		  0.597707	   0.42193	  0.359236	  0.415476	  0.545007	  0.546341	  0.484851	  0.450146	  0.424768	  0.592597
     6		  0.645652	  0.442843	  0.387585	  0.434155	  0.625063	  0.560344	  0.486982	  0.432698	  0.463778	  0.643249
     7		  0.588569	  0.422988	  0.369754	  0.403178	  0.631431	  0.567593	  0.467998	  0.422191	  0.421035	  0.619103
     8		  0.620924	  0.449692	  0.348294	  0.424809	  0.646465	  0.563254	  0.487373	  0.433137	  0.447734	  0.620225
     9		   0.59977	  0.436042	  0.361928	  0.385867	  0.570644	  0.559135	  0.464887	  0.429776	  0.394997	  0.476003
    10		  0.607329	  0.444405	   0.39032	  0.417085	  0.610773	  0.545284	  0.442717	  0.432907	  0.467424	  0.622152
    11		  0.576498	   0.42748	  0.382323	  0.399702	  0.575224	  0.570466	  0.484808	  0.428449	  0.409152	  0.569499
    12		  0.615511	  0.441174	  0.374508	  0.435483	  0.603939	  0.549262	  0.489397	   0.42248	  0.470127	  0.640688
    13		  0.634562	  0.447695	  0.384991	  0.421858	  0.638242	  0.561036	  0.485921	   0.41186	  0.428684	  0.634658
    14		  0.600722	  0.446677	  0.350369	  0.413551	  0.624283	     0.554	  0.474112	  0.452828	  0.434603	  0.600111
    15		   0.60274	  0.411185	  0.350555	  0.411729	  0.597386	   0.54715	  0.442343	  0.413468	  0.424759	  0.592952
    16		  0.590717	  0.436236	  0.364406	   0.41925	   0.58898	  0.568435	  0.466578	  0.422081	   0.46259	  0.602024
    17		  0.588223	  0.436325	  0.343461	  0.416568	  0.635872	  0.529802	   0.43751	  0.416401	  0.400146	  0.572275
    18		  0.602414	  0.440609	  0.327514	  0.421407	  0.657212	  0.554207	  0.446313	  0.412283	  0.432178	  0.602736
    19		  0.594681	  0.438118	  0.379815	  0.436503	  0.614261	  0.566839	  0.473924	  0.445263	  0.460052	  0.671481
    20		  0.618769	  0.407269	  0.342602	  0.437966	  0.631704	  0.561159	  0.483584	  0.432588	  0.428499	   0.56407
    21		  0.607437	  0.442093	  0.335062	  0.405163	  0.605009	  0.576435	  0.498516	   0.41902	  0.405536	  0.521633
    22		  0.596724	  0.421094	  0.360473	  0.402306	  0.650988	  0.549394	  0.441778	  0.424975	  0.439907	  0.614553
    23		  0.602348	  0.424846	  0.386699	  0.411506	   0.59427	  0.561792	  0.461293	  0.446636	  0.442587	  0.611793
    24		  0.603038	  0.461244	  0.378674	  0.429481	  0.635816	  0.554841	  0.470565	  0.430211	  0.448901	  0.630639
    25		  0.640281	  0.433058	  0.345569	  0.396375	  0.571786	  0.547478	  0.444171	  0.416153	  0.424512	  0.581876
    26		  0.605681	  0.489423	  0.364298	  0.412065	  0.557065	  0.567236	  0.450955	  0.440009	  0.438012	  0.639244
    27		  0.602883	  0.424784	  0.375741	  0.414006	  0.609234	  0.568101	  0.445896	  0.421956	  0.456278	  0.644482
    28		  0.603479	  0.445474	  0.380056	  0.429726	   0.67499	  0.563367	  0.462608	  0.446813	  0.447901	  0.619071
    29		  0.594118	  0.422442	  0.359502	  0.412623	  0.618871	   0.54781	  0.462167	  0.424445	  0.412291	  0.602434
    30		  0.651285	  0.450066	  0.378985	   0.40693	  0.634896	  0.564664	  0.437931	  0.438089	   0.42231	  0.635934
    31		  0.610286	  0.427288	  0.386092	   0.39814	  0.620003	    0.5426	  0.454784	    0.4247	   0.43887	  0.564126
    32		   0.64295	  0.454382	  0.377876	  0.416662	  0.626606	  0.547994	  0.470745	  0.415519	  0.441936	  0.642608
