     0		  0.480664	  0.487584	  0.494764	  0.501753	  0.509647	  0.515465	  0.520734	  0.525447	  0.530421	  0.535246	  0.541609	  0.548832	   0.55426	    0.5594	   0.56388	  0.570553	    0.5768	  0.583453	   0.59133	  0.597127	  0.603501	  0.608189	  0.613053	   0.61795	  0.622695	  0.628996	  0.634225	  0.637846	  0.642381	  0.647047
     1		  0.481341	  0.487052	  0.495268	  0.503102	  0.510898	  0.516281	  0.520211	  0.526623	  0.532091	  0.537326	  0.544146	   0.54874	   0.55314	  0.558058	  0.563841	  0.568812	  0.574816	  0.581957	  0.585576	  0.591701	  0.598103	  0.603688	  0.609194	  0.616111	  0.623724	  0.629869	  0.636233	   0.64259	  0.648472	  0.653439
     2		  0.474491	  0.480599	  0.487163	  0.492088	  0.499359	  0.504744	  0.512256	  0.516778	  0.521892	  0.527363	  0.532848	  0.538769	  0.545055	  0.550023	  0.554591	  0.560728	  0.566883	  0.575883	  0.581888	  0.586351	  0.592144	  0.599468	  0.605571	  0.612335	  0.615882	  0.621596	  0.626812	  0.632226	  0.638126	  0.642979
     3		   0.47981	  0.487341	  0.494919	  0.500512	    0.5076	  0.513274	  0.518403	   0.52383	  0.530418	  0.535675	  0.540955	  0.546754	  0.552242	  0.558067	  0.561901	  0.566771	  0.573784	  0.579975	  0.586277	   0.59269	  0.599272	   0.60632	  0.611751	  0.616169	  0.621086	  0.627212	  0.632185	  0.638322	   0.64359	  0.647517
     4		  0.472229	  0.478352	   0.48737	  0.495229	  0.502596	  0.507718	  0.512311	   0.51919	  0.525438	  0.532215	  0.537003	  0.542443	  0.548499	  0.554646	   0.56043	  0.565477	  0.572593	  0.579823	  0.587014	  0.592665	  0.597295	  0.604371	  0.609216	  0.615067	  0.619602	  0.624403	  0.629243	  0.635304	  0.639869	  0.646932
     5		  0.478257	  0.485632	  0.491816	  0.497667	  0.504303	  0.509168	  0.514423	  0.520532	  0.524545	  0.529684	  0.535371	  0.540925	  0.546427	  0.551373	  0.556867	  0.562276	  0.568738	  0.577085	  0.583795	  0.589203	  0.594847	  0.600479	  0.607369	  0.612795	  0.619559	  0.623694	  0.630616	   0.63532	  0.640845	  0.646927
     6		  0.480532	  0.488037	   0.49343	  0.501954	  0.508002	  0.514932	  0.521688	  0.526992	  0.531902	  0.539324	  0.546341	  0.552053	  0.556136	  0.560167	  0.566198	  0.570958	  0.576499	  0.583972	  0.591511	  0.596326	  0.601296	  0.605556	   0.61208	  0.618346	   0.62433	  0.629892	  0.635314	  0.640531	  0.647321	  0.653008
     7		  0.471767	  0.479409	  0.485304	  0.491153	  0.496118	  0.503369	  0.508289	  0.514819	  0.521275	  0.526898	  0.532345	  0.537648	  0.543885	  0.551451	  0.556794	  0.563292	  0.569311	  0.576102	  0.582397	  0.588624	  0.593923	  0.600302	  0.606453	  0.612374	  0.617143	  0.624188	    0.6299	  0.635495	  0.639654	  0.645237
     8		  0.473917	  0.481739	  0.491131	  0.497448	  0.503638	  0.510018	  0.515162	  0.522959	  0.527932	  0.534224	  0.539755	  0.546281	  0.551785	  0.557104	  0.561033	  0.566598	  0.572447	  0.580264	  0.586766	  0.592888	   0.59979	  0.605902	  0.612025	  0.616979	  0.624312	  0.628952	  0.633783	  0.639456	  0.645725	  0.651368
     9		  0.473224	  0.478024	   0.48322	  0.491717	  0.497293	  0.503497	  0.510599	  0.515029	  0.520571	  0.526736	  0.533097	  0.537802	  0.543562	  0.548034	  0.551934	  0.557984	  0.562963	  0.571645	  0.577906	  0.581433	  0.588093	  0.593716	  0.598797	  0.603781	  0.609691	  0.616342	  0.623056	  0.628521	  0.634503	  0.638833
