     0		0.00366897	0.00578416	 0.0233212	 0.0295075	 0.0806782	  0.133249	  0.111346	   0.15889	  0.199254	  0.191613	  0.200398	  0.246384	  0.241553	  0.243567	  0.221191	  0.286725	  0.230682	   0.27702	  0.274492	  0.270079	  0.284644	  0.307991	  0.287171	         0	         0	         0
     1		         0	0.00169005	 0.0051312	 0.0417067	   0.08902	  0.110613	    0.1624	  0.198191	  0.223213	  0.203731	  0.219525	  0.242114	  0.227673	  0.247435	  0.248309	  0.259552	  0.251393	  0.268344	  0.261915	  0.266431	   0.27415	  0.260855	  0.318275	         0	         0	         0
     2		0.00179798	0.00370387	0.00372909	 0.0167923	0.00806461	 0.0180734	 0.0510283	 0.0754702	 0.0983701	  0.107835	  0.130407	   0.16569	  0.163959	   0.22182	  0.178189	    0.1972	  0.186094	   0.23921	  0.237061	  0.279373	  0.243986	  0.251206	  0.251204	         0	         0	         0
     3		 0.0053673	0.00170992	0.00190295	  0.016104	 0.0216926	 0.0625411	    0.0746	  0.104142	  0.132928	   0.12384	  0.154108	  0.193853	  0.199903	  0.220865	  0.213429	  0.177187	  0.233709	   0.23339	   0.21077	  0.235078	  0.234902	   0.25374	  0.217433	         0	         0	         0
     4		         0	         0	0.00553885	 0.0204835	 0.0627841	  0.112912	  0.147292	  0.159253	  0.168496	   0.18785	  0.234437	  0.259874	  0.236893	  0.264187	  0.233443	  0.274111	  0.270534	  0.264643	  0.263276	  0.268706	  0.262571	   0.31916	  0.294969	         0	         0	         0
     5		0.00202373	0.00405555	0.00360448	  0.031939	 0.0412806	 0.0554275	 0.0848474	  0.151594	  0.128956	  0.172282	  0.168471	  0.214685	  0.200922	  0.240506	  0.217999	  0.246139	  0.227747	  0.239069	  0.280078	  0.237245	  0.296146	  0.243016	  0.269579	         0	         0	         0
     6		0.00571502	0.00529748	         0	 0.0125651	0.00524792	 0.0226847	  0.036035	 0.0656807	 0.0813362	  0.116061	  0.126817	  0.120456	  0.171573	  0.168259	  0.169453	  0.183484	  0.222613	  0.199494	  0.206612	   0.21519	  0.219934	  0.197602	   0.21735	         0	         0	         0
     7		         0	0.00372926	0.00575549	 0.0248439	 0.0524177	 0.0973532	  0.134565	   0.12618	   0.16897	  0.162614	  0.197746	  0.170086	  0.194329	  0.215053	  0.246607	  0.259475	   0.22991	  0.284925	  0.244255	  0.261525	  0.261895	  0.249863	  0.245598	         0	         0	         0
     8		         0	0.00175458	0.00721606	0.00363375	0.00383032	 0.0184643	 0.0476282	 0.0550614	 0.0689606	 0.0780365	   0.11026	  0.131471	  0.188653	   0.12895	  0.166726	  0.163572	  0.186469	  0.198573	   0.19807	  0.213752	  0.237678	  0.257557	  0.225323	         0	         0	         0
     9		0.00186742	0.00170087	  0.015114	 0.0553506	 0.0831195	  0.131394	  0.129939	   0.14302	  0.155231	   0.18698	  0.217594	   0.22664	  0.208643	  0.202324	  0.237168	  0.186203	  0.225071	  0.204006	  0.231524	  0.228654	  0.215378	  0.218662	  0.236721	         0	         0	         0
    10		0.00658674	0.00347719	 0.0267397	 0.0382772	 0.0454601	 0.0983791	 0.0967418	   0.12096	  0.161833	  0.173635	  0.190694	  0.209363	  0.193642	  0.224419	   0.22361	  0.236911	  0.214216	  0.226611	  0.238927	  0.265388	  0.279645	  0.277651	  0.253835	         0	         0	         0
    11		         0	         0	0.00360878	0.00736558	 0.0264975	 0.0567317	 0.0784479	  0.111983	  0.107613	  0.146433	  0.154352	  0.181458	  0.168244	   0.20484	  0.223797	  0.229542	  0.204527	  0.254697	  0.268131	  0.228799	  0.255342	  0.258711	  0.264237	         0	         0	         0
    12		0.00187564	         0	0.00354187	0.00730445	 0.0146717	 0.0203244	 0.0352869	 0.0537351	 0.0788987	  0.105344	   0.13536	  0.134478	  0.135469	  0.160189	  0.134609	  0.156774	  0.181337	  0.153397	  0.230561	   0.24112	  0.246101	  0.212964	  0.197801	         0	         0	         0
    13		0.00481401	0.00693155	0.00895656	 0.0281055	 0.0412153	 0.0831501	  0.109364	  0.151071	  0.160247	  0.160863	  0.198728	  0.188888	  0.203947	  0.227794	  0.211069	  0.225384	  0.230391	  0.283344	  0.257109	  0.264538	  0.270822	  0.278092	  0.268429	         0	         0	         0
    14		0.00434577	0.00202346	0.00350904	         0	0.00735559	 0.0139442	 0.0112521	 0.0269626	 0.0340301	 0.0496789	 0.0849873	 0.0981861	 0.0935042	  0.133469	  0.124147	  0.113849	  0.148074	  0.130848	  0.177353	  0.126066	  0.204526	  0.158598	  0.192911	         0	         0	         0
