     0		         0	         0	         0	         0	         0	5.32655e+06	5.5114e+06	5.61374e+06	5.65933e+06	5.61819e+06	5.52471e+06	5.51669e+06	5.42302e+06	5.31399e+06	5.24073e+06	5.18071e+06	5.15185e+06	5.11875e+06	5.13804e+06	5.15319e+06	5.20451e+06	5.22441e+06	5.29561e+06	5.3018e+06	5.39666e+06	5.45202e+06	5.50026e+06	5.52465e+06	5.54087e+06	5.55703e+06	5.58144e+06	5.59278e+06	5.59955e+06	5.60103e+06	5.5951e+06	5.62395e+06
     1		         0	         0	         0	         0	         0	5.37758e+06	5.58357e+06	5.67747e+06	5.77647e+06	5.73529e+06	5.71132e+06	5.72647e+06	5.66525e+06	 5.638e+06	5.62262e+06	5.58781e+06	5.60931e+06	5.6271e+06	5.61907e+06	5.66659e+06	5.64025e+06	5.65924e+06	5.62744e+06	5.64215e+06	5.74924e+06	5.80357e+06	5.83507e+06	5.8749e+06	5.88782e+06	5.88077e+06	5.93762e+06	5.9489e+06	5.94465e+06	6.01778e+06	6.03166e+06	6.07728e+06
     2		         0	         0	         0	         0	         0	5.56021e+06	5.67487e+06	5.93127e+06	6.08155e+06	6.18652e+06	6.25806e+06	6.25738e+06	6.10519e+06	6.06089e+06	6.00536e+06	5.9042e+06	5.79182e+06	5.83121e+06	5.79032e+06	5.72287e+06	5.6872e+06	5.65639e+06	5.59111e+06	5.58064e+06	5.54865e+06	5.57637e+06	5.58942e+06	5.65884e+06	5.67583e+06	5.7389e+06	5.72804e+06	5.72732e+06	5.71772e+06	5.73352e+06	5.77002e+06	5.77927e+06
     3		         0	         0	         0	         0	         0	5.37913e+06	5.54852e+06	5.72841e+06	5.85134e+06	5.92322e+06	5.97651e+06	5.90228e+06	5.77129e+06	5.75769e+06	5.69864e+06	5.6324e+06	5.55418e+06	5.52278e+06	5.53598e+06	5.52086e+06	5.53921e+06	5.51948e+06	5.56013e+06	5.63898e+06	5.64142e+06	5.70987e+06	5.68261e+06	5.67773e+06	5.66385e+06	5.67902e+06	5.71556e+06	5.76071e+06	5.78171e+06	5.75259e+06	5.79162e+06	5.86518e+06
     4		         0	         0	         0	         0	         0	5.18286e+06	5.41602e+06	5.57274e+06	5.60473e+06	5.62779e+06	5.46077e+06	5.30967e+06	5.2776e+06	5.21365e+06	5.10092e+06	5.09537e+06	5.0124e+06	5.02037e+06	5.00181e+06	4.98931e+06	5.02472e+06	5.10506e+06	5.16922e+06	5.24048e+06	5.30935e+06	5.33945e+06	5.38966e+06	5.44324e+06	5.46109e+06	5.46043e+06	5.4568e+06	5.47327e+06	5.48226e+06	5.44912e+06	5.44687e+06	5.38875e+06
     5		         0	         0	         0	         0	         0	5.48249e+06	5.64812e+06	5.83876e+06	5.92054e+06	5.87506e+06	5.91057e+06	5.90073e+06	5.84937e+06	5.72776e+06	5.67092e+06	5.58132e+06	5.57491e+06	5.5507e+06	5.47887e+06	5.50003e+06	5.49324e+06	5.52331e+06	5.57324e+06	5.6124e+06	5.59564e+06	5.62632e+06	5.72754e+06	5.73195e+06	5.74249e+06	5.74074e+06	5.73964e+06	5.7847e+06	5.75056e+06	5.77638e+06	5.78899e+06	5.79823e+06
     6		         0	         0	         0	         0	         0	5.46975e+06	5.73088e+06	5.90477e+06	6.09752e+06	6.26283e+06	6.37502e+06	6.45451e+06	6.42703e+06	6.34848e+06	6.31691e+06	6.29366e+06	6.29107e+06	6.26375e+06	6.21683e+06	6.15913e+06	6.11865e+06	6.10454e+06	6.02033e+06	5.9391e+06	5.88347e+06	5.87102e+06	5.87027e+06	5.89395e+06	5.86903e+06	5.88615e+06	5.88329e+06	5.8983e+06	5.92642e+06	5.92053e+06	5.93238e+06	5.93973e+06
     7		         0	         0	         0	         0	         0	5.44495e+06	5.72661e+06	5.8584e+06	5.88117e+06	5.93547e+06	5.87464e+06	5.79113e+06	5.6889e+06	5.56695e+06	5.50751e+06	5.42858e+06	5.39713e+06	5.40716e+06	5.36645e+06	5.32309e+06	 5.382e+06	5.40871e+06	5.42606e+06	5.43109e+06	5.43315e+06	5.42716e+06	5.51056e+06	5.5459e+06	5.55078e+06	5.59259e+06	5.53025e+06	5.54227e+06	5.60501e+06	5.65471e+06	5.68363e+06	5.6716e+06
     8		         0	         0	         0	         0	         0	5.57191e+06	5.77706e+06	5.95253e+06	6.16931e+06	6.35174e+06	6.46407e+06	6.44696e+06	6.41855e+06	6.40142e+06	6.32283e+06	6.29996e+06	6.19071e+06	6.18445e+06	6.18352e+06	6.12582e+06	6.09671e+06	6.03598e+06	6.03415e+06	5.99719e+06	6.00388e+06	6.00114e+06	6.02452e+06	5.98868e+06	6.02713e+06	6.01709e+06	6.01411e+06	6.02504e+06	6.03505e+06	6.04057e+06	6.07184e+06	6.08361e+06
     9		         0	         0	         0	         0	         0	5.20235e+06	5.43049e+06	5.57411e+06	5.51612e+06	5.52916e+06	5.48019e+06	5.50726e+06	5.46381e+06	5.39566e+06	5.3316e+06	5.26019e+06	5.26705e+06	5.26597e+06	5.36088e+06	5.41845e+06	5.46465e+06	5.51588e+06	5.55056e+06	5.60029e+06	5.65734e+06	5.66869e+06	5.69228e+06	5.69109e+06	5.70775e+06	5.73502e+06	5.73528e+06	5.75382e+06	5.79596e+06	5.78852e+06	5.79433e+06	5.74606e+06
