     0		 0.0673352	 0.0399259	         0	 0.0360945	 0.0648698	 0.0360146	 0.0492779	 0.0200616	 0.0589273	  0.075564	 0.0764212	  0.158442	  0.127368	  0.083485	  0.103021	  0.129564	  0.134543	  0.118836	  0.146175	  0.122912	  0.201779	  0.189531	  0.199794	  0.291269	  0.242915	  0.152458	  0.214998	  0.232196	  0.242128	  0.222032	  0.218323	  0.236294	  0.246126	  0.226785	  0.247843	  0.244195	  0.221676	  0.250596	  0.190415	  0.192674	  0.259776	  0.244057	  0.284897	  0.273205	  0.252613	  0.295736	   0.19508	  0.220956	  0.192395	  0.297782	  0.242137
     1		 0.0838885	 0.0915302	 0.0891118	 0.0280561	 0.0152052	  0.030844	 0.0299426	 0.0349813	 0.0437475	  0.102291	  0.069198	  0.100089	 0.0775745	 0.0891148	  0.172502	  0.190967	  0.202125	  0.145489	  0.221629	  0.158362	  0.151233	  0.130333	  0.206895	  0.220581	  0.178818	  0.227203	  0.270916	  0.258465	  0.237991	  0.262845	  0.194491	  0.236977	  0.187519	  0.210282	  0.227553	  0.254652	  0.197191	  0.222645	  0.204329	  0.256681	  0.208777	  0.269245	  0.287267	  0.297753	  0.307379	  0.272234	    0.3153	  0.272907	  0.309808	  0.349177	  0.283981
     2		  0.164825	 0.0916462	  0.113163	 0.0322017	   0.03019	 0.0527241	  0.124627	 0.0669245	 0.0776776	  0.113008	 0.0676996	  0.102956	  0.075208	 0.0774938	  0.116256	  0.154095	  0.182046	    0.1273	  0.147474	  0.147639	  0.149368	   0.19332	  0.177922	  0.151365	   0.24919	   0.24119	  0.228176	    0.2756	  0.212863	  0.240309	  0.203365	  0.262192	  0.261753	  0.230195	  0.210028	  0.252632	  0.279994	  0.264359	  0.296904	  0.292676	  0.264963	  0.260846	   0.26508	    0.2327	  0.253582	  0.225174	  0.340609	  0.305817	  0.306378	  0.238593	  0.275588
     3		 0.0314236	 0.0370533	 0.0353074	 0.0416137	 0.0817638	 0.0614109	 0.0168137	 0.0475581	 0.0418819	 0.0498178	   0.12546	   0.10036	 0.0986831	    0.1136	 0.0483081	 0.0470777	 0.0796457	 0.0760796	   0.13052	  0.176897	  0.188963	  0.192326	    0.2447	  0.208098	  0.191067	  0.205017	  0.241685	  0.173761	  0.185572	  0.234339	   0.23209	  0.249699	  0.209004	  0.192727	  0.206867	  0.184962	  0.196629	  0.206737	  0.246958	  0.195122	    0.2346	  0.257284	  0.283155	  0.240928	  0.163297	  0.213362	  0.200808	  0.217547	  0.248023	  0.219736	  0.203201
     4		  0.049083	 0.0877741	 0.0981884	 0.0655896	 0.0610267	  0.133145	 0.0928435	  0.070456	 0.0607854	   0.21276	 0.0690884	  0.178858	  0.166625	  0.155185	 0.0894453	   0.15548	  0.126983	  0.177671	  0.200574	  0.218005	  0.229391	  0.260895	  0.179347	  0.223188	  0.146194	  0.232972	  0.217644	  0.237149	  0.167161	  0.181041	  0.275445	  0.265653	  0.239788	  0.275912	  0.299335	  0.257213	  0.259125	  0.294498	   0.25544	  0.276758	  0.236725	  0.212599	  0.223223	  0.216798	  0.197962	  0.230468	  0.283038	   0.29751	   0.23903	  0.275985	  0.312008
     5		 0.0869604	 0.0201146	 0.0545031	  0.107219	 0.0604699	 0.0428544	   0.10312	 0.0928228	 0.0644028	 0.0669801	 0.0452648	  0.080972	 0.0582501	 0.0500952	  0.103629	  0.107847	  0.145792	  0.233439	  0.142118	  0.120129	  0.110655	 0.0642336	 0.0700633	  0.143935	  0.226847	  0.236285	  0.153946	  0.196459	  0.216531	  0.223967	  0.251793	  0.157833	  0.179541	  0.224275	  0.235006	  0.274327	  0.319666	  0.277206	  0.269171	  0.243683	  0.243743	  0.256948	  0.173732	  0.153979	  0.185053	  0.304861	  0.323267	  0.259159	  0.220381	   0.21567	  0.236878
     6		  0.109788	 0.0368787	 0.0220045	 0.0197856	 0.0214441	  0.092971	 0.0241518	 0.0901407	 0.0986612	  0.123581	 0.0951963	 0.0680794	 0.0895955	  0.143474	  0.162587	  0.147526	  0.130424	  0.123385	   0.10661	    0.1001	  0.110501	  0.139786	  0.189379	  0.160912	 0.0761409	  0.169596	   0.13839	   0.21341	  0.234447	  0.218464	  0.230679	  0.232747	  0.246601	  0.236085	  0.247295	  0.216434	  0.242511	   0.26066	  0.222462	  0.297234	  0.248763	  0.259242	  0.256374	  0.305054	  0.312839	  0.298953	  0.261119	  0.297223	  0.292461	  0.274411	  0.326218
     7		 0.0616605	 0.0315585	 0.0800447	 0.0278339	 0.0137857	 0.0402229	 0.0366132	 0.0991328	  0.051382	 0.0339459	   0.10282	  0.143206	  0.143754	 0.0975835	  0.114034	  0.153203	  0.185002	  0.178676	  0.114506	  0.189943	  0.142257	  0.140533	  0.174021	  0.195227	  0.188617	  0.167239	  0.170467	  0.251356	  0.211697	  0.239371	  0.207251	  0.248772	  0.229292	   0.31941	  0.293331	  0.250945	   0.25247	  0.366073	  0.303282	  0.223172	  0.212679	  0.282293	  0.299274	  0.286612	  0.242241	  0.254567	  0.285348	  0.190914	  0.214112	  0.232307	  0.258636
     8		 0.0202726	 0.0724606	 0.0523903	 0.0570715	  0.046417	  0.123874	  0.138846	 0.0671291	 0.0603677	 0.0618109	  0.120156	   0.14918	  0.138878	 0.0939399	  0.161562	  0.113784	  0.100661	  0.130406	  0.153007	  0.262794	  0.152558	  0.176773	  0.206939	   0.20458	  0.183151	  0.214876	  0.194144	  0.204989	  0.256532	  0.227289	  0.223958	  0.244862	  0.239749	  0.240344	  0.188884	  0.241686	  0.210041	  0.195852	  0.212254	  0.251251	  0.233835	  0.216315	  0.258848	  0.286435	  0.268142	  0.201102	   0.16173	  0.185683	  0.248135	  0.269958	  0.238411
     9		 0.0606869	 0.0123984	 0.0371777	         0	 0.0162966	 0.0325556	 0.0738283	  0.167597	  0.197839	  0.113013	 0.0504159	  0.119686	  0.128336	   0.14412	  0.163547	  0.148221	 0.0929523	  0.164879	  0.170076	  0.124203	  0.156911	  0.147256	   0.16582	  0.210274	  0.199252	  0.153086	  0.153532	  0.173027	  0.165194	  0.224212	  0.259515	  0.212188	  0.179152	  0.189215	  0.193915	   0.25965	  0.220237	   0.22284	  0.155582	  0.294744	   0.20498	   0.21794	  0.266238	  0.231928	  0.247154	  0.278037	  0.287275	  0.252714	  0.249931	  0.279182	  0.257048
