     0		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	 0.0530594	 0.0337558	 0.0220646	  0.013225	 0.0658836	 0.0717303	 0.0876189	 0.0843691	   0.09111	  0.116556	  0.136383	  0.161671	  0.185929	  0.259464	  0.326127	  0.434959	  0.497645	  0.647456	  0.739571	  0.819153	  0.842405	  0.889112	  0.905456	  0.922982	  0.935232	  0.936983	  0.946333	  0.963974	  0.960422	  0.966494	  0.970416	  0.975826	  0.978823	  0.984148	  0.987251	  0.981176	  0.981079	  0.981278	  0.977391	  0.974322	   0.97771	  0.978589	  0.980442	  0.982511	  0.981307	  0.982258	  0.978099	  0.982813
     1		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	0.00936679	 0.0249921	 0.0141207	 0.0612342	 0.0742256	 0.0932583	 0.0857669	    0.1327	  0.151995	  0.149687	  0.235245	  0.300244	  0.373311	  0.534147	   0.66752	   0.75612	  0.815072	  0.869525	  0.902866	   0.91745	  0.931266	  0.940415	  0.953534	  0.954989	  0.960323	   0.96907	  0.965517	  0.963384	  0.966179	  0.971832	  0.976976	  0.978547	  0.977453	  0.980413	  0.981573	  0.979834	  0.979108	  0.979012	  0.978166	  0.979766	  0.981954	  0.983857	  0.987165	  0.985111	  0.981679
     2		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0501657	 0.0764998	 0.0682537	 0.0572926	 0.0502331	 0.0655259	  0.080929	  0.104504	  0.131322	  0.212761	  0.301284	   0.36635	  0.461292	   0.61046	   0.68417	  0.779257	  0.826922	  0.868419	  0.892382	  0.916517	   0.92543	  0.936806	  0.950633	  0.959117	  0.962935	  0.967497	  0.970677	  0.973447	  0.971843	  0.974267	  0.977627	  0.977645	  0.976748	  0.978594	  0.978034	  0.980157	  0.978886	  0.980933	  0.977568	  0.978114	  0.978076	  0.979914	  0.979233	  0.980758
     3		      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0654858	 0.0326489	 0.0175535	 0.0371076	 0.0670655	 0.0709388	 0.0713169	 0.0749976	  0.101259	     0.104	  0.151408	  0.177558	  0.225181	  0.283064	  0.388014	  0.480085	  0.634041	  0.710206	  0.785695	   0.84158	  0.883826	  0.893461	  0.911211	  0.925068	  0.942868	  0.953632	  0.956012	  0.963884	  0.966435	  0.970516	  0.969507	  0.969497	  0.975355	  0.976196	  0.978699	  0.976066	  0.977718	  0.979857	  0.978519	  0.975191	  0.977034	  0.980572	  0.982361	  0.981598	  0.983782	  0.979898	  0.978657
     4		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	  0.066381	 0.0483888	 0.0540509	 0.0497681	 0.0496046	 0.0416205	 0.0449954	  0.068313	 0.0892477	   0.10777	  0.124272	  0.141095	  0.184385	  0.253737	  0.330907	  0.443421	  0.516758	  0.617194	  0.720368	  0.800186	   0.84702	  0.879273	  0.910309	  0.927668	  0.938302	  0.951728	  0.957202	  0.955851	  0.970732	  0.974999	  0.972719	  0.970086	  0.967029	  0.969496	  0.970767	  0.979921	  0.980762	    0.9828	  0.987256	  0.985986	  0.980654	  0.980373	  0.980105	  0.978361	  0.978925	  0.983211	  0.980975	  0.982391
     5		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0168191	 0.0257614	 0.0178741	 0.0384336	 0.0366103	 0.0507337	 0.0721538	 0.0946107	  0.116742	  0.132709	  0.179205	  0.218284	  0.332338	  0.451716	  0.540273	  0.602624	  0.712175	  0.775697	  0.831639	  0.861643	   0.89029	    0.9047	    0.9118	  0.924493	  0.936266	  0.951813	  0.956713	  0.965113	  0.965893	  0.974066	  0.971296	  0.970184	  0.976905	  0.976813	  0.981224	  0.978485	  0.983061	  0.984921	  0.983174	  0.981207	  0.982554	  0.981559	  0.983264	  0.978633	  0.980857	  0.981253
     6		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0221441	 0.0150543	 0.0223154	 0.0164382	 0.0347529	 0.0484864	 0.0728593	  0.108397	  0.124938	  0.191496	  0.284644	  0.358562	  0.435404	  0.552979	  0.655329	  0.736985	  0.763242	  0.821073	  0.841414	  0.879941	  0.901948	  0.925702	  0.931109	  0.937878	  0.949763	  0.955217	  0.960215	  0.967124	  0.967484	  0.961707	  0.962004	  0.969801	  0.971519	  0.976261	  0.978792	  0.982602	  0.980625	  0.985157	  0.986641	  0.982801	  0.981596	  0.979716	  0.982579	  0.986302
     7		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0138091	  0.037281	 0.0359775	 0.0447367	 0.0506764	 0.0790491	  0.121847	  0.157088	  0.163591	  0.202329	  0.237811	  0.285677	  0.379102	  0.453599	  0.600722	  0.704432	  0.781087	  0.852936	  0.871889	   0.89787	  0.917463	  0.926048	  0.937723	   0.94751	  0.960874	  0.959511	   0.96556	  0.972947	  0.973612	  0.976632	  0.978038	  0.975498	  0.979773	    0.9791	   0.98022	  0.982986	  0.984842	  0.982478	  0.986307	  0.984599	   0.98416	  0.982262	  0.983522	  0.985028	  0.985043
     8		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	  0.031905	 0.0191583	 0.0163485	 0.0574605	 0.0964694	 0.0751402	 0.0615143	 0.0956876	  0.133306	  0.176301	   0.21444	  0.297999	  0.370003	  0.431026	  0.571291	  0.662907	  0.727966	  0.756287	  0.788942	   0.84301	  0.884816	  0.920183	  0.941854	  0.940394	  0.952682	  0.960533	  0.971239	  0.971336	   0.97099	  0.968879	  0.963687	  0.966968	  0.967507	  0.970647	  0.976069	   0.98166	   0.97986	  0.977912	  0.977461	  0.979756	  0.979143	  0.979915	  0.980048	  0.980482	  0.978662
     9		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	 0.0182536	 0.0138687	 0.0183216	0.00677582	 0.0193978	 0.0602148	 0.0653271	  0.104071	  0.149589	    0.1536	  0.155409	  0.174245	  0.249151	  0.368043	    0.4554	  0.559574	  0.647821	  0.738646	  0.812714	   0.86445	  0.899413	  0.928339	  0.935151	  0.953587	  0.953903	  0.962259	  0.966684	   0.96958	  0.975539	  0.971223	  0.965921	  0.963524	  0.966206	  0.970744	  0.973226	  0.977003	  0.978786	   0.97568	   0.97951	  0.979014	  0.978862	   0.98035	  0.978441	  0.983182	  0.984453	  0.982534	  0.985895
    10		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	         0	         0	0.00858796	 0.0471059	 0.0697436	 0.0735256	 0.0914735	    0.1188	  0.156865	  0.222402	  0.274874	  0.386412	  0.498529	  0.595551	  0.739649	  0.791833	  0.843916	  0.863931	  0.887385	   0.91352	   0.93178	  0.936759	   0.95171	  0.966021	  0.967933	  0.965711	  0.970653	  0.972766	  0.979116	  0.975686	  0.982595	  0.984567	  0.983728	  0.979837	  0.982189	  0.985818	  0.988503	  0.986909	   0.98526	  0.985829	  0.985123	   0.98625	  0.986451	  0.982079
    11		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0113981	 0.0274963	 0.0330418	 0.0402818	 0.0465781	 0.0893412	  0.098463	   0.11087	  0.161106	  0.218762	  0.294997	  0.386673	  0.526903	  0.632272	  0.739567	  0.799853	  0.839451	  0.877194	  0.906639	  0.927023	  0.934858	  0.945412	  0.959055	   0.95698	  0.962031	  0.967181	  0.963096	   0.96867	  0.968123	  0.965549	  0.967194	  0.971019	  0.975769	  0.979343	  0.981192	  0.979557	  0.982448	  0.983729	  0.986699	  0.983676	  0.984819	  0.980123	   0.97998	   0.98044
    12		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	  0.180355	 0.0732382	 0.0404561	 0.0273958	 0.0207941	  0.051942	 0.0625765	 0.0682044	  0.087863	 0.0889936	  0.104115	  0.130747	  0.126114	    0.2169	  0.326404	  0.453006	  0.584275	  0.687057	  0.731802	   0.78719	  0.841738	  0.852577	  0.896913	    0.9064	  0.918737	  0.928031	  0.944294	  0.957562	  0.955211	  0.963472	  0.962095	  0.964466	  0.967006	  0.974844	  0.980307	  0.978064	  0.973533	  0.976863	  0.973744	  0.971596	  0.975824	  0.981817	  0.981268	  0.978822	  0.975556	  0.973777	  0.974219
    13		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0199402	 0.0526077	   0.05628	 0.0917654	   0.11259	  0.113595	  0.130969	  0.122955	  0.159077	  0.202304	  0.289097	  0.411305	  0.488665	  0.618181	  0.729998	  0.826843	  0.874053	  0.891501	  0.912588	  0.922232	  0.924539	  0.943242	  0.949598	  0.961066	  0.967135	  0.974078	  0.970561	  0.972838	  0.977161	  0.975845	  0.975045	  0.977977	  0.973658	  0.978114	   0.98143	  0.981121	  0.979316	  0.979213	  0.981922	  0.982152	  0.983996	  0.984815	  0.986042	  0.982905
    14		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	  0.158762	         0	         0	 0.0244903	  0.049631	 0.0388041	 0.0416864	 0.0567379	 0.0737248	  0.105321	  0.171434	  0.283464	  0.334654	  0.411523	  0.566875	  0.659103	  0.732946	  0.792502	  0.842964	  0.856113	  0.879923	  0.887602	  0.914232	  0.926658	   0.93697	  0.943573	  0.950873	  0.957634	  0.967142	  0.967987	  0.965002	  0.966026	  0.971478	  0.974433	  0.975702	  0.977928	  0.980117	  0.981142	  0.979813	  0.979783	  0.979075	  0.975402	  0.974719	  0.979153	  0.981314
    15		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	 0.0629511	  0.036283	 0.0518913	 0.0445724	 0.0455029	 0.0424563	 0.0550072	 0.0439101	 0.0715616	 0.0788834	   0.12146	  0.153462	  0.167936	   0.23909	   0.29731	  0.387386	  0.512842	  0.653501	  0.739357	  0.808936	  0.838178	  0.872122	  0.885447	  0.908115	  0.917855	  0.939014	  0.959833	  0.958638	    0.9589	  0.963396	  0.971346	  0.969204	  0.974388	  0.971475	  0.974947	  0.976815	  0.979832	  0.976365	   0.98149	  0.982104	  0.983507	  0.982311	  0.980679	  0.980855	  0.982169	  0.980559	  0.981261	  0.984384
    16		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	 0.0288101	  0.037857	 0.0283304	 0.0619874	 0.0769448	 0.0794257	 0.0830845	 0.0948196	  0.143484	   0.15404	  0.205227	  0.267274	   0.34584	  0.408343	  0.510787	  0.578027	  0.695842	  0.759918	  0.809151	  0.840332	  0.872305	  0.905614	  0.910374	  0.932434	  0.943954	  0.951842	  0.959638	  0.962245	  0.963094	  0.972984	  0.974169	  0.971888	  0.977862	  0.983259	  0.983425	  0.979491	  0.977853	  0.980191	  0.977801	  0.978695	  0.978048	  0.975705	  0.978219	  0.976345	    0.9735	  0.975194
    17		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0214576	 0.0665779	  0.075529	 0.0923069	 0.0798863	  0.100571	  0.116602	  0.129007	  0.131568	  0.153737	  0.219749	  0.302703	  0.414217	   0.50209	  0.618934	  0.708021	  0.767732	  0.818399	  0.866736	  0.895503	  0.910755	  0.930049	  0.948903	  0.954888	  0.955648	  0.962565	  0.963377	  0.963099	  0.972936	  0.968797	  0.974274	  0.973289	  0.977307	   0.97653	  0.976521	  0.981764	   0.98209	   0.97989	   0.97802	  0.979474	  0.979484	  0.979388	  0.982473	  0.982926	  0.986098
    18		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0486727	 0.0419163	 0.0489787	 0.0664859	 0.0971221	  0.119438	  0.132596	  0.156664	  0.133511	  0.155424	  0.211802	  0.299851	   0.42451	  0.521043	  0.647629	   0.72399	  0.800646	  0.856668	  0.881046	  0.907851	  0.921737	  0.928836	  0.940393	  0.939676	  0.951465	   0.95528	  0.966944	  0.975546	  0.972315	  0.974454	  0.981698	  0.979884	  0.976941	  0.981123	  0.979529	  0.984831	  0.986696	  0.983427	  0.980181	  0.981666	  0.981867	  0.983852	  0.982146	  0.981332	  0.983066
    19		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0174982	 0.0356848	 0.0551149	 0.0897068	  0.110387	  0.100582	  0.108525	  0.134439	  0.179998	  0.235543	  0.300525	  0.374298	  0.488531	  0.610503	  0.709833	  0.805757	  0.841148	  0.878459	  0.908477	  0.928244	  0.937808	  0.946905	  0.945634	  0.953998	  0.962159	  0.961945	  0.977704	  0.980788	  0.981216	  0.986983	  0.985694	  0.984636	  0.982938	  0.981441	  0.978332	  0.980173	  0.981183	  0.983896	  0.983342	  0.981974	  0.984372	  0.983838	   0.98444	  0.983491
    20		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	         0	 0.0260496	 0.0341824	 0.0502435	 0.0614801	 0.0771999	 0.0791089	 0.0816514	   0.14374	  0.212349	  0.246845	  0.353483	  0.457665	  0.536427	  0.632005	  0.742208	  0.805781	  0.840784	  0.878818	  0.898547	  0.917224	  0.928541	  0.935617	  0.933986	  0.943987	  0.947204	  0.954299	  0.963323	  0.962341	  0.973543	  0.968817	  0.966612	  0.972216	  0.975561	  0.979865	  0.981648	  0.979387	  0.975421	  0.978152	  0.980492	  0.981142	  0.981485	  0.981114	  0.979697
    21		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	         0	         0	         0	 0.0160096	 0.0339908	 0.0442561	 0.0838165	 0.0842643	  0.117641	  0.174449	  0.265264	  0.350647	  0.441304	  0.559888	  0.698526	  0.762247	  0.829451	  0.855622	  0.872087	   0.89061	  0.919423	   0.92309	  0.939443	  0.945187	  0.946191	  0.954202	  0.963741	  0.968873	  0.971153	  0.974821	  0.978794	  0.974975	  0.977617	  0.979145	  0.978117	  0.979337	  0.975776	  0.979182	  0.981051	  0.979532	  0.981189	  0.983761	  0.980369	  0.979424
    22		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	 0.0301548	  0.035374	 0.0568951	 0.0851531	 0.0937995	  0.123007	  0.138808	  0.165841	  0.165859	  0.161554	  0.171603	  0.219541	  0.259852	  0.338689	  0.459534	  0.542005	  0.663658	  0.745081	  0.823708	     0.865	  0.884261	  0.912888	  0.936652	  0.942748	   0.94264	  0.952238	  0.964293	  0.962591	  0.967459	  0.972715	  0.970203	  0.969311	  0.969178	  0.975628	  0.979135	  0.980393	  0.983613	  0.984306	  0.985327	  0.984848	  0.985717	  0.983987	  0.985147	  0.985324	  0.978599	   0.98342	  0.983356
    23		      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0154855	  0.032115	 0.0256974	  0.037881	 0.0570973	 0.0877813	 0.0876775	  0.106167	  0.117539	  0.142215	  0.200702	  0.278254	  0.366179	  0.473542	  0.615683	  0.721785	  0.787158	  0.852669	  0.878219	  0.909685	   0.92969	  0.944832	  0.946531	  0.960548	  0.955769	  0.962197	  0.964424	  0.972056	  0.972828	  0.973891	  0.972055	   0.97405	  0.973503	  0.974426	  0.971446	  0.970585	  0.974965	  0.976686	  0.981922	  0.982237	  0.980787	  0.982823	  0.981745	  0.979684	  0.979595
    24		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	 0.0413564	 0.0480577	 0.0683221	 0.0564963	 0.0544138	 0.0898588	  0.125709	  0.149719	  0.182973	  0.235485	  0.332321	  0.381541	  0.425611	  0.524545	  0.653375	  0.742924	  0.808841	  0.851089	  0.871553	  0.903352	  0.926731	  0.928457	  0.936114	  0.946499	  0.951126	  0.951772	  0.963856	  0.974238	   0.97701	  0.975418	  0.982499	  0.976831	  0.977117	  0.979194	  0.977321	  0.978434	  0.977405	  0.978785	  0.985607	  0.983432	  0.982654	  0.986181	  0.984861	  0.986288
    25		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0239836	 0.0294523	 0.0188945	  0.033813	 0.0444249	 0.0744854	 0.0903884	  0.104387	  0.130418	  0.136787	  0.181637	  0.232311	  0.317478	  0.395523	  0.483007	  0.583232	  0.700984	  0.818544	  0.855405	  0.887648	  0.912253	  0.925779	  0.942575	  0.951646	  0.955022	  0.958778	  0.966058	   0.97186	  0.975384	  0.972407	  0.977299	  0.977857	   0.97523	  0.976208	  0.978333	   0.97829	  0.978083	  0.981227	  0.979467	  0.979993	  0.980771	  0.979669	  0.978227	  0.978655	  0.978486	   0.97797
    26		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0167994	 0.0245281	  0.037891	 0.0632085	 0.0786931	  0.096066	  0.104554	  0.125612	  0.186513	  0.216185	  0.319058	  0.428006	  0.557964	  0.671339	  0.760857	  0.802521	  0.831165	  0.864105	  0.896754	   0.90564	  0.932236	  0.938276	  0.952982	  0.956528	  0.964069	  0.971084	  0.970046	  0.979057	  0.979503	  0.976719	  0.974524	  0.974644	  0.981265	  0.983495	  0.985786	  0.986154	  0.988417	  0.987897	  0.985596	   0.98449	  0.985078	  0.984479	  0.988764
    27		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0183326	  0.036497	 0.0804031	  0.075719	 0.0725582	   0.11385	  0.120451	   0.12658	  0.128091	  0.207473	  0.286866	  0.377248	    0.4935	  0.579429	  0.685066	  0.770068	   0.80782	  0.866787	  0.883392	  0.912331	  0.935776	  0.944049	  0.958225	  0.971258	  0.964501	  0.973861	  0.966342	  0.970535	  0.975933	   0.97128	  0.974696	   0.97381	  0.974056	  0.972523	  0.975246	  0.978275	  0.982103	  0.983714	  0.985462	  0.981104	  0.979703	  0.982419	  0.978358	  0.980253
    28		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	 0.0266857	 0.0173252	 0.0336592	 0.0240858	 0.0449702	 0.0640273	 0.0758639	  0.100037	  0.155884	  0.186851	  0.199139	  0.218098	  0.277116	  0.331905	  0.418612	  0.521373	  0.626583	  0.730786	  0.810711	  0.843788	  0.884711	  0.912801	  0.932685	  0.945401	  0.951255	  0.954477	  0.967842	  0.969431	  0.970158	  0.974654	  0.978525	  0.974161	  0.977289	  0.976583	  0.979028	  0.981108	  0.981745	   0.98308	  0.983809	  0.979153	  0.977973	  0.980209	  0.981433	  0.981801	  0.984249	  0.981348	  0.979418
    29		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0263977	 0.0306379	 0.0528153	 0.0473223	 0.0641207	 0.0432539	 0.0818179	 0.0663592	 0.0908841	  0.110502	   0.15988	  0.204144	  0.301225	  0.423525	  0.493842	  0.624433	  0.715351	  0.781668	  0.840673	  0.875375	  0.894648	  0.910818	  0.921145	  0.927433	  0.947928	  0.954409	  0.959745	  0.961471	  0.968931	  0.973567	  0.973353	  0.974328	  0.975862	  0.978955	  0.979957	  0.978156	  0.979001	  0.984141	  0.984619	  0.985915	  0.986367	  0.986549	  0.986115	  0.985928	  0.985679	  0.984357
    30		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	 0.0259421	 0.0689335	 0.0668631	 0.0774139	 0.0785953	  0.110752	  0.106168	  0.137078	  0.186032	  0.237264	  0.313094	  0.396599	  0.484735	  0.582632	  0.657807	  0.735547	  0.802269	  0.826946	  0.864732	  0.878943	   0.89577	  0.911171	  0.929229	   0.93556	  0.933804	  0.945056	  0.953739	   0.96391	  0.970011	  0.969423	  0.969366	  0.972825	  0.973142	  0.974413	  0.975272	   0.97731	  0.979518	  0.981642	  0.981703	  0.981167	   0.97941	  0.981003	  0.982506	  0.981225
    31		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	 0.0139801	 0.0388258	 0.0377167	  0.043225	 0.0486493	 0.0592448	 0.0739352	 0.0900466	  0.134377	  0.191524	  0.263659	   0.37089	  0.418669	  0.507042	  0.604367	  0.714905	   0.80004	  0.844813	  0.888556	  0.906129	  0.910723	  0.913279	  0.925916	  0.932555	  0.939896	  0.947097	  0.957907	  0.965564	  0.970277	  0.970586	  0.970486	   0.97336	  0.975795	   0.97591	   0.97803	  0.978706	  0.978928	  0.977946	  0.980814	   0.98332	  0.983541	  0.980611	  0.981176	  0.980678	   0.98306
