     0		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.846154	  0.512851	  0.358654	   0.40869	  0.133149	  0.142382	  0.139714	  0.132149	  0.096747	 0.0792985	 0.0849427	 0.0721779	 0.0847186	 0.0631179	 0.0396395	 0.0567028	 0.0379505	 0.0127109	 0.0338569	 0.0137475	 0.0191377	 0.0200168	 0.0142399	 0.0156753	0.00919748	0.00428401	 0.0155373	 0.0149982	 0.0102899	 0.0143551	 0.0203363	 0.0147125	 0.0108148	  0.024475	0.00972018	 0.0200395	 0.0136431	 0.0163521	  0.019567	 0.0197804	  0.016037	 0.0232584	 0.0215076	 0.0484213	 0.0321308	 0.0164713	 0.0247034	 0.0354443	 0.0312646
     1		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	  0.666667	  0.666667	  0.444444	  0.478261	  0.315068	  0.202128	      0.16	 0.0961538	  0.113393	 0.0974544	 0.0691458	 0.0598016	 0.0675981	 0.0588511	 0.0708446	    0.0541	 0.0313372	 0.0366165	 0.0402812	 0.0303086	 0.0318512	 0.0185536	 0.0207883	 0.0083775	 0.0151227	0.00964747	0.00894103	0.00642594	 0.0160879	 0.0124092	 0.0160067	 0.0114078	 0.0140885	0.00449705	 0.0277691	 0.0207476	 0.0211586	 0.0190236	 0.0202999	 0.0254933	  0.020241	 0.0408435	 0.0400087	 0.0233806	 0.0271937	 0.0330953	 0.0220107	 0.0171438	 0.0158081	 0.0463541
     2		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.666667	      0.25	   0.81335	  0.316392	  0.364821	  0.204386	  0.237847	  0.193208	  0.130736	  0.126502	  0.155157	 0.0635309	 0.0971549	 0.0690602	 0.0696753	 0.0500236	 0.0635123	 0.0328126	 0.0453528	 0.0422988	 0.0257788	 0.0210798	 0.0224865	 0.0235164	 0.0284296	 0.0094769	 0.0216895	 0.0252705	 0.0190285	 0.0217037	 0.0133772	0.00909366	 0.0365643	 0.0144134	 0.0129009	 0.0247295	 0.0342693	 0.0193204	 0.0261961	 0.0306019	 0.0389262	 0.0434165	 0.0354988	 0.0199995	 0.0388833	 0.0297211	 0.0273731	 0.0340329	 0.0216958
     3		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.348473	  0.400287	       0.5	      0.65	  0.421053	  0.393714	  0.250886	 0.0808439	  0.130379	  0.101859	  0.126797	 0.0889529	  0.117321	 0.0561021	 0.0648136	  0.052847	 0.0404078	 0.0430528	 0.0516726	 0.0245936	 0.0316412	 0.0192484	 0.0328969	0.00862991	  0.021815	 0.0319189	0.00255667	 0.0139277	 0.0107784	 0.0223493	0.00838436	 0.0141587	 0.0149221	 0.0137283	 0.0171007	 0.0278227	 0.0188412	 0.0271894	 0.0306692	 0.0310235	 0.0144627	 0.0134075	 0.0319347	 0.0255037	 0.0211445	 0.0268379	  0.049906	 0.0236501	 0.0312167	 0.0270079
     4		      -nan	      -nan	      -nan	      -nan	      -nan	         1	       0.5	  0.496797	  0.814162	  0.612415	  0.495412	  0.273255	  0.165928	  0.164814	   0.12234	 0.0955542	 0.0939154	 0.0647627	 0.0507634	 0.0460504	 0.0636255	 0.0517314	 0.0565811	 0.0373355	 0.0264953	 0.0248941	 0.0128506	 0.0281441	 0.0135542	 0.0111033	 0.0232982	 0.0160064	 0.0114724	0.00956157	 0.0096277	 0.0185048	 0.0121007	 0.0159783	 0.0163303	 0.0190173	 0.0174216	 0.0252604	 0.0160311	 0.0234784	 0.0357156	 0.0159366	 0.0201194	 0.0317131	 0.0222158	 0.0170715	 0.0110482	  0.029719	 0.0351283	  0.018263	  0.024765	 0.0245346
     5		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.707295	  0.609504	  0.457143	  0.234043	  0.247038	  0.189371	  0.139101	   0.11194	  0.146771	 0.0835695	  0.105455	 0.0839122	 0.0618813	 0.0579524	 0.0342111	 0.0502108	  0.049164	 0.0352326	 0.0317613	 0.0185924	 0.0249252	 0.0192781	 0.0358279	 0.0285667	 0.0187808	 0.0132056	 0.0123381	 0.0154932	  0.011138	 0.0225809	  0.017482	 0.0115008	 0.0155785	0.00583671	 0.0124213	 0.0257394	    0.0291	 0.0198104	 0.0266294	 0.0325602	 0.0230807	 0.0307326	   0.02688	  0.045722	 0.0236572	 0.0391525	 0.0369475	 0.0613678	 0.0461502
     6		      -nan	      -nan	      -nan	      -nan	      -nan	         1	       0.5	       0.5	  0.202613	  0.462313	  0.241214	  0.424323	  0.272179	  0.181969	  0.216986	  0.103806	   0.12996	  0.114294	  0.138018	 0.0792847	 0.0547582	 0.0666312	 0.0583844	 0.0626902	  0.058614	  0.031541	  0.027526	 0.0328092	 0.0265012	 0.0258547	 0.0158562	 0.0206342	 0.0264324	 0.0167468	 0.0222607	 0.0213997	 0.0103749	0.00802909	 0.0138079	 0.0330388	 0.0192192	 0.0122736	 0.0182635	 0.0189909	 0.0199588	 0.0240413	 0.0328831	 0.0195037	 0.0317886	 0.0524838	 0.0354977	  0.043748	 0.0427472	 0.0412597	 0.0313807	 0.0563607
     7		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.613398	  0.484202	   0.54254	  0.319989	  0.259139	  0.269552	  0.164451	   0.11747	  0.101519	 0.0670387	   0.11553	   0.10437	 0.0631204	 0.0807368	  0.088703	 0.0316349	 0.0441974	  0.049395	 0.0365845	 0.0460704	 0.0253757	 0.0216854	  0.020715	 0.0207212	 0.0170825	 0.0249237	 0.0174193	0.00970711	 0.0217046	 0.0170276	 0.0122556	 0.0214365	 0.0188338	 0.0311468	 0.0305117	 0.0318777	 0.0248797	 0.0165604	 0.0310217	  0.019118	 0.0117676	 0.0382171	 0.0292928	 0.0244243	 0.0172001	 0.0267481	 0.0248896	  0.034667	 0.0539256
     8		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.666667	         0	         0	  0.590121	       0.6	  0.548394	      0.18	  0.250124	  0.193896	  0.150437	  0.156246	 0.0711049	  0.126354	 0.0670214	 0.0688644	 0.0492578	 0.0486545	  0.100993	 0.0366778	 0.0435028	 0.0486391	 0.0440908	  0.032634	 0.0226699	 0.0296216	 0.0255813	 0.0213232	0.00673378	0.00878217	 0.0212301	 0.0104487	0.00643674	  0.015077	 0.0187733	 0.0233923	  0.030686	  0.036025	 0.0314563	 0.0239198	 0.0163104	 0.0320464	 0.0378629	 0.0176257	 0.0274914	 0.0360715	 0.0623272	 0.0283369	 0.0240674	 0.0349702	 0.0300753
     9		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.880322	  0.560555	   0.32031	  0.216419	  0.218337	  0.167208	  0.137454	  0.121201	  0.114833	 0.0747438	 0.0769845	 0.0437297	 0.0631157	 0.0485247	 0.0521981	 0.0340693	 0.0514863	 0.0263973	   0.01434	  0.023265	 0.0283328	 0.0118333	0.00581658	 0.0158995	 0.0102818	 0.0224948	 0.0212908	 0.0331622	 0.0236375	 0.0185003	 0.0252872	 0.0156549	 0.0184018	 0.0259168	 0.0230909	 0.0292781	 0.0394983	 0.0238106	 0.0235836	 0.0151477	 0.0407036	 0.0398729	 0.0383378	 0.0386884	 0.0326068	 0.0350752	 0.0263728	  0.034707	 0.0297798
