0	18.615461	6.876723	0.00719452	0.00978455	0.00204924	0.00210315	11.584147	0.01164159
1	8.667526	7.896914	0.00646055	0.02100572	0.00273713	0.00299745	13.605442	0.01875957
2	17.659019	9.986240	0.01111494	0.01108977	0.00224001	0.00143446	11.936677	0.01572114
3	23.414121	5.997978	0.00829517	0.01644202	0.00315420	0.00222349	13.031465	0.01054047
4	22.358921	7.165023	0.01873923	0.01309924	0.00159244	0.00197457	12.776761	0.02401417
5	31.142757	8.088695	0.01694850	0.01079903	0.00123354	0.00274611	11.369767	0.02443810
6	15.104548	10.748861	0.01031469	0.00806670	0.00270775	0.00163699	11.174491	0.01097960
7	16.328668	10.080092	0.01248846	0.01690188	0.00183580	0.00225777	12.306399	0.02797202
8	18.042785	9.316576	0.01026237	0.01194438	0.00201253	0.00178162	12.567735	0.01231316
9	17.658629	5.993367	0.01278560	0.00348327	0.00214739	0.00161612	12.087701	0.01017385
10	15.315983	4.975696	0.01142293	0.01461011	0.00136720	0.00262977	11.788454	0.01372560
11	8.252238	10.176193	0.00966257	0.00799513	0.00172756	0.00209901	11.496234	0.02424214
12	19.787364	6.868181	0.00700610	0.00793304	0.00236494	0.00191932	12.830759	0.02838180
13	27.794690	7.102465	0.01171097	0.01099501	0.00292579	0.00326453	12.789508	0.01734461
14	11.796400	3.722157	0.01085534	0.01235387	0.00191939	0.00161376	13.082647	0.02940599
15	14.636461	8.058250	0.00791369	0.01644047	0.00165880	0.00178114	11.821398	0.02876773
16	16.789024	5.866239	0.00956085	0.01805862	0.00342227	0.00174931	11.691670	0.02215118
17	20.806113	6.113380	0.00365680	0.00449756	0.00119012	0.00446594	11.784237	0.02448792
18	18.506689	8.055024	0.01631971	0.00938970	0.00255571	0.00228406	12.102721	0.02062660
19	23.154050	7.760626	0.01737487	0.01288739	0.00262347	0.00151469	12.249515	0.01795760
20	12.474160	9.827954	0.00838113	0.00771421	0.00126864	0.00185645	10.563085	0.02606357
21	14.326023	8.165581	0.00580624	0.01629870	0.00158303	0.00091621	11.777840	0.02740162
22	17.721930	4.492262	0.01005810	0.00931955	0.00178947	0.00172470	10.964226	0.02300145
23	14.267913	5.602200	0.00556362	0.01118441	0.00246017	0.00158956	11.143311	0.02690852
24	20.223976	9.330069	0.00821373	0.00968726	0.00277975	0.00233601	10.593466	0.02556736
25	24.186118	6.694617	0.01135367	0.01590911	0.00278595	0.00160639	11.652924	0.01690406
26	17.312729	9.919263	0.00379123	0.02156219	0.00250686	0.00134394	11.790353	0.02437479
27	16.344268	5.834251	0.00761718	0.01132584	0.00358487	0.00237927	11.906252	0.02579723
28	25.458387	4.573625	0.00858118	0.03084816	0.00148150	0.00307864	12.314642	0.01277122
29	8.919815	8.216683	0.01133369	0.01009997	0.00164426	0.00206932	10.760563	0.01760793
30	16.120777	6.131149	0.02002271	0.02579405	0.00170661	0.00207331	12.131120	0.02358300
31	6.796234	6.695367	0.00525868	0.01024855	0.00161483	0.00171190	12.326617	0.02119435
32	18.818133	7.027462	0.00998590	0.01165354	0.00120769	0.00154777	11.564446	0.02644902
33	18.120086	6.668177	0.00817047	0.02118252	0.00269854	0.00092499	10.896356	0.02383425
34	18.304379	4.728084	0.00729514	0.01187798	0.00280604	0.00138228	11.873591	0.02950376
35	20.780384	10.909840	0.01039336	0.01647127	0.00227982	0.00140876	13.622996	0.01943725
36	12.295453	11.133141	0.01160403	0.00421133	0.00427013	0.00201794	12.392186	0.02204334
37	16.446397	4.636922	0.01062200	0.02100188	0.00174184	0.00144782	14.127787	0.01335334
38	13.166762	4.140322	0.01952010	0.00942087	0.00085804	0.00269363	11.842144	0.01001818
39	32.764707	7.406839	0.01379416	0.01233936	0.00242229	0.00259622	11.144205	0.02699906
40	9.965987	5.630089	0.00406678	0.01446149	0.00104864	0.00202803	12.614697	0.02544468
41	9.158851	8.660305	0.01150722	0.01920176	0.00335564	0.00177721	11.166505	0.02678556
42	16.360845	7.872807	0.01330822	0.01398125	0.00212874	0.00215831	11.773399	0.02378933
43	26.631937	9.998785	0.01413805	0.00295970	0.00189015	0.00079173	14.623702	0.02693255
44	15.154441	11.225707	0.01523444	0.00861366	0.00085524	0.00077124	11.774482	0.02236836
45	13.020924	4.113858	0.01616956	0.00784702	0.00184895	0.00153186	10.888522	0.02221141
46	20.431187	9.481268	0.01380450	0.01874887	0.00228987	0.00168230	10.824996	0.02675414
47	24.309188	7.696756	0.00450964	0.01169320	0.00128190	0.00181456	12.517091	0.02898043
48	24.330102	4.754161	0.01210435	0.00996908	0.00160500	0.00296234	11.016077	0.01725941
49	21.951176	6.084762	0.01367862	0.01254102	0.00387025	0.00050050	12.650914	0.01462234
50	10.888052	4.319423	0.00989001	0.01141600	0.00302631	0.00416104	13.223499	0.02468289
51	21.116312	9.629332	0.00929970	0.00776626	0.00221904	0.00168678	12.737735	0.01576859
52	20.702941	6.392209	0.00932989	0.01682725	0.00178779	0.00213582	11.844489	0.01421674
53	10.741417	6.497133	0.00718410	0.00674498	0.00207680	0.00119005	11.793147	0.02580653
54	13.057979	5.426234	0.00652149	0.01429986	0.00181044	0.00260976	12.866268	0.02830379
55	21.199118	7.416589	0.00760937	0.01548886	0.00246831	0.00127087	11.469649	0.01339815
56	22.795374	7.455035	0.00457394	0.00563744	0.00161716	0.00140718	12.393706	0.01213063
57	22.617621	8.182011	0.01669964	0.01168050	0.00119185	0.00220484	10.272959	0.01949159
58	9.471375	7.737238	0.01426433	0.01699564	0.00319633	0.00198476	13.562914	0.02291368
59	18.081520	9.600452	0.01124902	0.00628599	0.00226272	0.00396005	11.445209	0.02127969
60	5.519611	6.746139	0.00384262	0.01742634	0.00212409	0.00103268	10.978383	0.01973759
61	12.198108	11.994759	0.01296312	0.00975341	0.00172058	0.00153611	11.444194	0.02481933
62	18.087541	11.238889	0.00986471	0.01499894	0.00376148	0.00152625	13.379528	0.01873036
63	13.558198	4.938207	0.01477740	0.01301562	0.00203409	0.00246521	12.489637	0.02112702
