     0		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -45.5783
     1		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -38.9152
     2		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -43.8367
     3		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.3198
     4		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.0182
     5		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -42.0492
     6		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -41.9657
     7		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -44.948
     8		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -43.3419
     9		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.9927
    10		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -39.8811
    11		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -40.3384
    12		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -45.694
    13		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -35.5488
    14		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -45.0161
    15		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.4902
    16		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -43.171
    17		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -44.514
    18		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -41.7124
    19		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -41.8298
    20		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -35.2871
    21		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -41.2376
    22		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.6404
    23		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -45.638
    24		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -43.2015
    25		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -40.5583
    26		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -41.8572
    27		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -42.3038
    28		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -40.9631
    29		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -41.1851
    30		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -48.2991
    31		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -40.7498
    32		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -40.8426
    33		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -39.2093
    34		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.0697
    35		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.7878
    36		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -46.001
    37		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -48.0956
    38		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.9061
    39		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -42.5515
    40		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.2773
    41		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -45.9241
    42		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -44.759
    43		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -43.2522
    44		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -48.2472
    45		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -39.7585
    46		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -48.0706
    47		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -38.6805
    48		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -44.1976
    49		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -42.7949
    50		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -43.5353
    51		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -43.186
    52		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -45.9158
    53		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	    -44.95
    54		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -44.587
    55		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -39.1593
    56		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -40.388
    57		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -42.1931
    58		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -40.5389
    59		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -46.1365
    60		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -45.3752
    61		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   -39.542
    62		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -43.6146
    63		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -41.4006
    64		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -46.6743
    65		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -43.5575
    66		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -42.4239
    67		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	  -41.0059
