     0		  0.147245	 0.0525448	 0.0851122
     1		  0.152795	 0.0688789	  0.087214
     2		  0.135092	  0.059924	  0.113909
     3		  0.144039	 0.0490957	  0.104615
     4		  0.147987	 0.0516683	  0.117262
     5		  0.137735	 0.0645003	  0.101687
     6		  0.136593	 0.0401185	 0.0922085
     7		  0.155412	 0.0538291	  0.114229
     8		  0.141591	 0.0574828	 0.0954614
     9		  0.144853	 0.0542414	  0.114227
    10		  0.141209	 0.0614639	 0.0821955
    11		  0.140366	 0.0632693	 0.0927731
    12		   0.15287	 0.0603939	  0.104201
    13		  0.147884	 0.0586646	 0.0979723
    14		  0.131609	 0.0530965	  0.102643
    15		  0.141665	 0.0564807	 0.0988769
    16		  0.148555	 0.0477323	  0.088748
    17		  0.156824	  0.063259	 0.0992121
    18		  0.155515	 0.0586031	 0.0993262
    19		  0.141449	 0.0562529	  0.104261
    20		   0.14802	 0.0711519	  0.120939
    21		  0.145145	 0.0464819	 0.0918736
    22		  0.159404	  0.059394	  0.100252
    23		  0.130547	 0.0514133	 0.0978114
    24		  0.152314	 0.0665461	  0.106544
    25		  0.151349	 0.0440651	 0.0947731
    26		  0.146483	 0.0529092	 0.0874195
    27		  0.150049	 0.0693639	  0.105979
    28		  0.140536	 0.0627907	   0.10018
    29		    0.1498	 0.0681792	  0.117324
    30		  0.148686	 0.0621936	  0.112948
    31		  0.145189	 0.0555436	 0.0913974
    32		  0.159932	 0.0493495	  0.100947
    33		  0.144173	 0.0655501	 0.0949583
    34		  0.143954	 0.0567413	 0.0919908
    35		  0.148012	 0.0745395	 0.0979191
    36		  0.141296	 0.0569194	   0.10231
    37		  0.137882	 0.0502455	 0.0854148
    38		  0.131096	 0.0414914	 0.0903284
    39		  0.156516	 0.0640531	  0.108982
    40		   0.14268	 0.0415754	  0.112472
    41		  0.151736	 0.0474082	 0.0938628
    42		  0.146573	 0.0531475	  0.103485
    43		  0.147903	 0.0583041	  0.095871
    44		  0.130897	 0.0526207	 0.0920167
    45		  0.148069	 0.0595301	 0.0834568
    46		  0.144943	 0.0514041	 0.0884664
    47		  0.144218	  0.043357	 0.0890263
    48		  0.148108	 0.0619715	  0.101422
    49		  0.152357	 0.0387504	 0.0905556
