M0H																																				
310573.6227																																				
170462.571																																				
29823.07548																																				
1069.319881																																				
M0L																																				
1528302.962																																				
999604.4921																																				
327348.6626																																				
42744.4788																																				
F0H																																				
182920.253	1	0	0	0.69466	0.175757	0.0240811	0.105502																													
72163.84336	0.894922	0.0969896	0.00808802	0.59052	0.234895	0.0322983	0.142286																													
5432.144196	0.677641	0.298885	0.0234737	0.588564	0.235477	0.0310992	0.144859																													
207.3120479	0.517607	0.45192	0.0304739	0.594647	0.235221	0.0252507	0.144881																													
F0L																																				
1672209.668	1	0	0	0.681251	0.183269	0.0251394	0.110341																													
867028.3809	0.821994	0.164139	0.013867	0.588814	0.23521	0.0324347	0.143541																													
178914.4686	0.615559	0.358041	0.0264001	0.590834	0.235387	0.0288754	0.144904																													
24000.09106	0.508504	0.460359	0.0311373	0.594718	0.235205	0.0252392	0.144838																													
MH,0																																				
2992.587649		0.957503	6.36E-05	0.00394056	0.000734744	0.0377583	0.932976	0.00318504	0.00315675	0.00435104	0.0412483	0.0119279	0.00315472	0.892459	0.0143579	0.00203509	0.0911476	0.857568	0.0214502	0.00712054	0.113861	0.455855	0.00385604	0.176805	0.363485	0.892554	0.00143842	0.0222537	0.0837537							
17632.29213		0.830043	0.000165588	0.0163376	0.00305378	0.1504	0.81452	0.0078864	0.00861817	0.012476	0.114622	0.0330079	0.00887001	0.761458	0.0285561	0.00415487	0.205831	0.684699	0.0483215	0.0163918	0.250588	0.289155	0.00694375	0.240615	0.463286	0.699227	0.00308329	0.0606187	0.237071							
14359.32819		0.651892	0.000231036	0.0305872	0.00572418	0.311566	0.805533	0.00869499	0.00720031	0.00787787	0.117457	0.0429218	0.0103148	0.721958	0.0292767	0.00531975	0.243446	0.666335	0.0414761	0.0227975	0.269392	0.189293	0.00394754	0.217156	0.589604	0.581882	0.00364908	0.0824832	0.331986							
7067.373569		0.46992	0.000232987	0.042105	0.00788744	0.479854	0.808518	0.00801244	0.00562803	0.00463916	0.118642	0.0431699	0.0113904	0.694375	0.0293257	0.00589895	0.2704	0.650925	0.0374499	0.0262134	0.285412	0.11176	0.00145372	0.157477	0.729309	0.494968	0.00395961	0.095489	0.405583							
3106.893046		0.341707	0.000190413	0.0468617	0.00878497	0.602456	0.815049	0.00694537	0.00491136	0.00406166	0.119035	0.0383178	0.0116804	0.691202	0.0286024	0.00578223	0.274413	0.644046	0.0372801	0.0262774	0.292396	0.0977127	0.00103574	0.118867	0.782385	0.471949	0.00396688	0.0971857	0.426899							
1655.484666		0.244711	0.000134338	0.0466457	0.00874969	0.699759	0.829869	0.00561081	0.0039987	0.00335525	0.113434	0.032441	0.0112916	0.708676	0.0257963	0.00526569	0.260262	0.653331	0.0348507	0.0251411	0.286677	0.106717	0.000943925	0.103789	0.788551	0.477991	0.00372382	0.0941544	0.424131							
1314.25106		0.168275	8.22E-05	0.0426226	0.00799891	0.781021	0.852856	0.0039791	0.0028625	0.00246016	0.102553	0.0249137	0.0103757	0.743741	0.0211395	0.00438342	0.230736	0.674897	0.0304139	0.0229119	0.271777	0.118588	0.000857837	0.0976667	0.782887	0.50274	0.00325526	0.087113	0.406891							
1572.414222		0.112182	4.44E-05	0.0363376	0.00682186	0.844615	0.884923	0.00238399	0.00173012	0.00152925	0.0842832	0.016464	0.00868686	0.796525	0.0152811	0.00323292	0.184961	0.710663	0.0245008	0.0195844	0.245252	0.132739	0.000742732	0.0928277	0.773691	0.550094	0.00261296	0.0756528	0.37164							
1917.381176		0.0768546	2.27E-05	0.0298598	0.00560707	0.887656	0.917323	0.00131114	0.000957715	0.000868843	0.0629957	0.00995006	0.0065932	0.850722	0.0101187	0.00218665	0.136972	0.755839	0.0184362	0.0157325	0.209993	0.152032	0.000612628	0.0866398	0.760716	0.615098	0.00194698	0.0616328	0.321322							
2916.336135		0.0564946	1.16E-05	0.0240019	0.00450771	0.914984	0.943689	0.000704111	0.000515731	0.000476607	0.044163	0.00577695	0.00467423	0.89783	0.00624125	0.00137397	0.094555	0.805743	0.0130383	0.0118357	0.169383	0.178376	0.000484492	0.0785461	0.742593	0.69367	0.0013438	0.0464217	0.258565							
3990.245057		0.0461775	6.29E-06	0.0192542	0.00361635	0.930946	0.962636	0.000355474	0.000259257	0.000241177	0.0301929	0.00308285	0.00323272	0.935192	0.00358763	0.000800256	0.06042	0.855139	0.00871318	0.00832537	0.127823	0.212032	0.00036814	0.0687114	0.718889	0.776473	0.00085675	0.0319366	0.190734							
4973.222944		0.0405011	3.48E-06	0.015097	0.00283568	0.941563	0.975039	0.000215675	0.000157642	0.000148008	0.0203224	0.00193425	0.00218354	0.958621	0.0021501	0.000484498	0.0387449	0.898887	0.00554857	0.00551956	0.0900448	0.253793	0.000270426	0.0584531	0.687484	0.846742	0.000526748	0.0208709	0.13186							
