     0		  0.185818	   0.17395	  0.168503	  0.168469	  0.171294	   0.15951	  0.157001	  0.163134	  0.154274	   0.15835	  0.155533	 0.0929705	 0.0814094	 0.0906494	 0.0904818	  0.076419	 0.0695753	 0.0608794	 0.0575374	 0.0517669	 0.0675339	 0.0752208	 0.0311888	 0.0336898	 0.0390736	 0.0246527	 0.0360694	 0.0417513	 0.0438269	  0.028265	 0.0396637	 0.0371472	 0.0409241
     1		  0.181399	  0.176695	  0.159047	  0.159832	  0.157084	  0.155929	  0.147095	  0.147757	  0.150663	  0.151602	   0.15909	 0.0435798	 0.0467726	 0.0444738	 0.0543373	 0.0331922	 0.0440383	 0.0534002	 0.0460462	 0.0576967	 0.0494352	 0.0499561	 0.0158151	 0.0174879	0.00805704	  0.015008	 0.0211878	0.00835721	 0.0144021	 0.0118984	 0.0150501	 0.0181106	 0.0128517
     2		  0.189511	  0.182753	   0.17901	  0.173047	  0.165359	  0.165149	   0.16801	  0.167327	    0.1595	  0.162708	  0.168006	 0.0660898	 0.0890437	 0.0706268	 0.0671263	 0.0611139	 0.0791608	 0.0629736	  0.074584	 0.0676608	 0.0713782	  0.075329	 0.0168555	 0.0131873	 0.0175036	 0.0122312	 0.0105889	0.00908397	 0.0174769	 0.0121317	 0.0129776	 0.0150317	 0.0129588
     3		  0.179428	  0.182019	  0.172979	   0.16639	  0.163035	  0.162754	  0.163099	  0.162687	  0.162768	  0.156646	  0.156657	 0.0613177	 0.0811133	 0.0567648	 0.0538683	 0.0576363	 0.0671699	 0.0560179	  0.050626	 0.0715978	 0.0551125	 0.0580452	0.00817475	 0.0110919	 0.0170105	 0.0130163	 0.0156666	 0.0151918	 0.0122872	 0.0142507	 0.0135668	 0.0187182	 0.0115159
     4		  0.185264	  0.183411	  0.173773	  0.172983	  0.171086	  0.167573	  0.167437	  0.164292	  0.173232	  0.168644	  0.173532	 0.0662439	 0.0633467	 0.0600045	 0.0637777	 0.0614307	 0.0667212	 0.0718549	 0.0541421	 0.0798726	 0.0725324	 0.0810348	 0.0241173	 0.0239924	 0.0245305	 0.0224944	 0.0233209	 0.0194794	 0.0108567	 0.0192195	 0.0164184	 0.0149061	 0.0168795
     5		  0.168875	  0.163067	  0.160479	  0.158157	   0.15241	  0.151934	  0.149067	  0.143987	  0.146291	  0.147123	  0.154564	 0.0680901	 0.0628061	 0.0642303	 0.0735047	 0.0522043	 0.0636796	 0.0650055	 0.0685104	 0.0840298	 0.0587037	 0.0587552	 0.0225029	 0.0187699	 0.0309468	 0.0284577	 0.0198654	 0.0280723	 0.0269587	  0.031114	 0.0339302	 0.0314472	 0.0311107
     6		  0.195377	  0.182406	  0.183621	  0.190625	  0.177394	   0.18347	  0.174006	  0.173466	  0.171446	  0.173887	  0.178231	 0.0654255	 0.0503068	 0.0638727	 0.0635671	 0.0702677	 0.0686828	 0.0616269	 0.0668866	 0.0552717	 0.0695391	 0.0670311	 0.0161982	 0.0184581	 0.0191038	 0.0177909	 0.0187571	 0.0206367	 0.0140761	 0.0209058	 0.0237642	 0.0215823	 0.0184944
     7		  0.187008	  0.175094	  0.178278	  0.169227	  0.163861	  0.160425	  0.166939	  0.159958	   0.16295	  0.160846	  0.171113	 0.0767521	 0.0782145	 0.0576933	 0.0716613	 0.0677809	 0.0549653	 0.0578674	 0.0583048	 0.0630628	 0.0671999	 0.0632266	 0.0165525	0.00989756	 0.0169218	 0.0140107	 0.0135815	 0.0149059	 0.0155694	 0.0120327	 0.0154752	 0.0150817	 0.0155567
     8		  0.180125	  0.183459	  0.179947	  0.183532	  0.177783	  0.167404	  0.169412	  0.168708	  0.169588	  0.169068	  0.173369	 0.0748338	 0.0815198	 0.0617831	  0.070549	 0.0755282	 0.0651144	 0.0729544	 0.0717743	 0.0749551	 0.0759164	 0.0644466	 0.0103648	 0.0141323	 0.0148847	 0.0202807	 0.0238765	 0.0237036	 0.0205759	 0.0164563	 0.0152161	 0.0175981	 0.0171628
     9		  0.162785	  0.157769	  0.155824	  0.151712	  0.152122	  0.143676	  0.143013	  0.142942	   0.14993	   0.14885	  0.149141	 0.0804331	 0.0813862	 0.0763643	 0.0874375	 0.0766283	 0.0986141	 0.0897911	  0.107149	 0.0780205	  0.109228	 0.0898435	 0.0138676	 0.0141164	 0.0213011	 0.0139382	 0.0194797	 0.0213028	 0.0165787	  0.022894	 0.0166672	 0.0289202	 0.0252824
    10		  0.185758	  0.182412	  0.179182	  0.171624	  0.170743	  0.167134	   0.15977	  0.164416	   0.16344	   0.16582	  0.155779	 0.0710881	 0.0832898	 0.0769504	 0.0728299	 0.0767721	  0.089329	 0.0734413	 0.0857275	   0.06523	 0.0690412	 0.0634929	 0.0134463	  0.011807	 0.0157559	 0.0175024	 0.0190131	 0.0236169	 0.0158612	  0.024763	 0.0255025	 0.0262207	 0.0156599
    11		  0.166685	  0.161839	   0.16023	  0.154818	  0.149717	  0.149875	   0.14997	  0.149587	  0.147978	  0.155455	  0.149418	 0.0905417	 0.0690813	 0.0689433	 0.0692977	 0.0550956	 0.0564038	 0.0508178	 0.0603211	 0.0523681	 0.0534303	 0.0680594	 0.0157052	  0.016504	 0.0218176	 0.0188655	 0.0182425	 0.0232886	 0.0224035	 0.0199277	 0.0192897	  0.019496	 0.0192164
    12		  0.174895	  0.176056	   0.17073	  0.170092	  0.166717	  0.169208	  0.164547	  0.167191	  0.167367	  0.167712	  0.167745	 0.0833765	 0.0736668	 0.0806047	 0.0930482	 0.0929168	 0.0868337	 0.0885233	 0.0800178	 0.0650189	  0.084926	 0.0840156	  0.025852	  0.031665	 0.0313245	 0.0283475	 0.0289181	  0.018651	 0.0252989	 0.0268029	  0.029857	 0.0263054	 0.0237646
    13		  0.179118	  0.178838	   0.17142	  0.168884	  0.173444	  0.168566	  0.167551	  0.162792	   0.16786	  0.170251	  0.176023	  0.105641	 0.0866319	 0.0833851	 0.0821845	 0.0914656	 0.0771899	 0.0837046	 0.0929161	  0.103849	  0.073057	 0.0853771	 0.0159385	 0.0137646	 0.0191135	 0.0175759	 0.0219097	  0.013283	 0.0208164	 0.0199867	 0.0271665	 0.0350193	 0.0258357
    14		  0.184841	  0.186703	  0.179136	   0.18621	  0.180144	  0.174961	  0.176655	  0.179137	  0.172165	  0.169964	  0.176334	 0.0658706	 0.0663913	 0.0742325	 0.0689891	 0.0713101	 0.0637631	 0.0758413	  0.068034	 0.0702192	 0.0746014	 0.0696131	 0.0156067	 0.0162896	 0.0168683	 0.0114723	 0.0164339	 0.0144815	 0.0208782	 0.0162446	 0.0155247	 0.0112139	 0.0142368
    15		  0.169708	  0.166816	  0.168715	  0.160059	  0.157171	  0.156339	  0.149861	   0.15481	  0.159746	  0.155988	  0.157196	 0.0722897	  0.055438	  0.062319	 0.0729091	 0.0694535	 0.0687672	 0.0609245	 0.0701492	 0.0637916	 0.0757927	 0.0651011	 0.0125819	 0.0123717	 0.0174815	  0.015856	 0.0161102	 0.0182442	 0.0151924	  0.016215	 0.0192508	 0.0192594	 0.0252416
    16		   0.17389	  0.166785	  0.169036	  0.161457	  0.156384	  0.157842	  0.155936	  0.161497	  0.153465	  0.155111	  0.164333	    0.0661	 0.0626577	 0.0592195	 0.0463395	 0.0559509	 0.0537499	 0.0515435	 0.0689256	 0.0550429	 0.0450382	 0.0643823	 0.0206235	 0.0231752	 0.0242554	 0.0218796	 0.0162446	 0.0240142	 0.0170212	 0.0225316	 0.0258474	 0.0258685	 0.0231595
