     0		 0.0331753	  0.096992	  0.196442	   0.31161	  0.411448	  0.459943	  0.481566	  0.499043	  0.540402	  0.596317	  0.644989	  0.742142	  0.837293	  0.905629	  0.941611	  0.827916	  0.679307	  0.543155	   0.40505	  0.328551	  0.264806	  0.211476	  0.207934	  0.225101	  0.249645	   0.26857	  0.220988	  0.611738	   1.62357	    2.9059	   5.20742	   6.97433	   7.85188	   8.27354	   6.24905
     1		  0.169203	  0.232361	   0.21133	  0.170237	  0.138589	  0.134291	   0.17406	  0.229303	   0.29359	  0.362077	  0.445643	  0.524379	  0.588597	   0.61214	  0.605002	  0.582569	  0.533504	  0.487924	  0.420904	  0.347696	  0.290122	  0.230531	  0.189635	  0.153785	  0.126213	  0.110781	 0.0908031	 0.0789107	  0.113471	  0.166697	   1.47107	   3.49348	   5.75973	   7.56638	   6.30839
     2		  0.023889	 0.0989753	  0.209846	   0.33684	  0.434935	  0.460085	  0.473518	  0.507532	  0.562218	  0.618646	  0.671071	  0.692369	   0.65717	  0.634374	  0.628661	  0.624498	  0.620301	  0.564922	  0.456022	  0.350356	  0.259889	  0.204944	  0.180805	  0.159255	  0.154441	   1.11296	   2.63266	   4.42257	   6.26354	   7.38618	   8.61102	   10.5447	   11.5068	   9.74855	   6.94997
     3		 0.0118081	 0.0344104	 0.0810416	  0.159108	  0.241635	  0.327082	  0.405756	  0.465536	  0.572489	  0.704933	  0.822041	  0.922363	  0.900295	  0.803004	  0.699051	  0.581866	  0.537779	  0.505824	   0.45701	  0.422153	  0.350759	  0.284982	  0.235883	  0.193594	    0.1779	   0.17175	  0.163895	  0.153005	  0.135277	  0.109216	  0.087504	   0.63158	   1.39784	   2.27778	   2.93616
     4		 0.0582021	  0.125067	  0.201826	  0.265505	  0.308522	  0.370008	  0.456465	  0.548314	  0.601726	  0.632631	  0.653136	  0.661902	   0.68326	  0.643427	  0.583335	  0.513731	  0.424344	   0.35922	  0.296441	  0.249973	  0.227662	  0.217418	  0.200269	  0.172447	  0.199189	  0.250815	  0.325289	  0.383872	  0.304092	  0.231487	  0.630607	   4.03553	   8.69504	   13.6666	   16.4308
     5		  0.133415	  0.310632	  0.530416	  0.734916	  0.712696	  0.663368	  0.602711	  0.520796	  0.513659	  0.488205	  0.476898	  0.487227	  0.492643	  0.494816	  0.478536	  0.432657	  0.374923	  0.316441	  0.268617	  0.230464	  0.197617	  0.172731	  0.150639	  0.141747	  0.135463	   0.12814	  0.123268	  0.117423	  0.645168	   1.77844	   3.16358	   4.38998	   4.18712	   2.84562	   1.46557
     6		  0.131412	  0.194536	  0.202741	  0.197857	  0.202726	  0.203623	  0.233472	  0.279343	  0.317393	  0.391096	  0.526478	  0.693498	  0.876098	  0.973429	  0.899833	  0.850035	  0.844035	  0.898894	  0.976369	  0.813887	   0.59772	  0.401556	  0.245181	  0.192716	  0.152621	  0.136602	  0.131674	   0.13257	  0.358262	  0.963425	   3.19335	    5.9761	   8.37344	   9.37311	   6.80218
     7		 0.0582289	  0.120858	  0.195158	  0.254156	  0.290698	  0.320173	  0.356759	   0.42638	   0.49249	  0.557395	   0.59917	  0.586552	  0.556715	  0.499239	  0.453742	  0.431296	  0.421763	  0.427633	  0.425872	  0.398982	   0.33966	  0.261791	  0.186673	  0.177982	  0.260004	  0.427321	  0.692811	   0.89007	   1.11145	   1.68609	   3.04126	   4.95004	   6.63341	   7.06015	   5.49404
     8		 0.0739527	   0.14808	  0.242596	  0.295588	  0.327305	  0.334141	  0.330434	  0.367243	  0.439384	  0.544522	    0.6385	  0.681217	  0.692024	  0.706241	  0.734393	  0.777114	  0.748951	  0.621815	  0.499958	  0.407052	   0.36777	   0.37531	  0.345796	  0.283868	  0.220572	  0.165878	  0.139832	  0.130921	  0.141497	  0.507302	   1.52684	   3.10902	    4.7133	   5.34476	   4.50188
     9		   0.15592	  0.453032	   1.05683	   1.74746	   2.30212	   2.57625	   2.32239	   2.15794	   1.96604	   1.96792	   2.23041	   2.06758	   2.10153	   2.11797	   1.97278	   1.90254	   1.37715	  0.840858	  0.479309	  0.226104	  0.202834	  0.193945	  0.184621	  0.173996	  0.150234	  0.131148	  0.112416	  0.744242	   1.94009	   3.37359	   6.89343	   9.65553	   11.8982	   13.2449	   9.43435
