     0		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.922404	  0.384867	  0.425714	  0.350548	  0.319654	  0.204173	  0.112837	  0.126008	  0.121252	 0.0847924	 0.0625971	 0.0710261	 0.0709528	 0.0904333	 0.0384576	 0.0542008	 0.0383248	 0.0410984	 0.0312774	 0.0337329	 0.0236195	 0.0260253	 0.0148694	 0.0332818	 0.0104659	 0.0149944	 0.0232052	 0.0252646	0.00483621	 0.0100788	 0.0390193	 0.0384321	 0.0336603	 0.0567253	   0.04522	 0.0393737	 0.0413045	 0.0414694	 0.0567728	 0.0434452	 0.0385851	  0.071251	   0.03061	 0.0584712	 0.0361841	 0.0352961	 0.0477443	 0.0443879	 0.0497447
     1		      -nan	      -nan	      -nan	      -nan	      -nan	         1	      -nan	       0.9	  0.487179	    0.5125	  0.345794	  0.193103	  0.137931	  0.140678	  0.122567	 0.0853766	 0.0704037	  0.059271	 0.0659305	 0.0564896	 0.0484457	 0.0313503	 0.0591247	 0.0410374	 0.0473444	 0.0411066	 0.0423656	 0.0222831	 0.0169585	 0.0267611	 0.0297023	  0.020598	 0.0211589	 0.0208811	 0.0167381	  0.034493	 0.0282642	 0.0329457	  0.023002	 0.0221933	 0.0341599	 0.0398391	 0.0467331	 0.0327781	 0.0367028	 0.0422102	 0.0506679	 0.0488223	 0.0302602	 0.0530521	   0.04802	 0.0507494	 0.0488368	 0.0633506	 0.0525328	 0.0662756
     2		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.348207	  0.409716	  0.335604	  0.769403	  0.477814	  0.358627	  0.301775	  0.208591	  0.158751	  0.186611	  0.178848	  0.105454	  0.110599	 0.0870361	 0.0746338	 0.0796749	 0.0672882	 0.0389217	 0.0480792	 0.0488328	 0.0321737	 0.0420259	 0.0432254	 0.0242651	 0.0332344	 0.0210221	  0.031643	 0.0336375	 0.0328532	 0.0222198	 0.0388643	 0.0431356	 0.0365445	 0.0283124	 0.0479057	 0.0708128	 0.0772676	 0.0800502	 0.0657007	 0.0568587	 0.0645857	 0.0679462	 0.0529584	 0.0616247	 0.0471925	 0.0469842	 0.0313933	 0.0451837	 0.0578998	 0.0407895
     3		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.333333	  0.777778	  0.433333	  0.380952	  0.295256	  0.316667	  0.175325	  0.100073	  0.130253	 0.0833333	   0.10211	 0.0885713	 0.0792466	 0.0659889	 0.0592792	 0.0590194	 0.0516697	 0.0539187	 0.0243457	 0.0422524	 0.0388459	 0.0308728	 0.0255582	 0.0300024	 0.0274315	 0.0251327	  0.037829	 0.0282617	 0.0305218	 0.0122205	 0.0274511	 0.0323751	 0.0453224	 0.0326611	 0.0428401	 0.0515589	 0.0428073	 0.0398025	  0.063161	 0.0532916	 0.0376843	 0.0226237	 0.0782652	 0.0410808	 0.0386269	  0.051906	 0.0575991	 0.0456517	 0.0707136
     4		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.830698	  0.644092	   0.54216	  0.424978	  0.222578	  0.133928	  0.128034	  0.124451	  0.108475	  0.102795	 0.0720852	 0.0598805	 0.0801283	 0.0605293	 0.0660358	 0.0275019	 0.0299501	 0.0528239	 0.0266066	 0.0417117	 0.0420777	 0.0296674	 0.0197331	 0.0173503	 0.0248273	 0.0224857	  0.017656	 0.0433528	 0.0283935	 0.0362385	 0.0188227	 0.0404265	 0.0428359	   0.04314	 0.0640249	 0.0394452	 0.0363698	 0.0522452	 0.0315337	 0.0521587	 0.0646225	 0.0418066	 0.0293758	 0.0579662	 0.0649166	 0.0364076	 0.0605581	 0.0702377	 0.0389463
     5		      -nan	      -nan	      -nan	      -nan	      -nan	         1	       0.4	  0.555556	  0.545455	  0.547959	  0.378551	  0.224518	  0.197516	  0.132506	  0.162782	  0.126261	 0.0717871	  0.112506	 0.0721775	 0.0763905	 0.0694302	 0.0335661	 0.0576274	 0.0734462	 0.0450414	 0.0517181	 0.0270516	 0.0299075	  0.032405	 0.0269185	 0.0364613	 0.0256906	 0.0140693	 0.0243774	 0.0192965	 0.0275189	 0.0193484	 0.0231264	  0.023949	 0.0273164	 0.0442992	 0.0620088	 0.0259014	 0.0393956	 0.0454005	  0.044339	 0.0394519	  0.012621	 0.0628569	 0.0459135	   0.05172	 0.0397529	 0.0374011	 0.0503062	 0.0591303	 0.0724723
     6		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.748785	  0.499941	    0.1826	  0.313949	  0.200371	  0.511005	  0.293769	   0.28841	  0.220689	   0.16478	  0.133132	  0.124509	    0.1071	  0.113259	  0.119081	 0.0992383	 0.0979059	  0.101907	 0.0774003	 0.0449457	 0.0545767	 0.0272003	 0.0283267	 0.0369336	 0.0285131	 0.0282659	 0.0282449	   0.02595	 0.0166531	 0.0343829	 0.0346711	 0.0213747	 0.0278611	 0.0245853	 0.0472837	 0.0570958	 0.0297048	  0.054208	 0.0601051	 0.0473458	 0.0431945	 0.0592513	  0.038053	 0.0683432	 0.0462526	 0.0483387	 0.0536103	 0.0613442	  0.046713	 0.0330809
     7		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.581402	  0.665325	  0.470285	  0.311606	  0.292649	  0.250316	  0.145455	  0.149436	 0.0950778	 0.0997199	  0.120966	  0.107055	 0.0807421	 0.0468325	 0.0647361	 0.0284746	 0.0591239	 0.0446911	 0.0357447	  0.046438	  0.020827	 0.0205195	 0.0239469	 0.0367884	 0.0242169	 0.0297948	 0.0254374	 0.0287029	 0.0371901	 0.0383466	 0.0328383	 0.0358957	 0.0464168	 0.0330263	 0.0387449	 0.0411276	 0.0391178	 0.0386431	  0.056507	 0.0437501	 0.0461941	 0.0664182	 0.0320188	 0.0636286	 0.0304121	 0.0515692	 0.0640834	 0.0509257	 0.0513108
     8		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.345486	  0.341175	  0.730281	  0.607866	   0.48915	  0.387804	  0.268268	  0.232214	  0.226743	  0.135606	 0.0993898	 0.0937074	  0.124058	  0.100003	 0.0616541	  0.086456	 0.0758617	  0.051687	 0.0506523	 0.0323992	 0.0402562	 0.0342584	 0.0232269	 0.0402597	 0.0398473	 0.0332873	 0.0292846	 0.0249886	 0.0250583	 0.0241041	 0.0250285	 0.0304595	  0.033907	 0.0344322	 0.0483923	 0.0544556	 0.0581175	  0.044933	 0.0478423	 0.0685508	 0.0342121	  0.070177	 0.0411143	 0.0373952	 0.0579125	 0.0619314	 0.0386562	 0.0545952	 0.0420727
     9		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         1	         1	  0.749201	  0.397913	  0.294118	   0.16063	  0.115095	 0.0992499	  0.107216	  0.102891	 0.0747003	 0.0724971	 0.0783295	 0.0634226	 0.0554441	 0.0524979	 0.0417091	 0.0320963	 0.0340426	 0.0259653	 0.0384942	 0.0331815	 0.0225192	 0.0268483	 0.0220392	  0.026398	 0.0374077	 0.0405629	 0.0314303	 0.0445146	 0.0398029	 0.0306846	 0.0352762	 0.0402382	 0.0376669	 0.0497249	 0.0475604	 0.0734504	 0.0462257	 0.0838367	 0.0771454	 0.0386452	 0.0463149	  0.059856	  0.039236	 0.0379155	 0.0632077	 0.0286551	 0.0465401	 0.0350779
