     0		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.428684	  0.733462	  0.436969	  0.403387	  0.280479	  0.180566	  0.123196	  0.112404	  0.137895	  0.119118	  0.115053	 0.0946882	 0.0785543	 0.0517893	 0.0877409	  0.067398	 0.0527873	 0.0479391	 0.0321535	  0.076632	 0.0436981	 0.0443761	 0.0410616	 0.0366328	 0.0474159	 0.0534134	 0.0675074	  0.050016	 0.0538459	 0.0514155	 0.0502575	  0.103853	  0.073426	 0.0572321	 0.0650637	 0.0805129	 0.0561266	 0.0838529	 0.0833663	 0.0697263	 0.0930013	 0.0937597	  0.086426	 0.0825066	 0.0997015	 0.0893045	 0.0544788	 0.0425458	 0.0471808	  0.051651
     1		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.333333	  0.857143	  0.707317	       0.5	  0.296296	  0.183333	  0.161435	  0.108209	 0.0763566	  0.110396	 0.0708887	 0.0561972	 0.0642159	 0.0331798	 0.0714202	 0.0523722	 0.0524158	 0.0468964	 0.0576453	 0.0588264	 0.0360283	 0.0605791	 0.0591083	 0.0417164	 0.0399993	 0.0464038	 0.0568118	 0.0487772	  0.057612	 0.0378578	 0.0745837	  0.068249	 0.0705387	 0.0730578	 0.0742066	 0.0974509	  0.068959	 0.0569417	 0.0479411	 0.0900959	 0.0904446	 0.0685395	 0.0743836	 0.0318444	 0.0706638	 0.0762382	 0.0816913	 0.0580104	 0.0695196	 0.0793503
     2		      -nan	      -nan	      -nan	      -nan	      -nan	         1	       0.5	       0.4	  0.494361	    0.5348	  0.501393	  0.438087	  0.338359	  0.303802	  0.172438	  0.216449	 0.0797789	  0.117202	  0.111547	  0.135231	 0.0699284	  0.117545	 0.0683827	 0.0803818	 0.0760594	 0.0486711	 0.0616414	 0.0514197	 0.0601839	 0.0643094	 0.0770196	  0.059392	 0.0594694	 0.0622142	 0.0626101	 0.0424454	 0.0687256	 0.0913852	 0.0634867	 0.0821095	 0.0762543	  0.107165	  0.051179	  0.125395	 0.0690103	 0.0615846	 0.0765241	 0.0706098	 0.0854702	 0.0682579	 0.0639051	 0.0930846	 0.0626107	 0.0842916	  0.082465	 0.0923577
     3		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.333333	       0.7	  0.421053	  0.476424	  0.380344	  0.424855	  0.313102	  0.181534	  0.149877	  0.133221	  0.104206	 0.0983049	 0.0586493	 0.0703634	 0.0830717	 0.0628404	 0.0897675	 0.0894668	 0.0563763	 0.0613048	 0.0647777	  0.050329	 0.0538571	 0.0517519	 0.0651444	 0.0753784	 0.0933981	 0.0789084	 0.0647422	 0.0687341	 0.0678319	 0.0639155	 0.0931754	 0.0613278	 0.0803029	 0.0973002	 0.0993541	   0.10272	 0.0620216	 0.0879807	 0.0817036	 0.0534433	 0.0994376	 0.0638911	  0.109287	  0.075986	  0.145902	   0.06112	 0.0641909	 0.0847921
     4		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.254526	  0.636498	  0.665756	  0.565143	   0.42411	  0.230619	   0.18402	  0.122152	  0.147713	  0.120311	 0.0776878	 0.0903105	 0.0616729	 0.0796626	  0.076697	 0.0744806	 0.0777379	 0.0734294	 0.0608488	 0.0576359	 0.0852318	 0.0478392	 0.0419998	 0.0627718	   0.04137	 0.0436361	 0.0545282	  0.052982	 0.0621606	 0.0715914	 0.0770248	  0.103273	 0.0679934	 0.0592614	 0.0562531	 0.0936667	 0.0558521	 0.0468514	 0.0637367	 0.0601933	  0.065066	 0.0460464	  0.098123	 0.0746783	  0.084439	 0.0901075	  0.066513	  0.104185	 0.0805806	 0.0590065
     5		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.583843	  0.689704	  0.591997	  0.388051	  0.246607	  0.201937	  0.134232	 0.0859062	  0.113203	 0.0761089	  0.126407	  0.102473	 0.0801647	 0.0763706	 0.0727613	 0.0782855	 0.0682262	 0.0657131	 0.0625647	 0.0579045	 0.0550144	 0.0597099	 0.0572191	 0.0604694	 0.0351132	 0.0495388	 0.0431216	 0.0367926	 0.0811534	 0.0600194	 0.0798663	 0.0704429	 0.0485378	 0.0917527	 0.0647797	 0.0547426	  0.104209	  0.114597	 0.0541838	  0.060157	 0.0424094	  0.110339	 0.0812874	 0.0828401	 0.0807722	 0.0913637	 0.0579655	  0.112885	 0.0847497
     6		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.400315	  0.399178	  0.340763	  0.480005	  0.332013	  0.433623	  0.331232	  0.188578	  0.201974	  0.211221	  0.144535	   0.13591	  0.136031	 0.0979809	  0.095156	 0.0872616	  0.114061	 0.0725915	 0.0737548	 0.0731889	 0.0587023	 0.0653615	 0.0646248	 0.0494833	 0.0548132	  0.054232	 0.0527045	 0.0503457	 0.0655479	 0.0354787	 0.0656706	 0.0730911	 0.0595194	 0.0992417	  0.123586	 0.0937765	 0.0542967	 0.0999783	  0.107138	 0.0536827	   0.09783	 0.0763504	 0.0662531	 0.0788258	 0.0512807	 0.0994722	 0.0496892	  0.087469	 0.0452609	 0.0792888
     7		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.333333	  0.777778	  0.628983	  0.593525	  0.383599	  0.276055	  0.214716	  0.163637	  0.128443	  0.125158	 0.0946497	 0.0903322	 0.0853054	 0.0741098	 0.0542307	 0.0547783	 0.0844534	 0.0569041	 0.0447089	 0.0865201	 0.0546738	 0.0557009	 0.0421662	 0.0686543	 0.0627842	 0.0443784	 0.0602583	 0.0405902	 0.0679086	 0.0775603	 0.0536289	 0.0662903	 0.0881616	 0.0450093	 0.0659037	  0.100957	 0.0801196	 0.0890848	 0.0871108	 0.0701074	 0.0584647	 0.0933341	 0.0674683	 0.0910921	  0.114235	 0.0477595	 0.0381177	 0.0493897	 0.0971219	  0.086808
     8		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.333333	         0	  0.363636	  0.428571	  0.540541	  0.485634	  0.160854	  0.242735	  0.200959	  0.166326	  0.139608	  0.131661	   0.14452	 0.0993046	  0.100085	 0.0873757	 0.0894271	 0.0738348	 0.0731856	 0.0644983	 0.0769333	 0.0735153	 0.0521369	 0.0462555	 0.0500448	 0.0468217	  0.069713	 0.0348685	 0.0578636	   0.10308	 0.0621761	  0.088111	 0.0775262	 0.0826875	 0.0612988	 0.0649046	 0.0640827	 0.0691188	 0.0804263	  0.109012	 0.0681518	  0.111689	 0.0876397	 0.0989425	 0.0691401	 0.0835739	 0.0802666	 0.0533272	  0.063988
     9		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.842105	  0.742356	  0.281352	  0.226208	  0.219069	  0.114169	  0.116208	  0.139733	   0.12015	  0.120054	  0.116191	 0.0966613	 0.0771851	 0.0953554	 0.0740401	 0.0976898	 0.0588419	 0.0518145	 0.0490582	  0.117903	 0.0836208	 0.0567317	 0.0572871	 0.0573914	 0.0729149	 0.0745901	 0.0504761	 0.0944185	  0.101883	  0.049285	 0.0847118	 0.0787035	 0.0564511	  0.126171	  0.113634	  0.125644	 0.0694311	   0.06176	 0.0875266	 0.0759351	  0.122096	 0.0798688	  0.111361	 0.0446101	 0.0899906	 0.0789262	 0.0769908	 0.0801072	  0.067082
