     0		  0.177761	  0.200919	  0.153737	  0.142921	  0.052799
     1		  0.172821	  0.200284	  0.156121	   0.14374	 0.0860514
     2		   0.11532	  0.141494	  0.112476	   0.11703	  0.107735
     3		   0.14634	  0.159089	  0.124327	  0.100954	 0.0429571
     4		  0.178193	  0.196409	   0.15354	  0.152775	  0.126079
     5		  0.166897	  0.168046	  0.134102	  0.107719	 0.0677181
     6		  0.110813	  0.119464	 0.0942039	 0.0926935	 0.0675905
     7		  0.152476	  0.178913	  0.141244	  0.139682	  0.120267
     8		  0.109982	  0.114166	 0.0919315	 0.0830685	 0.0404029
     9		  0.176567	  0.193814	  0.122332	  0.117279	 0.0434909
    10		  0.161145	  0.166879	  0.137626	  0.124471	 0.0590933
    11		  0.160319	  0.158087	   0.11325	  0.101039	 0.0489845
    12		  0.103699	  0.114456	 0.0960636	 0.0818029	 0.0473914
    13		  0.157987	   0.16952	  0.130029	  0.122573	 0.0586842
    14		 0.0745017	 0.0906585	 0.0628739	 0.0589152	   0.02713
    15		  0.163252	  0.172756	  0.130044	  0.116683	 0.0584984
    16		  0.157033	  0.159382	  0.131076	  0.116829	 0.0556975
    17		  0.166693	  0.186388	  0.154122	   0.13438	 0.0743492
    18		  0.156894	  0.172625	  0.139172	  0.129066	  0.089008
    19		  0.158935	  0.175234	  0.135506	  0.119936	 0.0604738
    20		 0.0980069	  0.100224	  0.077591	 0.0668875	 0.0301609
    21		  0.110902	  0.139537	 0.0947908	 0.0807489	 0.0444412
    22		   0.21161	  0.219794	  0.172877	  0.148523	 0.0810498
    23		  0.145686	  0.154011	  0.122407	  0.113769	 0.0954807
    24		  0.128976	  0.134579	  0.103724	 0.0953262	 0.0398188
    25		  0.150844	  0.182012	  0.144228	  0.124925	 0.0581821
    26		  0.129321	  0.147058	  0.112303	   0.10051	 0.0440249
    27		   0.17604	  0.181427	  0.150333	  0.134963	   0.05512
    28		  0.169257	  0.180749	  0.140557	  0.144275	  0.130963
    29		  0.147991	  0.163482	  0.143505	  0.144887	  0.160857
    30		 0.0985762	  0.116163	 0.0929786	 0.0721089	 0.0316752
    31		   0.14831	  0.162044	  0.123208	  0.110841	 0.0705711
    32		  0.151254	  0.155805	  0.128816	  0.113346	 0.0597792
    33		  0.169406	  0.175102	   0.13675	   0.11402	 0.0563289
    34		  0.196225	  0.186069	  0.144762	  0.132271	 0.0620021
    35		   0.18443	  0.188198	  0.146178	  0.126196	  0.080289
    36		  0.101928	 0.0983961	 0.0854195	 0.0673014	 0.0354663
    37		    0.1034	  0.115807	 0.0920233	 0.0765052	 0.0444445
    38		 0.0614694	 0.0817809	  0.065741	 0.0548854	 0.0253851
    39		  0.189407	  0.194376	  0.153394	  0.131061	  0.077979
    40		   0.14834	  0.158462	   0.12425	  0.134513	 0.0684959
    41		  0.127539	  0.132604	   0.10541	 0.0956889	  0.053089
    42		  0.140177	  0.159938	  0.119129	  0.105247	 0.0561968
    43		  0.171534	  0.205361	  0.156899	  0.154319	 0.0878422
    44		  0.147847	  0.167368	  0.133939	  0.131497	 0.0766464
    45		  0.194239	  0.225316	  0.170403	   0.16203	  0.109631
    46		  0.111167	   0.13198	 0.0970904	  0.092349	 0.0355932
    47		  0.177119	   0.20597	  0.141709	  0.112215	 0.0582124
    48		  0.192456	  0.184016	  0.146769	  0.133998	  0.060894
    49		  0.107277	   0.10661	 0.0791403	 0.0761875	 0.0430703
