     0		0.00787389	  0.138055	  0.294936	  0.351351	  0.401794	  0.449153	  0.484007	  0.487364	   0.53599	  0.506313	  0.599285	0.00787389	 0.0162046	 0.0183822	 0.0162486	 0.0189089	 0.0348922	 0.0336709	 0.0127023	  0.058137	 0.0417338	 0.0414263
     1		         0	  0.121053	   0.32147	  0.400775	  0.398903	  0.414043	  0.472717	  0.482906	  0.533294	  0.541372	  0.606951	 0.0103266	 0.0160234	 0.0112917	 0.0191899	 0.0277065	 0.0155749	 0.0300656	 0.0322152	 0.0284037	 0.0339619	 0.0243082
     2		0.00355681	 0.0997538	  0.257099	  0.347743	  0.404988	   0.41943	   0.47188	  0.479531	  0.506215	  0.612324	  0.586357	 0.0142272	 0.0185178	 0.0212917	 0.0222825	 0.0187941	 0.0207087	 0.0193063	 0.0281747	 0.0335037	 0.0402829	 0.0496872
     3		0.00362737	  0.124585	    0.2754	  0.347896	  0.401378	  0.436741	  0.418028	  0.524788	  0.574169	  0.586788	  0.592308	 0.0145095	 0.0129699	  0.028788	 0.0242761	 0.0212799	 0.0214805	 0.0343481	 0.0310246	 0.0324627	 0.0514701	 0.0446434
     4		         0	  0.117741	  0.276302	  0.331825	  0.428849	  0.438852	  0.413799	  0.495543	  0.566878	  0.525515	  0.587064	 0.0222326	 0.0189412	 0.0226052	 0.0153725	 0.0322134	 0.0376375	 0.0433776	 0.0322758	 0.0255001	   0.07102	 0.0356599
     5		         0	  0.124157	  0.276707	  0.392221	  0.421287	   0.43959	  0.471578	  0.511075	  0.573171	  0.525426	  0.618529	 0.0199012	  0.016854	 0.0181832	 0.0257079	 0.0168687	 0.0204138	 0.0304008	 0.0337022	 0.0366627	 0.0397777	 0.0354079
     6		0.00587762	  0.132036	  0.267613	  0.365984	  0.350652	  0.441261	  0.449042	  0.474411	  0.516904	  0.545411	  0.588087	 0.0146941	 0.0120066	 0.0153065	 0.0177606	 0.0272864	 0.0210291	 0.0290168	 0.0544646	 0.0204036	 0.0372977	 0.0415883
     7		0.00598986	  0.132086	  0.292112	  0.354647	  0.396176	   0.42978	  0.474662	  0.473899	  0.552119	  0.533887	  0.579277	 0.0168588	 0.0176428	 0.0172152	 0.0236698	 0.0140446	  0.019476	 0.0334599	 0.0310871	 0.0335597	 0.0578265	 0.0367975
     8		         0	  0.121267	  0.253822	  0.379649	  0.413417	  0.465401	  0.483564	   0.49158	  0.471567	  0.532169	  0.547959	 0.0102863	 0.0103485	 0.0192908	 0.0222729	 0.0260279	 0.0242142	 0.0281355	 0.0396728	  0.054535	 0.0503922	 0.0454588
     9		0.00463644	 0.0776735	  0.250268	  0.350394	  0.377257	  0.403672	  0.494602	  0.473328	  0.548107	  0.581153	  0.596769	0.00927289	 0.0171762	 0.0222007	 0.0213218	 0.0221644	 0.0286583	 0.0248017	 0.0305619	 0.0253974	 0.0469798	 0.0205785
    10		0.00726378	  0.129412	   0.30029	   0.37347	  0.379574	    0.4594	  0.517749	  0.483142	  0.535813	   0.56139	  0.554752	0.00252514	 0.0190386	 0.0140244	 0.0173317	 0.0238508	 0.0300579	 0.0278598	 0.0472289	 0.0311908	 0.0389264	 0.0336107
    11		0.00327457	 0.0904472	  0.241348	  0.345169	  0.377302	  0.427248	  0.416075	  0.486309	  0.494878	  0.570504	  0.593314	0.00654915	 0.0191118	 0.0142526	   0.01913	 0.0253703	 0.0214944	 0.0452502	 0.0496475	 0.0481963	 0.0264067	 0.0300702
    12		         0	  0.141042	  0.289633	   0.38022	     0.372	  0.452019	  0.472317	  0.481255	  0.539828	  0.543362	  0.629267	 0.0119368	 0.0153479	 0.0101145	 0.0288472	 0.0294339	 0.0282274	 0.0250302	 0.0252951	 0.0216846	 0.0428351	 0.0299289
    13		0.00291468	   0.13615	  0.258059	  0.348641	   0.40724	  0.422226	  0.451963	  0.479564	  0.564401	  0.603713	  0.604662	0.00874404	 0.0185096	 0.0225406	 0.0263259	 0.0259752	 0.0288222	 0.0327033	 0.0395677	 0.0280485	  0.043885	  0.039095
    14		         0	 0.0970129	   0.25936	  0.320304	  0.388173	  0.445464	  0.428363	  0.508165	   0.57089	  0.537553	  0.604462	 0.0149642	 0.0169337	 0.0182368	 0.0310505	 0.0167157	 0.0311123	 0.0375748	 0.0399472	 0.0343389	 0.0560277	 0.0538946
    15		0.00313416	  0.114158	  0.225847	  0.342056	  0.403766	  0.428607	  0.438706	  0.465159	   0.52038	  0.532815	  0.641157	0.00884761	 0.0188535	 0.0194217	 0.0245102	 0.0228465	 0.0306765	 0.0338662	 0.0454841	 0.0345837	 0.0271208	 0.0490453
    16		0.00361602	  0.152605	  0.293298	  0.372049	  0.406525	  0.423995	  0.414963	  0.505117	  0.488375	  0.518411	  0.563233	0.00723204	 0.0157993	 0.0157714	 0.0104894	 0.0212209	 0.0282658	 0.0274454	 0.0286161	 0.0351423	 0.0641961	 0.0485686
    17		0.00344468	 0.0720431	  0.235739	  0.341273	   0.40371	  0.426215	  0.447217	  0.501537	  0.538051	  0.577494	  0.599304	0.00344468	 0.0178712	 0.0192294	 0.0149466	 0.0302742	 0.0372395	 0.0251216	 0.0206211	 0.0351155	 0.0506238	 0.0298547
    18		         0	  0.122565	  0.261436	  0.367478	  0.375222	  0.391019	  0.489384	  0.487455	   0.53693	  0.499845	  0.595047	 0.0104327	 0.0136249	 0.0191042	 0.0232329	 0.0118237	 0.0245503	 0.0278358	 0.0517206	 0.0347066	 0.0567521	  0.034862
    19		0.00333357	  0.105081	  0.241928	  0.351682	   0.41277	  0.454446	  0.468609	  0.538627	  0.534871	  0.548875	  0.568364	 0.0100007	 0.0152388	  0.022074	 0.0162236	 0.0155013	 0.0238532	 0.0367015	 0.0267108	 0.0351292	 0.0363071	 0.0441421
    20		         0	  0.106811	  0.267919	  0.326002	  0.418024	  0.401545	  0.437457	  0.479766	  0.586997	  0.539427	  0.573788	0.00971011	 0.0149145	 0.0200101	 0.0213397	 0.0240664	 0.0367043	 0.0360913	 0.0283257	 0.0278163	  0.038134	 0.0328693
    21		         0	 0.0815692	  0.291224	    0.3555	  0.384217	  0.421692	  0.437796	    0.4878	  0.531497	  0.579114	  0.566155	 0.0214278	 0.0228065	 0.0293182	 0.0265799	 0.0263034	 0.0185979	 0.0432692	 0.0347766	 0.0401317	  0.038404	 0.0483177
    22		         0	 0.0946581	   0.23474	  0.347642	  0.409979	  0.459081	  0.470867	  0.505469	  0.497973	  0.572833	  0.607233	 0.0244964	 0.0144957	  0.018319	  0.030836	 0.0286297	 0.0167571	 0.0341904	 0.0284338	 0.0363531	 0.0158602	 0.0365937
