     0		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	   1.01928	  0.778819	    1.1189	   1.37933	    1.7375	   2.15311	   2.59004	   3.02759	   3.40162	   3.77771	   4.15185	   4.55766	   4.92664	    5.2234	   5.51188	   5.83311	   6.16369	   6.57229	   7.05798	   7.44778	   7.97718	   8.51825	   9.10003	    9.6991	   10.2485	   10.8566	   11.3539	   11.9191	   12.4097	   13.0347	   13.4661	   13.7218	   14.0651	   14.4499	    14.705	   14.9417	    15.062	   15.2656	   15.3716	   15.4324	   15.4457	    15.418	   15.3691	   15.3502	    15.063	   14.8927	   14.8798	   14.8707	   14.7449	   14.7671
     1		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	   1.12976	  0.734591	  0.970794	   1.18366	   1.53617	   2.05493	   2.59266	   3.10641	     3.575	   4.01219	   4.40402	   4.80408	   5.21525	   5.53343	   5.88576	   6.22473	   6.57493	   6.95196	   7.28959	   7.69666	   8.16942	   8.64886	     9.205	   9.73756	   10.3035	   10.8623	   11.3713	   11.9662	   12.4421	   12.9099	   13.3152	   13.7132	   14.0885	   14.4477	   14.7847	   15.1082	   15.3152	    15.622	   15.5364	   15.5715	   15.6748	   15.6338	   15.5655	   15.5165	   15.4215	   15.3167	   15.1158	    15.103	   15.0275	   14.9037
     2		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	   1.21975	    1.5142	   1.71845	   1.20306	   1.33435	   1.59791	   1.90194	   2.21845	   2.62721	   2.89649	    3.3143	   3.70273	   4.11908	   4.43993	   4.85285	   5.14734	   5.49216	    5.9097	   6.30316	   6.74723	   7.18591	   7.64128	    8.2006	   8.75403	   9.23309	   9.74893	   10.2878	   10.7851	   11.3339	   11.8239	   12.2137	    12.578	   12.9683	   13.2736	   13.4636	   13.6573	   13.8686	   13.9142	   14.0681	   14.1468	   14.2139	   14.2417	   14.2371	   14.1512	   14.1672	   14.0059	   14.0695	   13.9746	   13.9287	   13.7779
     3		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	   1.05118	   1.33052	   1.12996	   1.31099	   1.41189	   1.59553	   1.93072	   2.43612	    2.9113	   3.35228	   3.75997	   4.16017	   4.50699	   4.92019	   5.23081	   5.48163	   5.79403	   6.13749	   6.56421	   7.00148	   7.46384	   7.99691	   8.54705	   9.05487	   9.57284	   9.96765	    10.401	    10.886	   11.2827	   11.7352	   12.2379	   12.7496	   13.1562	   13.5028	   13.8997	   14.1752	   14.3206	    14.295	   14.3804	   14.4931	   14.5913	   14.7867	   14.7717	   14.6487	   14.4672	   14.4254	   14.1968	    14.185	   14.0675	   13.9277
     4		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	   1.13238	  0.755916	  0.841129	   1.10143	   1.33356	   1.82631	   2.36077	   2.88037	    3.3063	   3.74103	   4.15281	    4.5972	   5.02762	    5.4135	   5.72873	   6.03772	   6.41171	   6.73108	    7.1221	   7.56757	   7.94523	   8.41751	   8.97377	   9.49652	   10.1033	    10.606	    11.174	   11.6975	   12.1725	   12.5241	   12.9173	    13.223	   13.5158	   13.7968	   14.1258	   14.2303	   14.4577	   14.6251	   14.7199	   15.0241	   15.0566	   15.0477	   15.0517	   15.2074	   15.1536	   15.0542	   15.1783	   14.9435	   14.8058	   14.7882
     5		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	  0.823479	  0.877493	   1.00732	   1.21395	   1.60351	    2.0169	   2.32755	   2.85251	   3.32563	    3.6653	   4.07545	   4.35367	   4.70434	   5.03941	   5.31024	   5.73555	   5.87929	   6.23469	    6.5967	   7.05883	   7.52732	   8.03583	   8.56753	   9.00866	   9.49002	   10.0312	   10.5624	   11.1869	   11.6804	   12.1858	   12.5658	   12.9227	   13.2977	   13.7243	   14.1019	   14.4143	   14.7181	   14.8383	   14.8284	   15.0067	   15.1875	   15.2496	     15.16	    15.043	   14.8663	   14.7515	    14.549	   14.4264	   14.1648	   13.8141
     6		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	    1.0181	   1.32904	   1.84359	   1.85533	   1.98695	   1.70246	    1.8955	   2.28021	   2.60532	   2.97129	   3.28059	   3.68225	   4.01932	   4.36626	   4.71435	   5.04667	    5.2706	   5.59459	   5.81349	   6.27328	   6.71019	   7.24138	   7.74966	   8.26943	   8.91735	    9.5234	   10.0826	   10.6313	   11.1936	   11.7017	    12.254	   12.7276	   13.1196	    13.464	   13.8294	   14.2403	   14.6315	    14.912	   14.9635	   15.1169	   15.2794	   15.3341	   15.2779	   15.1333	   15.0907	   14.9404	   14.9053	   14.7291	   14.6504	   14.3253
     7		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	   1.22414	   1.09115	  0.982778	   1.21993	   1.49058	   1.85583	   2.23392	    2.7013	   3.16789	   3.63638	   4.11556	   4.47701	   4.74879	   5.07074	   5.40705	   5.73126	   6.05927	   6.39902	   6.81867	   7.20874	   7.57925	    8.0794	   8.54358	   9.12417	   9.61384	   10.1957	    10.658	   11.1992	    11.639	   12.0716	   12.4801	   12.8625	   13.2831	   13.6449	    13.926	   14.1471	   14.3198	   14.5328	   14.7284	   14.7646	   14.9595	   14.9578	   14.9671	   14.7164	   14.5983	   14.6646	   14.6763	   14.6054	   14.4929	   14.3267
     8		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	    1.2607	   1.91713	   2.09207	   2.02366	   1.36755	   1.30257	   1.60644	   2.05249	   2.35771	   2.71725	   3.09571	   3.51438	   3.88428	   4.20132	   4.56963	   4.89131	   5.23916	   5.49848	   5.89679	   6.28695	    6.8284	   7.27179	   7.78357	   8.28605	   8.76218	   9.34044	   9.89201	   10.4343	   11.0209	   11.5322	   12.0675	   12.6054	   13.0132	   13.3997	   13.7258	   14.0949	   14.1519	    14.303	   14.4945	   14.6483	   14.7771	    14.742	   14.5716	   14.5569	   14.2592	   14.0889	   13.9033	   13.8862	   13.9213	   13.8394
     9		      -nan	      -nan	      -nan	      -nan	      -nan	       0.5	   1.12536	  0.600989	  0.815613	   1.35178	    1.8158	   2.28346	   2.80216	   3.18107	   3.56136	    3.9357	   4.27997	   4.63469	    4.9734	   5.35186	   5.67215	   6.03699	   6.36273	   6.73223	   7.19246	   7.68934	    8.0213	   8.38134	   8.86984	   9.48423	   10.0425	   10.4277	   10.8635	   11.3644	   11.7016	   12.0155	   12.4223	   12.7071	   13.1251	   13.5887	   13.7928	   13.8847	   14.0071	    14.001	   14.1158	   14.2121	   14.2445	   14.1223	   14.0277	   13.9229	   13.9213	   13.9027	   13.7712	   13.6973	    13.737	   13.8017
