     0		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	     11104	   6646.93	    109515	    344386	    392692	    294476	    423645	    457119	    395637	    534097	    567108	    388418	    200294	    494876	    503039	    517301	    528515	    503574	    551232	    465274	    506657	    497705	    456954	    454116	    438002	    439711	    502968	    426052	    467727	    440694	    388443	    447229	    366586
     1		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   15823.5	   6132.49	   99751.3	    339893	    388110	    356039	    536570	    401807	    401437	    502672	    583531	    429554	    229552	    492474	    557889	    570314	    557431	    475600	    489842	    449557	    544917	    457823	    412674	    425781	    419972	    442091	    421853	    467591	    460195	    424107	    425752	    394376	    383807
     2		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	     10257	   7608.73	    128409	    270989	    337450	    270545	    438576	    440726	    420709	    539626	    590643	    394593	    184799	    495938	    547418	    539619	    634216	    496190	    463176	    474175	    476535	    458401	    488161	    514882	    433685	    489432	    402795	    432411	    419394	    445124	    443956	    425157	    424242
     3		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   9454.18	   6816.94	    109232	    294877	    378198	    275683	    496687	    426912	    465448	    487511	    554567	    385142	    190504	    523445	    517501	    561789	    538853	    518631	    525116	    495609	    469465	    433250	    493740	    435575	    435423	    455851	    444114	    439682	    443727	    402101	    448830	    496015	    421070
     4		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   8651.85	   7306.38	    110694	    295715	    363788	    278755	    456388	    462378	    417735	    499644	    559763	    380888	    246925	    541810	    574058	    542702	    561962	    472145	    499992	    483148	    433477	    437205	    432409	    432697	    446333	    450604	    385099	    417268	    474366	    395003	    455656	    455509	    431060
     5		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   5873.33	   12668.1	    115628	    309997	    417533	    318799	    570715	    454677	    378977	    542710	    591938	    402242	    185500	    534993	    543467	    519005	    587922	    476509	    488991	    434841	    471380	    441473	    486366	    491222	    441479	    404969	    454361	    407131	    433270	    491208	    438976	    420718	    367282
     6		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	    8881.4	   11139.5	    110578	    283738	    347541	    265373	    431558	    424023	    378775	    455029	    587702	    430267	    194951	    522413	    562696	    536595	    580121	    455092	    483184	    484377	    495020	    457550	    467471	    467622	    470050	    468616	    406804	    476616	    428597	    466559	    463062	    440525	    436298
     7		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   8056.58	   12680.2	    119968	    320461	    415961	    316156	    430406	    422352	    366203	    564217	    555415	    433232	    214280	    515421	    528540	    521414	    560351	    492983	    531030	    421226	    460179	    489147	    484632	    491290	    465610	    398033	    480916	    460983	    435840	    450991	    439793	    465871	    399932
     8		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   20240.8	   8662.41	    124280	    275561	    351082	    270003	    446787	    448433	    472064	    545407	    496290	    458603	    195167	    530565	    535202	    571154	    580373	    449200	    553470	    496371	    456213	    431516	    494437	    476990	    480397	    453289	    473789	    400904	    426374	    463306	    437859	    459914	    440238
     9		         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   4395.64	   5946.25	    119972	    253682	    351627	    257460	    413887	    434474	    423252	    473494	    518497	    370014	    214440	    513222	    540963	    579706	    511417	    516808	    525899	    533750	    472816	    479004	    445154	    484427	    469521	    451874	    452727	    490424	    474378	    437402	    445651	    408630	    432350
