     0		    1.5611	   1.50429	   1.23046	  0.900991	  0.633716	  0.606746	  0.642928	  0.705933	  0.753674	  0.775485	  0.777109	  0.770223	  0.767472	  0.761462	  0.725911	  0.673116	  0.613878	  0.554313	   0.50565	  0.467493	  0.425713	  0.381153	  0.351761	  0.333942	  0.332165	   0.33128	   0.32098	  0.292049	  0.258233	  0.235641	  0.378626	   2.25663	   4.82007	   7.63201	   9.38242
     1		   2.46303	   2.10443	   1.54663	   1.01989	  0.616843	  0.627173	   0.64366	  0.663955	  0.685294	  0.696963	  0.700189	  0.705293	  0.725529	  0.739704	  0.735144	  0.712376	  0.653517	   0.59232	  0.538006	  0.493961	  0.472051	  0.465131	  0.467014	  0.449342	  0.423197	  0.382949	  0.346401	  0.330358	  0.313815	  0.296219	   0.25829	  0.249398	  0.254693	   0.26736	  0.269541
     2		  0.696934	     1.083	   1.25301	   1.16057	  0.977742	  0.812443	  0.756608	  0.782369	  0.815087	  0.830365	  0.832812	  0.823825	  0.811287	   0.76802	   0.70515	  0.649551	  0.603392	  0.587825	  0.590878	  0.589669	  0.559403	  0.514322	  0.457498	  0.404629	  0.374971	  0.360368	  0.359641	  0.377263	   4.11962	   9.63502	   18.6196	   27.1755	   27.1998	   23.9724	   15.0529
     3		   1.87264	   2.06181	   1.94484	   1.55482	   1.12249	  0.926358	  0.877182	   0.94323	   1.01064	   1.03596	   1.02092	  0.978234	  0.924775	  0.845183	  0.758984	  0.689065	   0.60775	  0.542079	  0.489457	  0.451676	  0.439141	  0.432499	   0.42362	  0.401254	  0.362004	  0.317102	  0.286886	   0.27189	  0.290069	  0.335445	  0.392102	   2.10219	   4.42952	   7.02728	   8.89467
     4		   2.78443	   2.44432	   1.80122	   1.18357	   0.72925	  0.748082	  0.810856	    0.8484	  0.847184	  0.821506	   0.78379	  0.753753	  0.731747	  0.697823	  0.665481	  0.649509	   0.64367	  0.639785	  0.615182	  0.561335	  0.503766	  0.459647	  0.427984	   0.40873	  0.387627	  0.360595	  0.340373	  0.386543	  0.514791	   4.77696	   10.6719	   17.1924	   21.9007	   16.7626	   9.99504
     5		   1.53419	   1.61234	   1.46838	   1.22047	  0.998368	  0.921329	  0.895647	  0.880302	  0.857097	  0.853289	  0.838634	  0.818564	  0.776253	  0.722826	  0.681544	  0.663331	  0.647546	  0.615429	  0.574988	  0.520576	  0.469637	   0.42833	  0.399982	  0.389394	   0.40166	   0.41001	   0.41122	  0.386342	  0.322961	  0.265078	  0.207747	  0.174937	  0.154524	  0.127769	 0.0944984
     6		  0.970588	   1.06558	   1.02494	  0.896397	  0.727064	  0.681779	   0.68699	  0.718147	  0.763184	  0.759494	  0.730081	  0.705285	  0.687316	  0.682903	  0.685481	  0.679065	  0.645294	  0.593956	  0.531663	  0.469842	  0.440524	  0.438789	  0.455089	  0.458272	  0.425743	  0.390025	  0.356212	  0.343402	  0.337947	  0.316819	    3.5439	   23.9086	   51.2693	   80.4957	   95.5541
     7		   2.10922	   2.26823	   1.83808	   1.30314	  0.825375	  0.629743	  0.677346	  0.730648	  0.785197	   0.82214	  0.808505	  0.786255	  0.751773	  0.695821	  0.649922	  0.610246	  0.574038	  0.550934	  0.517751	  0.469264	  0.420122	  0.381081	  0.364703	  0.359575	  0.348059	    0.3264	  0.298437	  0.276179	  0.263228	  0.257283	  0.250264	  0.248984	  0.239805	   0.20144	  0.149367
     8		   1.33856	   1.32089	   1.11453	  0.865508	  0.649841	  0.648478	   0.70146	  0.755711	  0.801768	  0.795779	  0.788751	   0.78095	  0.746405	  0.704681	   0.65388	   0.62254	  0.600299	  0.564045	  0.513092	  0.454315	  0.409151	  0.397208	   0.39937	   0.40172	  0.398607	  0.383785	  0.374773	  0.395091	  0.436363	  0.512422	  0.780734	   3.50954	   7.17458	   11.1351	    13.658
     9		   1.60301	    2.2332	   2.09048	   1.71099	   1.33976	   1.10137	   1.15792	   1.20424	    1.2048	   1.10934	   1.01411	  0.921334	  0.845228	  0.795499	  0.726099	  0.672515	  0.631458	  0.597021	    0.5585	   0.50766	  0.455908	  0.400205	  0.360444	  0.341171	  0.339012	   0.35881	   4.49589	   10.3105	   17.1964	   40.8982	   64.9127	   91.8687	   112.222	   88.9015	   55.6689
