     0		      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	  0.198377	  0.107114	  0.105315	 0.0920912	  0.148503	  0.165106	  0.157815	  0.201474	  0.129327	  0.108085	  0.265549	  0.324728	  0.279189	  0.310264	  0.271246	  0.365413	  0.507543	  0.550982	  0.661015	  0.698458	  0.724381	  0.758444	  0.774598	  0.820329	  0.882416	  0.865936	  0.847543	  0.899947	  0.903426	  0.971804	  0.955608	  0.901123	   0.90265	  0.933585	  0.959022	   0.89106	  0.864047	  0.872507	  0.903612	  0.910686	  0.902906	  0.877789	  0.895651	  0.944579	  0.923509	  0.928946	  0.912154	  0.878835
     1		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         1	   0.16239	  0.129509	  0.150092	  0.102229	 0.0866342	 0.0366642	  0.135915	  0.118361	  0.143216	   0.14933	  0.197501	  0.429619	  0.497555	  0.657263	  0.705048	  0.726742	   0.80637	  0.835965	  0.924356	  0.869058	  0.846929	  0.852117	  0.903845	  0.955561	   0.93333	   0.94012	  0.938599	  0.928024	  0.973212	   0.96412	  0.944874	  0.921132	  0.937937	  0.957541	  0.897845	  0.933789	  0.931153	  0.937315	  0.892511	  0.900343	  0.894644	   0.89462	  0.923926	  0.949485
     2		      -nan	      -nan	      -nan	      -nan	      -nan	         0	      -nan	         0	      -nan	         0	         0	         0	         0	         0	 0.0448133	 0.0319502	 0.0623679	 0.0717552	 0.0799029	 0.0900107	  0.135921	  0.144666	  0.232047	  0.460007	  0.604656	  0.758163	  0.727007	  0.729468	  0.784121	  0.784977	  0.814946	  0.797826	  0.832271	   0.90988	  0.913689	  0.960899	  0.934749	    0.8931	  0.838687	  0.819734	  0.840172	  0.856306	  0.878655	  0.839068	  0.879414	  0.880627	  0.858919	  0.914472	  0.906576	  0.903631	  0.858594	  0.920432	  0.899302	  0.906994	  0.909019	  0.942587
     3		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	  0.123767	  0.213054	         0	         0	         0	         0	   0.21762	  0.182329	   0.27794	  0.205171	  0.524302	  0.471305	  0.406803	  0.336145	  0.501544	  0.518012	  0.736711	  0.715174	  0.725258	   0.80356	  0.869112	  0.921303	  0.805623	   0.82338	   0.83874	  0.819402	  0.769078	  0.761467	  0.842243	  0.785542	  0.801406	  0.834696	  0.907608	  0.875196	  0.870304	  0.849277	  0.814414	  0.799133	  0.860064	  0.904085	  0.941787	  0.942381	  0.892997
     4		      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	         0	 0.0995211	         0	         0	         0	 0.0422757	  0.117118	  0.170802	 0.0772791	  0.193699	  0.288433	  0.348585	  0.402553	  0.406413	  0.509483	  0.641202	  0.695715	  0.661708	  0.755324	  0.741845	  0.748988	  0.762839	  0.840686	  0.880538	  0.898425	   0.92346	  0.930859	  0.915151	  0.871254	  0.847465	  0.897282	  0.906361	  0.955124	  0.917064	  0.915363	  0.943425	  0.906288	  0.900266	  0.925003	  0.939899	  0.955736	  0.944092	  0.956928	  0.957154	  0.947794
     5		      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0920429	 0.0780437	 0.0641122	 0.0941005	  0.118306	 0.0735595	  0.143849	  0.155004	  0.124004	  0.144988	    0.1699	  0.215012	  0.318635	  0.400588	  0.562955	  0.630264	  0.687323	   0.71977	  0.802238	  0.742562	  0.766868	  0.798869	  0.862457	  0.918499	  0.916634	  0.957211	  0.948729	  0.953967	  0.945307	  0.915123	  0.942275	  0.936643	  0.945292	  0.896118	  0.908693	  0.902914	  0.937353	  0.941246	  0.927283	  0.847251	   0.86249	  0.876416	  0.908299	  0.886973	  0.868051
     6		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	         0	 0.0386113	 0.0283978	 0.0671449	  0.105272	  0.199184	  0.288055	   0.38402	  0.315087	   0.39919	  0.537529	  0.639886	  0.777632	  0.768092	  0.872996	  0.855601	   0.83688	  0.920471	  0.909433	  0.926914	   0.94664	  0.908998	  0.860762	  0.869063	  0.875526	  0.880521	  0.908754	  0.885418	  0.904837	  0.921581	   0.92427	  0.899986	  0.891739	  0.916689	  0.970523	  0.964399	  0.936245	  0.938749	  0.936762	  0.953831	  0.927876
     7		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	  0.173162	  0.146709	  0.117682	 0.0906031	 0.0721925	 0.0601285	 0.0522925	  0.056515	 0.0915776	  0.164645	  0.207178	  0.258059	  0.330909	  0.357572	  0.435333	  0.684924	  0.720129	   0.77237	  0.753497	  0.734741	  0.857975	  0.916515	  0.883039	  0.906047	   0.91806	  0.900239	  0.931259	  0.947196	  0.937337	  0.946254	  0.914573	  0.937608	   0.95245	  0.936973	  0.925083	  0.950075	   0.93573	  0.908567	  0.934088	   0.94686	  0.916833	  0.837892	  0.847731	  0.898759	  0.891157
     8		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	  0.191538	  0.095823	         0	 0.0693317	  0.112408	  0.113197	  0.106232	  0.168642	   0.38489	  0.464981	  0.560897	  0.380159	  0.462087	   0.54033	  0.518391	  0.661698	  0.863526	  0.906634	  0.889221	  0.862551	  0.910516	  0.917643	   0.89864	  0.900929	  0.936788	  0.909519	  0.935782	  0.955186	  0.955625	  0.896734	  0.894347	  0.880542	  0.836417	  0.783734	  0.810989	  0.797667	  0.909624	  0.947717	  0.893358	  0.872272	  0.874163
     9		      -nan	      -nan	      -nan	      -nan	      -nan	         0	         0	         0	         0	         0	         0	 0.0890603	  0.113265	 0.0674038	         0	         0	  0.116707	  0.085847	  0.155815	 0.0770919	 0.0342469	 0.0640181	  0.214708	  0.239078	  0.299232	  0.408885	  0.470912	  0.529361	  0.871415	  0.873798	  0.890603	  0.826631	  0.797037	  0.826001	  0.802535	  0.747956	  0.859657	  0.884363	  0.908457	  0.916542	  0.936839	   0.93498	  0.885884	  0.943251	  0.956876	  0.934006	  0.942158	  0.962767	  0.918578	  0.931472	  0.903729	   0.91725	  0.940484	  0.916917	  0.898465	  0.971493
