     0		  0.223256	  0.278318	  0.326067	  0.363304	  0.394751	  0.406912	  0.430064	  0.458362	  0.477005	  0.479253	  0.497026	  0.513927	  0.518446	  0.522708	  0.529284	  0.542853	  0.539894	  0.539057	  0.548187	  0.546154	  0.559028	  0.556687	  0.552819	  0.553255	  0.552716	  0.559956	  0.554635	  0.560288	  0.574912	  0.584113	  0.593956	   0.60761	  0.607727	  0.617093	  0.616811	  0.616647	  0.614948	  0.614786	  0.614843	  0.614776	  0.614453	   0.61321	    0.6222	  0.614221	   0.61359	  0.613549	  0.618843	  0.618717	  0.616654	  0.615053	  0.616921
     1		  0.232949	  0.287858	  0.352872	  0.392736	  0.423243	  0.448121	  0.461131	   0.47574	  0.480206	  0.490545	  0.498117	   0.50272	   0.50287	  0.502159	  0.505877	  0.507735	  0.518936	  0.520467	  0.522705	  0.522824	  0.521443	  0.523153	  0.522152	  0.524275	  0.526255	  0.529445	   0.53128	  0.534021	  0.546977	  0.557247	  0.557615	  0.560964	  0.567472	  0.564946	  0.574293	  0.581771	  0.584719	  0.589914	  0.592803	  0.593096	  0.596247	  0.596392	  0.600256	   0.60049	  0.610827	   0.61717	  0.619355	  0.624401	  0.626948	   0.62892	  0.632953
     2		  0.216579	   0.27974	  0.317043	  0.344746	  0.370508	  0.403949	  0.421974	  0.430305	  0.441489	    0.4449	  0.456456	  0.459131	  0.464905	  0.465212	  0.474022	  0.491816	  0.493974	  0.501556	  0.501445	  0.506386	  0.509333	  0.515574	  0.522368	  0.514962	  0.512667	  0.515837	  0.508988	  0.510985	  0.514926	  0.524705	  0.537783	  0.539046	  0.539163	  0.545314	  0.555151	  0.560004	  0.564967	  0.572389	  0.578718	  0.583284	   0.58118	  0.579053	  0.587525	  0.590264	  0.589799	  0.592852	  0.596923	   0.61248	  0.612736	  0.610493	  0.614788
     3		     0.219	  0.260788	  0.300455	  0.342483	  0.373288	  0.395784	  0.422619	  0.435035	  0.451919	  0.467337	  0.472953	  0.480463	  0.477335	  0.488297	  0.493693	  0.496002	  0.497631	  0.491187	  0.494268	  0.507873	    0.5137	  0.510953	  0.504096	  0.511943	  0.518261	   0.51946	  0.529725	  0.532612	  0.536693	  0.533904	  0.535061	  0.536944	  0.542737	  0.558646	  0.564805	  0.567086	  0.570175	  0.571667	  0.586566	  0.591033	  0.588665	  0.587635	  0.591672	  0.595718	  0.599126	  0.597418	  0.596172	  0.595821	  0.602298	  0.607655	  0.608704
     4		  0.228171	  0.281419	  0.317496	  0.351557	  0.372056	  0.395861	  0.412472	  0.435337	  0.449838	  0.463357	  0.478671	  0.483982	  0.481184	  0.491471	  0.498526	  0.509681	  0.518214	   0.53011	  0.539143	  0.540569	  0.539402	  0.549032	  0.544531	  0.547729	  0.542053	   0.54613	  0.547221	  0.542248	    0.5466	   0.55203	  0.553795	  0.555528	  0.561534	  0.570884	  0.578674	  0.582823	  0.583542	  0.587108	  0.592049	  0.595425	   0.59663	   0.59614	  0.599187	  0.605258	  0.602921	  0.606057	  0.613782	  0.611903	   0.60928	  0.610223	  0.612859
     5		  0.218895	  0.282369	  0.305892	  0.341461	   0.36904	  0.394876	  0.420297	  0.436405	  0.436803	   0.45228	  0.456646	  0.465797	  0.473917	  0.486589	  0.488262	  0.492614	  0.507448	  0.502749	   0.50336	  0.504311	  0.514025	   0.52651	  0.519522	  0.522357	  0.523721	  0.531709	  0.533357	  0.530381	  0.532938	  0.533995	  0.531151	  0.536766	  0.537902	  0.547079	  0.552009	  0.555533	  0.553407	  0.557781	  0.559754	  0.565018	  0.576136	  0.580676	   0.58615	  0.595086	  0.595922	  0.598957	  0.600246	  0.611314	  0.608426	  0.610025	  0.604754
     6		  0.218316	   0.26582	   0.31108	  0.345085	  0.374031	   0.39114	  0.412813	  0.426598	  0.433859	   0.44746	  0.454514	  0.469978	  0.483528	  0.484242	  0.502914	  0.511293	  0.500383	  0.506165	   0.51427	   0.52085	  0.528311	   0.53063	  0.535272	  0.542496	  0.537769	  0.531457	  0.543309	  0.547527	  0.550444	   0.54661	  0.547934	  0.559333	  0.558304	  0.566399	  0.569106	  0.569542	  0.576691	  0.574777	  0.578344	  0.573729	  0.574528	  0.583262	  0.581703	  0.580956	  0.578568	  0.577924	  0.585379	  0.589418	   0.58904	  0.591442	  0.590573
     7		  0.215332	  0.252694	  0.306313	  0.357228	  0.383269	  0.417562	  0.429276	  0.440377	  0.451949	  0.464889	  0.474462	  0.484089	  0.478792	  0.486433	  0.496401	  0.499511	  0.504798	  0.510875	  0.510011	  0.518557	  0.516707	  0.512839	  0.514699	  0.528055	   0.53581	  0.529492	  0.529105	  0.530645	  0.540727	  0.550434	  0.558604	  0.564945	  0.581784	  0.587474	  0.589539	  0.592797	  0.596649	  0.600766	  0.603199	  0.608502	  0.607604	  0.605225	  0.605271	  0.608121	  0.608676	  0.610144	  0.606117	  0.607674	  0.604568	  0.603733	  0.609356
     8		  0.224858	  0.283894	  0.331174	  0.363656	  0.390387	  0.407949	  0.428245	  0.434715	   0.44725	  0.463692	   0.47115	  0.487509	  0.480618	  0.492541	   0.50266	  0.504429	  0.518548	  0.530275	  0.527905	  0.541043	  0.545076	  0.539564	  0.547285	  0.547575	  0.557349	  0.555262	  0.557225	  0.569938	  0.586308	    0.5859	  0.591541	   0.58752	  0.600498	  0.601065	  0.610505	   0.61215	  0.616667	  0.615651	   0.61705	  0.617118	  0.617885	  0.619553	  0.617244	  0.623118	  0.621426	   0.62369	  0.616824	  0.618443	  0.617043	  0.619102	   0.61794
     9		  0.236379	  0.295223	  0.317619	  0.342373	  0.373269	  0.391032	  0.408009	  0.416583	  0.436247	  0.453184	  0.452011	  0.459427	  0.463669	  0.471895	  0.473776	  0.475524	   0.47731	  0.483638	    0.4903	  0.494841	  0.499068	  0.497489	  0.499773	  0.503905	  0.509098	  0.508234	  0.509998	  0.507772	  0.509483	  0.518082	  0.520509	  0.522105	  0.522599	  0.536153	  0.539505	  0.538497	  0.546846	  0.549902	  0.552164	  0.552996	  0.561128	  0.562206	  0.565232	  0.565279	  0.568296	  0.571668	  0.575935	  0.587144	  0.587202	  0.599649	   0.60103
