     0		      -nan	      -nan	      -nan	      -nan	      -nan	         1	      0.25	       0.8	  0.679809	  0.571466	  0.470683	   0.50097	  0.474481	  0.500814	  0.488025	  0.523256	  0.379745	  0.319222	  0.367239	  0.502027	  0.344889	  0.455126	   0.39405	  0.431358	  0.348309	  0.341821	  0.376278	  0.379364	  0.392543	  0.297287	  0.223395	  0.384572	  0.230967	  0.213887	  0.120015	  0.177245	  0.198016	 0.0698475	  0.119261	  0.198334	  0.127663	  0.110119	  0.159249	  0.119226	   0.17711	  0.241376	  0.124533	  0.143724	  0.172551	  0.111713	  0.234949	  0.139942	 0.0734235	  0.137803	  0.229957	  0.179212
     1		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	  0.869482	  0.601574	   0.55814	  0.674699	  0.494737	  0.364741	  0.340209	  0.370585	  0.435758	   0.47549	  0.374268	  0.427276	  0.382488	  0.327115	  0.389991	    0.4017	  0.436503	  0.376635	  0.410072	  0.312358	  0.407695	  0.329208	  0.267521	  0.236706	  0.160209	  0.329152	  0.187144	  0.304217	  0.124718	  0.154805	  0.129378	  0.237437	  0.189819	  0.153687	  0.119179	 0.0707984	  0.100678	   0.17872	  0.142255	  0.168323	  0.177884	  0.184317	  0.112229	  0.234226	  0.202307	  0.202878	 0.0706104	  0.134876	  0.148432
     2		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         1	       0.5	  0.795091	   0.59746	  0.642857	  0.545455	  0.642857	  0.512821	  0.509493	  0.490544	  0.431515	  0.491183	  0.458323	  0.394976	  0.428571	  0.398963	  0.563092	  0.410035	  0.399528	  0.391913	  0.518486	  0.473385	  0.326179	  0.579638	  0.311283	  0.398949	  0.317387	  0.333333	  0.318182	  0.335587	   0.31492	  0.260524	  0.234643	  0.226743	  0.220503	      0.25	  0.223736	  0.124166	  0.166813	  0.134704	  0.159617	  0.125482	  0.225037	  0.101734	  0.123002	  0.414198	  0.217465	  0.149292	 0.0822699	  0.097018
     3		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.666667	         0	     0.875	  0.444444	  0.761905	       0.5	  0.540541	       0.5	  0.568182	  0.409091	  0.553191	  0.490909	  0.480786	  0.387973	  0.472424	  0.502881	  0.458543	  0.508579	  0.401113	  0.347998	  0.392977	  0.433501	  0.497341	  0.596516	  0.287268	   0.46348	  0.371624	  0.237838	  0.347523	   0.26108	  0.276169	  0.204149	  0.205855	  0.189816	  0.177679	 0.0912157	  0.201906	  0.232622	  0.180413	   0.14034	  0.191873	  0.126484	  0.180626	  0.193041	      0.35	  0.173582	  0.215806	  0.229254	 0.0740541	  0.310775
     4		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.683721	  0.657455	  0.609183	  0.484295	  0.404028	  0.480707	  0.433649	  0.488056	  0.447932	   0.43462	  0.433454	  0.395986	  0.490458	  0.468507	  0.406281	  0.469958	  0.482159	  0.418741	  0.443997	  0.273168	  0.516987	  0.377356	  0.337665	  0.370056	  0.192052	  0.316965	   0.29633	   0.31195	  0.201459	  0.259028	  0.186513	  0.148514	  0.146222	  0.187072	  0.104784	  0.221183	    0.1559	  0.125882	  0.239554	 0.0710826	  0.178947	   0.09821	  0.113344	  0.224695	  0.179554	  0.203542	  0.241941	  0.141291
     5		      -nan	      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.333333	  0.888889	  0.588235	  0.772727	  0.521739	  0.666667	  0.381818	  0.490909	  0.472222	  0.380282	  0.418919	   0.40062	  0.397199	  0.394952	  0.418631	  0.570016	  0.384532	  0.490211	   0.39342	  0.455703	  0.482585	  0.387827	   0.53509	  0.408543	  0.292032	   0.24165	  0.330554	  0.135194	   0.31918	  0.349439	  0.284934	  0.183458	  0.174951	  0.245465	  0.101064	  0.149768	  0.184882	  0.180805	  0.162503	  0.201619	  0.193488	  0.147339	  0.177781	 0.0766556	  0.214149	 0.0890369	  0.227832	  0.159752	  0.300275
     6		      -nan	      -nan	      -nan	      -nan	      -nan	         1	         0	         0	         0	         1	     0.875	  0.814815	  0.571429	  0.530612	  0.442251	  0.387455	  0.521786	  0.282735	  0.537792	  0.428571	  0.471561	  0.499772	  0.411027	  0.332512	  0.553857	  0.304907	  0.396153	  0.368696	  0.286025	  0.363969	  0.185784	    0.3511	  0.200225	  0.259259	  0.193548	  0.284909	 0.0574226	  0.207917	  0.199975	  0.240986	 0.0826677	  0.138503	  0.109719	 0.0640621	 0.0952401	  0.167607	  0.249522	   0.11333	  0.192305	  0.144902	   0.13864	   0.14512	  0.140729	  0.197665	  0.138956	  0.197917
     7		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.321558	  0.504108	  0.853658	  0.546293	  0.645833	  0.528913	  0.457918	  0.417354	  0.352398	  0.519501	  0.435909	  0.347758	  0.478936	  0.388773	  0.414904	  0.335228	  0.497444	  0.510616	  0.419493	  0.445013	   0.48466	  0.335627	  0.570507	  0.250832	  0.335282	  0.363333	  0.301914	  0.191165	  0.263099	  0.297926	  0.190815	  0.154119	 0.0946559	  0.145584	  0.254246	  0.132477	  0.289285	  0.162945	    0.2242	  0.187836	  0.146573	 0.0852248	  0.143922	  0.197418	   0.16523	  0.156741	  0.223117	  0.261751	  0.191885	  0.130904
     8		      -nan	      -nan	      -nan	      -nan	      -nan	         1	  0.333333	         0	      0.75	         0	         1	  0.740741	  0.545455	  0.534077	  0.488689	  0.342105	  0.487089	  0.462897	  0.578482	       0.5	  0.366166	       0.5	  0.381349	   0.43634	  0.448204	  0.521941	   0.34708	  0.439447	  0.436448	  0.390344	  0.453721	  0.442101	  0.250729	  0.437988	  0.448012	   0.26214	  0.203038	   0.25836	  0.184786	  0.169593	  0.119339	  0.169782	  0.390499	  0.223863	  0.224356	  0.209588	  0.171654	  0.182877	  0.175167	      0.25	  0.403745	  0.228203	  0.167359	  0.122589	  0.228216	 0.0836522
     9		      -nan	      -nan	      -nan	      -nan	      -nan	         1	      -nan	         1	  0.846154	       0.5	  0.677419	  0.529412	  0.410256	      0.58	  0.325581	  0.518683	  0.323382	  0.510752	  0.585466	  0.452381	  0.434783	  0.410347	  0.516072	  0.386588	       0.5	  0.555188	       0.5	  0.423077	      0.68	  0.434783	  0.409633	  0.529412	  0.235294	  0.301063	  0.377455	  0.157895	  0.255136	  0.157122	  0.264395	   0.28708	  0.166667	  0.300758	  0.353494	  0.277778	  0.350575	  0.194619	  0.235643	  0.253292	   0.25687	  0.135036	  0.177308	  0.123622	    0.2652	  0.130934	  0.206722	  0.154887
