     0		         0	         0	         0	   0.04768	  0.141067	  0.246496	  0.367407	  0.462459	  0.535492	  0.567251	  0.607741	  0.640732	  0.690066	  0.739416	  0.794932	  0.835867	         0	         0	         0	0.00771038	 0.0518614	  0.127945	  0.194304	  0.254101	  0.302422	  0.332393	  0.325117	  0.297668	  0.266938	  0.218444	  0.155705	  0.107491	   0.48086	   0.49151	  0.515102	  0.503121	  0.419826	  0.328694	  0.231559	  0.156425	 0.0872385	 0.0470089	 0.0254915	  0.019875	 0.0095528	0.00531896	0.00209348	         0	  0.426843	    0.3725	  0.298819	  0.198661	  0.104966	 0.0452739	 0.0152358	0.00375473	0.00216135	         0	         0	         0	         0	         0	         0	         0
     1		         0	         0	         0	 0.0497264	  0.147622	  0.270154	  0.370672	  0.455394	  0.520124	  0.572476	  0.605966	  0.633663	  0.659565	  0.725791	  0.763686	   0.84271	         0	         0	         0	 0.0126371	 0.0648163	  0.137199	  0.205536	  0.260214	  0.316024	  0.324266	  0.332741	  0.314586	  0.283045	  0.233316	  0.171642	  0.104178	  0.519688	   0.51463	   0.54239	  0.504772	  0.417363	  0.318046	   0.23709	  0.152044	 0.0943793	 0.0461604	 0.0228003	 0.0181331	 0.0125639	0.00414766	         0	         0	  0.387238	  0.356573	   0.28009	  0.181682	 0.0991624	 0.0467216	 0.0143587	0.00553347	 0.0010894	0.000705904	         0	         0	         0	         0	         0	         0
     2		         0	         0	         0	 0.0470227	  0.148738	  0.259116	  0.369422	  0.446006	  0.525784	  0.578109	  0.600127	  0.623081	  0.664887	  0.717637	  0.754666	  0.858316	         0	         0	         0	0.00827403	 0.0618832	  0.138195	  0.203462	  0.258704	  0.313287	  0.323965	  0.323611	  0.299598	   0.28664	  0.233801	  0.183696	 0.0999241	  0.470078	  0.512495	  0.527198	  0.528895	  0.434165	  0.346123	   0.24122	  0.162755	 0.0977783	 0.0525667	 0.0311351	 0.0302097	 0.0129988	0.00399318	0.00198748	         0	  0.447878	  0.361613	   0.30152	  0.181546	 0.0970041	 0.0459483	 0.0157389	0.00533704	0.000523439	         0	         0	         0	         0	         0	         0	         0
     3		         0	         0	         0	  0.048708	  0.130096	  0.244792	  0.358369	  0.437579	  0.509814	  0.590751	  0.606572	  0.620544	  0.695688	  0.722369	  0.779111	  0.828947	         0	         0	         0	0.00639032	 0.0484774	  0.116413	  0.201931	  0.247971	  0.321578	  0.309886	   0.32067	  0.325435	   0.25601	  0.231841	  0.172186	  0.100422	  0.464818	  0.482884	   0.50159	  0.509485	  0.438023	  0.345447	  0.241071	  0.184421	  0.100141	 0.0525529	 0.0328535	 0.0132895	0.00765819	0.00248768	0.00232634	         0	  0.446774	  0.379083	  0.301309	  0.185642	  0.105758	 0.0488478	 0.0197053	0.00372063	         0	0.000524834	         0	         0	         0	         0	         0	         0
     4		         0	         0	         0	 0.0407678	  0.145268	  0.262099	  0.372584	  0.465907	  0.550072	  0.578665	  0.597478	   0.63104	  0.665537	  0.699081	  0.788127	  0.844871	         0	         0	         0	0.00750845	  0.053989	  0.133373	  0.201277	   0.26291	  0.281885	    0.3226	  0.321977	  0.297137	  0.271129	  0.246171	  0.161849	 0.0991362	  0.476889	  0.495722	  0.521272	  0.511148	   0.41996	  0.329719	  0.234833	  0.149029	 0.0944249	 0.0499543	 0.0349798	 0.0161877	 0.0121212	0.00140035	         0	         0	  0.422387	  0.359345	  0.286194	  0.176821	  0.095804	 0.0391894	 0.0132094	0.00511318	0.000594353	         0	         0	         0	         0	         0	         0	         0
     5		         0	         0	         0	 0.0495949	  0.138296	  0.244237	  0.387217	  0.447689	  0.528898	  0.582977	  0.590982	  0.645643	  0.652159	  0.705639	  0.762372	  0.814674	         0	         0	         0	0.00743704	 0.0568626	  0.126886	  0.202476	   0.25461	  0.288851	  0.318465	  0.340698	  0.301128	  0.287317	  0.254621	  0.177248	  0.116149	  0.506303	  0.523254	  0.543597	  0.510865	  0.437436	  0.347837	  0.226424	  0.171827	 0.0994305	 0.0409802	 0.0275873	 0.0153645	 0.0115709	0.00291087	0.00486261	         0	  0.413643	  0.338291	  0.284494	  0.194085	  0.102231	 0.0479542	 0.0133198	0.00713038	0.000517411	         0	         0	         0	         0	         0	         0	         0
     6		         0	         0	         0	 0.0448078	  0.151574	  0.267447	  0.362463	  0.450105	  0.523231	  0.571007	  0.599826	  0.623017	  0.665789	  0.699863	  0.757837	  0.849535	         0	         0	         0	 0.0105222	 0.0634866	  0.128242	  0.202859	  0.264475	  0.306908	  0.328063	  0.338179	  0.322941	  0.273267	  0.245578	  0.195055	  0.100279	  0.508257	  0.508984	  0.554562	  0.523028	  0.454799	  0.340811	  0.253586	  0.170682	  0.103266	 0.0528686	  0.026481	  0.014765	 0.0111015	0.00139306	         0	         0	  0.415899	  0.368001	    0.2917	  0.204509	 0.0966814	 0.0397354	 0.0108479	0.00521543	0.000937167	0.000600808	         0	         0	         0	         0	         0	         0
     7		         0	         0	         0	 0.0507415	  0.148683	  0.258538	  0.360308	  0.454182	  0.538434	  0.574026	  0.605816	  0.631412	  0.672816	  0.702111	  0.744199	  0.852014	         0	         0	         0	 0.0095745	 0.0568109	  0.129264	  0.211504	  0.269659	  0.293684	  0.317548	  0.330666	  0.317488	  0.279084	  0.249641	  0.192157	 0.0969826	  0.470053	  0.503231	  0.520728	  0.481768	  0.423804	  0.327255	  0.221643	   0.15655	 0.0900592	 0.0485114	 0.0247459	 0.0199443	0.00761948	0.00739656	0.00235763	         0	  0.438288	  0.365222	  0.288119	  0.207047	 0.0906636	 0.0454402	 0.0128697	0.00568054	0.00245433	         0	         0	         0	         0	         0	         0	         0
     8		         0	         0	         0	 0.0426074	  0.136149	  0.252074	  0.359599	  0.462916	  0.511878	   0.57566	  0.587326	  0.619803	  0.657164	  0.695902	  0.746156	  0.853901	         0	         0	         0	0.00808324	 0.0559188	  0.135487	  0.213886	  0.247507	  0.308864	  0.321096	  0.324373	  0.330273	  0.277999	  0.249309	   0.20048	  0.099755	   0.48825	  0.495975	   0.50233	   0.52751	  0.450848	  0.344221	   0.24305	  0.164352	  0.103862	 0.0484933	 0.0340561	  0.013144	 0.0138175	0.00104751	0.00167033	         0	  0.426586	  0.368719	  0.320515	  0.197324	 0.0957849	 0.0349962	 0.0153633	0.00645167	0.000930235	         0	         0	         0	         0	         0	         0	         0
     9		         0	         0	         0	 0.0493441	  0.140377	  0.243342	  0.376445	  0.446552	  0.525241	  0.583709	  0.612021	  0.618042	  0.687585	  0.725685	  0.763897	  0.816325	         0	         0	         0	0.00486064	 0.0490674	  0.116347	  0.188694	  0.255596	  0.295747	  0.306489	  0.332527	  0.316234	  0.273669	  0.220386	  0.179159	  0.113873	  0.483883	  0.503705	  0.516359	  0.512083	  0.416349	  0.335439	  0.228494	  0.165277	  0.104798	 0.0510318	 0.0179088	 0.0153791	0.00208819	0.00434002	0.00387681	         0	  0.422286	  0.365814	  0.294021	  0.176692	 0.0941064	 0.0432751	 0.0176721	0.00345429	0.000536999	         0	         0	         0	         0	         0	         0	         0
    10		         0	         0	         0	 0.0452056	  0.151388	  0.263305	  0.386622	  0.452532	  0.524775	  0.589882	  0.580966	  0.622986	  0.664943	  0.713765	  0.719593	  0.839262	         0	         0	         0	0.00985318	 0.0585494	  0.133787	  0.201583	  0.266854	  0.300514	  0.319331	  0.355874	  0.310938	  0.288616	  0.247213	   0.21859	 0.0942754	  0.491235	  0.514271	  0.505276	  0.511599	  0.417515	  0.310106	  0.236139	  0.161799	 0.0921905	 0.0454732	 0.0271455	 0.0193739	0.00535445	0.00291087	         0	         0	  0.424942	  0.354481	  0.307188	   0.19249	  0.108498	 0.0432628	 0.0131211	0.00522137	0.00318099	         0	         0	         0	         0	         0	         0	         0
    11		         0	         0	         0	  0.049893	  0.129152	  0.243704	  0.352811	  0.453833	  0.514447	  0.573919	  0.613702	  0.615157	  0.652773	  0.708309	  0.766044	  0.800271	         0	         0	         0	0.00567556	 0.0480246	  0.115612	  0.200687	  0.256096	  0.305417	   0.32928	  0.324039	  0.319053	  0.291066	  0.235675	  0.191144	  0.137388	  0.487916	  0.550892	  0.525896	  0.529338	  0.446932	  0.362067	   0.24948	  0.169264	  0.106764	 0.0505288	 0.0266205	 0.0254355	0.00677218	0.00561144	 0.0040473	         0	  0.431032	  0.333727	  0.302282	  0.191297	  0.108644	 0.0398663	 0.0176862	0.00678415	0.000904673	         0	         0	         0	         0	         0	         0	         0
    12		         0	         0	         0	 0.0452569	   0.15709	  0.247421	  0.359364	  0.452515	  0.516034	  0.567713	  0.600204	   0.62924	  0.655841	  0.727551	  0.789003	  0.858227	         0	         0	         0	0.00604958	 0.0615256	  0.138006	  0.196624	  0.267761	  0.304987	  0.316011	  0.333287	  0.312458	  0.289836	  0.221479	  0.164693	 0.0891631	  0.497284	  0.521675	  0.542706	  0.524153	  0.448686	  0.347842	  0.261854	  0.165267	  0.106304	 0.0613869	 0.0223446	 0.0206653	0.00866284	 0.0025559	0.00409483	         0	   0.42834	  0.364781	  0.302055	  0.191436	 0.0965763	 0.0404352	 0.0125797	0.00288749	         0	0.000646362	         0	         0	         0	         0	         0	         0
