8	2	12	18	1	450.1	1	12	-1.297	0.854
17	2	12	18	1	450.1	3	12	-2.103	1.038
8	2	11	20	1	450.1	1	36	-1.204	0.271
21	2	11	20	1	450.1	1	36	-0.329	0.798
22	2	11	20	1	450.1	1	36	-0.020	0.304
20	2	11	20	1	450.1	1	36	-0.386	0.537
24	1	11	20	1	450.1	1	36	-0.431	0.312
17	2	11	20	1	450.1	1	36	-0.186	0.213
27	0	11	20	1	450.1	1	36	0.507	0.248
17	0	11	20	1	35.9	3	24	0.019	0.035
17	1	11	20	1	35.9	3	24	-0.137	0.064
12	0	11	20	1	35.9	3	24	0.108	0.081
12	1	11	20	1	35.9	3	24	0.039	0.048
8	0	11	20	1	35.9	3	36	-0.145	0.063
8	1	11	20	1	35.9	3	36	-0.182	0.090
24	1	11	16	1	35.9	3	84	-0.098	0.062
26	0	11	16	1	35.9	3	84	-0.027	0.093
26	1	11	16	1	35.9	3	84	-0.061	0.086
8	1	12	20	1	402.3	1	24	-2.138	0.435
20	1	12	20	1	402.3	1	84	-1.072	0.540
21	1	15	22	3	1075.4	1	84	-0.261	0.128
8	1	13	22	1	1081.8	1	12	-0.732	0.308
24	1	13	22	1	1081.8	1	84	0.157	0.374
17	1	13	22	1	1081.8	1	12	-0.545	0.351
25	1	13	22	1	1081.8	1	18	-1.238	0.609
26	1	13	22	1	1081.8	1	18	-0.994	0.528
24	1	13	22	0	1081.8	1	84	-0.598	0.365
17	1	13	22	0	1081.8	1	12	-0.357	0.370
25	1	13	22	0	1081.8	1	18	0.315	0.329
26	1	13	22	0	1081.8	1	18	0.030	0.397





