     0		  0.444174	  0.848031	   0.93486
     1		   0.44354	  0.849466	  0.936787
     2		  0.433011	  0.832134	  0.934537
     3		  0.440971	  0.859107	  0.930387
     4		  0.437171	    0.8395	  0.933471
     5		  0.438402	  0.811297	  0.933653
     6		  0.449074	  0.846902	  0.931729
     7		  0.432569	  0.834891	  0.927151
     8		  0.443822	   0.81854	  0.937548
     9		  0.432924	   0.82899	  0.930434
    10		  0.436919	  0.837369	  0.935203
    11		  0.437816	  0.812602	  0.923189
    12		  0.428785	  0.830062	  0.920933
    13		  0.435007	  0.835121	  0.934431
    14		  0.452128	    0.8476	  0.926574
    15		  0.443101	  0.835926	  0.927233
    16		   0.44464	  0.831982	  0.931718
    17		  0.435674	  0.866805	  0.933914
    18		  0.435719	   0.82948	   0.93054
    19		  0.427599	  0.834541	  0.936789
    20		  0.440152	  0.843101	  0.940847
    21		  0.443494	   0.84816	  0.929977
    22		  0.444164	  0.845992	   0.92827
    23		  0.449143	  0.828263	  0.937005
    24		   0.43943	  0.849466	  0.936498
    25		  0.443892	  0.831203	  0.931105
    26		  0.429568	  0.837275	  0.933989
    27		  0.446478	  0.836187	  0.937529
    28		  0.445519	  0.815937	  0.939125
    29		  0.438485	  0.835674	   0.94334
    30		  0.437248	  0.838089	  0.939495
    31		  0.448766	   0.81321	  0.941287
    32		  0.439872	  0.825177	  0.929741
    33		  0.435113	  0.849739	  0.940792
    34		   0.43548	  0.844378	  0.926368
    35		  0.422704	  0.838566	  0.938336
    36		  0.447969	  0.844896	  0.936742
    37		  0.439314	   0.82264	  0.929526
    38		  0.437089	  0.830566	  0.939909
    39		  0.437797	  0.833317	  0.923931
    40		  0.437808	  0.839183	  0.931354
    41		  0.439054	  0.838319	  0.928944
    42		  0.434861	  0.832363	  0.927624
    43		  0.443264	  0.826455	  0.931702
    44		  0.437069	  0.855332	  0.929466
    45		  0.434726	   0.83547	  0.932616
    46		  0.445312	  0.843833	  0.930729
    47		   0.44096	   0.82753	  0.933554
    48		  0.444813	   0.82814	  0.934231
    49		  0.432672	  0.850406	  0.936846
