     0		  0.554839	  0.904657	  0.957458
     1		  0.555842	  0.916813	  0.958488
     2		  0.546861	  0.889692	  0.959488
     3		  0.551168	   0.91837	  0.954366
     4		  0.548857	  0.902586	  0.956917
     5		  0.552317	  0.880413	  0.962193
     6		  0.555525	  0.911118	  0.957173
     7		  0.549542	  0.903815	  0.956965
     8		  0.555748	  0.891926	  0.957314
     9		  0.541681	  0.896639	  0.957119
    10		  0.546067	  0.919626	  0.964503
    11		   0.55411	  0.883726	  0.948193
    12		  0.545416	  0.901038	   0.95696
    13		  0.550757	  0.891515	  0.952319
    14		  0.565254	  0.906673	  0.950017
    15		  0.548093	  0.908691	  0.953196
    16		  0.551049	  0.894112	  0.963518
    17		  0.549229	  0.923989	  0.962783
    18		  0.555196	  0.899013	  0.955128
    19		  0.532264	  0.895054	  0.960556
    20		  0.551302	  0.906385	  0.959727
    21		  0.552181	  0.901441	  0.956965
    22		  0.545467	  0.896771	  0.956597
    23		  0.560851	  0.890276	   0.96023
    24		  0.548868	  0.905339	  0.956394
    25		  0.557583	  0.889699	  0.961106
    26		   0.54882	  0.898142	  0.955659
    27		  0.544949	  0.888993	  0.960298
    28		  0.553968	  0.884159	  0.960254
    29		   0.55148	  0.904648	  0.964368
    30		  0.551894	  0.902211	  0.966019
    31		  0.564895	  0.890346	  0.958554
    32		  0.558772	  0.886836	  0.954621
    33		  0.544258	  0.905836	  0.962588
    34		  0.542456	  0.899754	  0.962021
    35		   0.54028	  0.904823	  0.956418
    36		   0.56012	  0.900783	  0.964854
    37		  0.553001	  0.880061	  0.956724
    38		   0.55139	  0.883378	  0.968191
    39		  0.548334	  0.899031	  0.957112
    40		  0.553004	  0.902811	  0.962379
    41		  0.546336	  0.908249	  0.955754
    42		  0.548407	  0.912637	  0.957203
    43		  0.544924	  0.897988	  0.954034
    44		  0.550205	  0.906571	   0.95585
    45		  0.545296	  0.888958	  0.951779
    46		  0.563406	  0.896132	  0.956048
    47		  0.551554	  0.890517	  0.957911
    48		  0.550884	  0.898522	  0.954492
    49		   0.55239	  0.902178	  0.961445
