     0		0.1403507774	0.8700121453	0.8700872511	0.9786183429	0.47360804	0.7991585638	0.8009107525	0.4614793628	0.5204774805	0.7805291757	0.6788795337	0.1182744238	0.7206326516	0.639921017	0.5820197912	0.1433532855	0.5373732282	0.9446689186	0.7586156204	0.5218483282	0.1059076064	0.4146619411	0.4736004227	         0	         0	-1.540413846	-31.7577682	-24.41878859	         0	         0
     1		0.6051486277	0.6691982229	0.0390179737	0.009341386845	0.1495289984	0.4219265911	0.1370892113	0.3953914309	0.6496033687	0.07320405985	0.7634771639	0.7702982682	0.8164436941	0.1893592505	0.7404759487	0.4680077513	0.5665400778	0.6517485238	0.7094757096	0.008160273312	0.06925647426	0.06797501212	0.3379833482	         0	         0	-30.26778947	-21.38835883	-16.452052	         0	         0
     2		0.7649153762	0.5170931525	0.9820197511	0.6276658012	0.2866970967	0.8433634376	0.1274403643	0.1136062723	0.4896111258	0.2924042165	0.5490031857	0.07332034595	0.2480738019	0.6673192652	0.6505921695	0.2255653958	0.9718120983	0.5187635696	0.7701791408	0.5880557939	0.9037573638	0.4518523763	0.172648947	         0	         0	-11.95229831	-26.78274652	-5.529445159	         0	         0
     3		0.7345411037	0.3041000897	0.249820424	0.945670763	0.6790678108	0.05477249017	0.5033304731	0.9952149258	0.6083342868	0.1841958365	0.3968613259	0.3757640326	0.9971545823	0.6919190057	0.1115064046	0.8963754214	0.1012562674	0.9777436685	0.3612340756	0.1020832867	0.6772351833	0.6921136887	0.940741315	         0	         0	-24.38452818	-180.7058799	-5.689292928	         0	         0
     4		0.6152453921	0.2367362871	0.2923053759	0.8529681077	0.9509396008	0.8476030456	0.1006031325	0.2998574569	0.8445810766	0.9188632248	0.4976762405	0.4650170899	0.2631295198	0.06509524048	0.1362448914	0.9262385878	0.943423443	0.2804089144	0.07004089002	0.1186384654	0.2721278416	0.373852459	0.8937333468	         0	         0	-16.14730275	-18.92739682	-19.07311125	         0	         0
     5		0.4499717674	0.5575970097	0.3550241233	0.4791800224	0.4445692061	0.9728355783	0.5266336736	0.7496348131	0.4807213552	0.07151907147	0.1384968602	0.8167564129	0.5046558469	0.05941301258	0.8458981803	0.2326035188	0.7519451762	0.8429708739	0.02293927688	0.04152871645	0.8417243042	0.160927891	0.7108336743	         0	         0	-52.8815351	-37.94079314	-30.54654512	         0	         0
     6		0.4451579566	0.5588328871	0.6761416688	0.08985270234	0.03822416835	0.4603176138	0.8642974019	0.3215105683	0.7063241138	0.9019774133	0.145341129	0.8187903308	0.2934031156	0.9348439053	0.8787287252	0.1136112858	0.3034787567	0.4823789757	0.8290652924	0.7726522621	0.5210492685	0.6742125496	0.5146481798	         0	         0	-9.494402396	-76.21951299	-7.294820345	         0	         0
     7		0.3439326594	0.188323996	0.4295259374	0.8207416735	0.7507352459	0.5635745148	0.770610037	0.03111840598	0.5829584538	0.2993846005	0.2726099414	0.4568777182	0.3982473419	0.7795569221	0.4470887103	0.4049743146	0.8074971382	0.9319534716	0.9921714438	0.9533954244	0.9368219683	0.5582737224	0.5931462701	         0	         0	-7.186775089	-37.25884611	-32.84983641	         0	         0
     8		0.9685726764	0.3390431006	0.3143040978	0.6454258971	0.8462494595	0.7797045107	0.3777879323	0.9543006977	0.3440520242	0.4004652458	0.7924732275	0.3643713491	0.5977880291	0.6184879295	0.4816944746	0.6425776486	0.2005712087	0.3474211367	0.8525265234	0.918244581	0.3945220439	0.5973318194	0.7197782237	         0	         0	-7.462879283	-124.4540285	-12.17010107	         0	         0
     9		0.5932327867	0.3341729019	0.4936084573	0.7233084654	0.09402985452	0.1400424689	0.6608245699	0.3680098325	0.006351758493	0.4943284704	0.529095107	0.474939286	0.1232943509	0.4059808666	0.6272417253	0.4017390974	0.3693818995	0.9572766165	0.4982163382	0.9946504587	0.6523700622	0.1186936726	0.3577581784	         0	         0	-20.84808399	-54.22121809	-34.57006075	         0	         0
    10		0.8828650548	0.9426588269	0.2447150291	0.2831229272	0.9340392652	0.8195047046	0.1815308279	0.6695655806	0.75128159	0.987286807	0.1540043813	0.3567933256	0.6864773766	0.9016343558	0.760059827	0.2933910219	0.01292460039	0.4996186553	0.4650393624	0.4008045327	0.4250973654	0.5488624428	0.5310596346	         0	         0	-25.18856498	-417.3532741	-11.60108833	         0	         0
    11		0.2284939284	0.02031596028	0.8262100194	0.7054860464	0.4998648805	0.9655091413	0.4487529844	0.3527453931	0.02752982872	0.6058947535	0.816313551	0.2173803337	0.8167059473	0.9919695423	0.7479174414	0.6691795636	0.628772781	0.6930397376	0.5650785142	0.1754709301	0.1273492791	0.830448803	0.8659977696	         0	         0	-27.31639346	-23.95171357	-34.55723851	         0	         0
    12		0.6880855521	0.4797474607	0.854809497	0.2281973925	0.2943116589	0.8082959352	0.9773605193	0.9361529555	0.6109637856	0.9741749326	0.6314989203	0.860850648	0.2143176685	0.09355424275	0.3971292863	0.08056889451	0.7151094188	0.5244656564	0.8758257406	0.9676979773	0.7400781689	0.6733907904	0.5658400448	         0	         0	-5.24998281	-33.95704447	-23.30212594	         0	         0
    13		0.9280724891	0.0006559009198	0.4629560655	0.6947163332	0.4184024218	0.06344433827	0.447688468	0.633102196	0.200809506	0.360351379	0.8917699114	0.6541381243	0.07306734496	0.2196375071	0.9107216343	0.7503314158	0.59667047	0.1586542558	0.3904062971	0.7700547904	0.4653168693	0.04980485234	0.2150433213	         0	         0	-17.66149032	-32.85463689	-10.19731964	         0	         0
