422239.003749628000	416384.335401345000	45026.126412654700	44629.601542766600	53036.128801738600	50995.626876168500
406587.286646710000	403739.950453028000	43733.820318776500	43486.244056112300	53545.292549684900	51551.989814698000
393665.692809851000	392924.276926196000	42353.900652238700	42161.924610047700	52591.146177722100	50608.732402977900
380091.950978158000	381363.488848524000	40700.796863620300	40534.420439377900	50578.025590937900	48627.462381836200
365139.896860702000	368257.926516299000	38862.989888080000	38710.687222789800	48214.447904984800	46298.581672733700
350557.703076170000	355267.527680085000	37230.184372824800	37096.404964785000	46395.199138177000	44545.503969907100
337887.115080224000	343690.437212100000	36076.153001358600	35958.757373731500	45485.226764168700	43792.181158685300
328541.311315644000	334791.552083629000	35628.709789654200	35534.238762296200	45875.921379679200	44452.566420840600
321635.857919639000	327984.069182035000	35713.079969538100	35643.819668594900	47176.823045234700	46100.677295182900
316039.007894101000	322552.871770518000	35949.757572078200	35903.405662830400	48471.255322893600	47778.198633611800
309357.013644079000	316324.076895176000	36073.034960280900	36044.150267308700	49331.572004572700	49000.102408853900
300120.005820382000	307580.574753322000	36148.553342503600	36130.036172811200	50149.730775290800	50122.586171075100
287438.886787631000	295353.672849726000	36091.065356381300	36077.301488645500	50896.002506784500	51078.765513803500
272935.949802778000	280987.025970683000	35928.295317482000	35921.028707969100	51526.783233307900	51835.382352861400
258412.340222875000	265870.060072227000	35742.018455421700	35740.460055637800	52245.151221063900	52644.515266366600
246337.143384537000	252673.296789412000	35588.671673645300	35606.447801764200	52863.902068987400	53327.163693026800
238110.710914735000	243414.773086088000	35434.532717460800	35508.128305407900	52946.757730621300	53427.780184427600
234817.985903486000	239383.822752243000	35283.058237140000	35460.530182046400	52311.902908102000	52771.266998814100
234789.746982274000	238821.572369307000	35100.291090947400	35418.235520507400	51212.991169143000	51617.628714846700
235474.968714248000	239211.085712290000	34887.697251235900	35369.856618593000	49954.225668027500	50283.967969532100
234834.783279583000	238149.293802480000	34565.830580370000	35210.783541762500	48956.437702231300	49200.100387002800
232735.397547615000	235090.545100275000	34032.502833754100	34819.236976704300	48422.012059349600	48562.202263669100
228243.293442228000	228995.657338293000	33234.331380164800	34124.593042741800	48518.599938153600	48542.004809662700
221781.357985880000	220703.597067558000	32227.624742459100	33190.312025910700	49007.954485638400	48912.825408693900
214727.047141847000	211990.324758189000	31137.378095311700	32164.778939491600	49570.480540907200	49348.490398828300
207688.486659754000	203934.820756068000	30029.829647504500	31125.218883678900	49825.474109535200	49488.756620548100
200010.531379225000	196059.832423003000	28867.041910516100	30020.729716109200	49637.064397257900	49229.002834731900
191878.700418741000	188646.504270392000	27669.694398457700	28871.505876010000	48867.700955398200	48444.035127867500
183557.622645347000	181565.157167211000	26454.795849469900	27693.951617811100	47700.033483405200	47293.489292005600
175137.809941056000	174507.839241197000	25203.420015550900	26453.891218088900	46398.925393767200	46020.700450322900
166843.132930186000	167235.571109658000	23957.689897394400	25204.807616726300	45234.473782767400	44859.828329395800
158945.581597594000	159810.368147759000	22796.886385849500	24055.781597193900	44270.753001597900	43855.856786363400
151574.585045998000	152180.025258367000	21757.933499904800	23058.196479358700	43608.914467513300	43098.467387805400
144578.530449594000	144456.249931933000	20813.553598705100	22173.143326946100	43141.102065496000	42507.838584522400
137914.758096193000	137002.480586622000	19927.561396905000	21362.883614247100	42694.109684843300	41944.528248972900
131251.082907390000	129833.629554550000	19039.862839451100	20530.529320208200	42103.188125828500	41281.392649150200
124257.084184937000	122668.668085980000	18117.372301917000	19601.584198853900	41345.346154046500	40505.454167777400
116780.757837138000	115508.756320410000	17130.370179658000	18522.692784484000	40361.298924578800	39566.411508740800
109180.885866928000	108638.490566368000	16113.508608295700	17356.029125098900	39215.158629515000	38503.753256419700
101445.620174175000	101641.007981396000	15080.734604575300	16145.945224444800	38026.954206609000	37402.873703241400
94494.121533370500	95480.210029846600	14126.335462380500	15043.191603223500	36888.325068699600	36328.202994988400
89487.732227705800	91786.030947828800	13354.719396418800	14189.441305843900	35791.353632390600	35272.436818053600
87056.068048896500	91336.386585554200	12835.350568138900	13681.604409623200	34767.268483584600	34259.588348907500
86504.563794655200	93247.478291029200	12513.826480970200	13436.304758191000	33799.906606382800	33285.119656372700
86977.250432546800	96314.801167179200	12287.972210987000	13304.940661651200	32864.967312218600	32335.698040761600
87241.194530087100	98690.897246055400	12048.300506546200	13134.172744039400	31924.754099185800	31394.437362702700
86323.997335357600	99526.434811779100	11764.742652016900	12886.376907664300	30962.382576645000	30460.327246671000
83467.994783561800	97745.762495765000	11378.994129457700	12487.011807770300	29957.479715562200	29527.157016418000
79182.188333166800	93976.356188714200	10911.070205605800	11970.692135432100	28932.575447736400	28609.035952848100
74519.579980695200	89595.894105584500	10452.774611119800	11453.924122999200	27881.704416973000	27682.327078125700
70958.251252827800	85672.515262497500	10029.470542466300	10982.356243321400	26658.612031671400	26568.659974996500
67777.096069970400	82353.572043810700	9571.195477379180	10492.281668666600	25771.194318674000	25815.151330813500
65599.175215732800	80228.275860548900	9060.454383732780	9979.689917876020	25083.433145248400	25259.424191725800
64191.153872781500	78968.862961735500	8508.798502311160	9454.771642766770	24542.431312981400	24852.860160877300
63205.406944335200	78164.314417413200	7927.055367555750	8922.578048510870	24077.142757602600	24525.496018673800
61999.285910930600	76903.944932876100	7351.902841614080	8402.996949750290	23572.374019240100	24171.911500584000
