Population size for males, by age (ThembisaTot)																																																																	
2436366.0	2475498.0	2498176.0	2504962.0	2499558.0	2486267.0	2473531.0	2469935.0	2465141.0	2456227.0	2439428.0	2407863.0	2417747.0	2405680.0	2385215.0	2371712.0	2354335.0	2321136.0	2308937.0	2320938.0	2365468.0	2430405.0	2511672.0	2606256.0	2690940.0	2736255.0	2771610.0	2797801.0	2814426.0	2829551.0	2849722.0	2863054.0	2853889.0	2861957.0	2867521.0	2873955.0	2882775.0	2905045.0	2903728.0	2899296.0	2892655.0	2884838.0	2876825.0	2869267.0	2862588.0	2857139.0	2853193.0	2850850.0	2850232.0	2851525.0	2854881.0	2860222.0	2867335.0	2875695.0	2884561.0	2893168.0	2900868.0	2907148.0	2911662.0	2914176.0	2914595.0	2913014.0	2909655.0	2904801.0	2898758.0	2891803.0	2884113.0	2875819.0	2867028.0	2857872.0	2848488.0	2839026.0	2829656.0	2820554.0	2811842.0	2803597.0	2795885.0	2788721.0	2782080.0	2775936.0	2770241.0
2068663.0	2117156.0	2180033.0	2252805.0	2326402.0	2389569.0	2428912.0	2448370.0	2451844.0	2443139.0	2427485.0	2406336.0	2407716.0	2408263.0	2406484.0	2401540.0	2393639.0	2385587.0	2361235.0	2330069.0	2302987.0	2272890.0	2240380.0	2229414.0	2243754.0	2291798.0	2363087.0	2447062.0	2545416.0	2634832.0	2683958.0	2720446.0	2748241.0	2766213.0	2782803.0	2804649.0	2819671.0	2812363.0	2821638.0	2828535.0	2836270.0	2846339.0	2869773.0	2869661.0	2866388.0	2860865.0	2854123.0	2847140.0	2840565.0	2834829.0	2830279.0	2827187.0	2825658.0	2825815.0	2827843.0	2831895.0	2837900.0	2845643.0	2854608.0	2864058.0	2873232.0	2881485.0	2888304.0	2893349.0	2896383.0	2897312.0	2896230.0	2893359.0	2888981.0	2883400.0	2876892.0	2869640.0	2861765.0	2853380.0	2844618.0	2835613.0	2826515.0	2817497.0	2808731.0	2800342.0	2792410.0
1862397.0	1913813.0	1955156.0	1988060.0	2018315.0	2054734.0	2103040.0	2155026.0	2218727.0	2285592.0	2344019.0	2384709.0	2433933.0	2465650.0	2483459.0	2493301.0	2489316.0	2468334.0	2445775.0	2422462.0	2399837.0	2378724.0	2371298.0	2348157.0	2319130.0	2294905.0	2268092.0	2236215.0	2225877.0	2240645.0	2288584.0	2359251.0	2443088.0	2541057.0	2630051.0	2679045.0	2715599.0	2743540.0	2761731.0	2778520.0	2800457.0	2815505.0	2808273.0	2817568.0	2824496.0	2832233.0	2842281.0	2865630.0	2865502.0	2862220.0	2856687.0	2849938.0	2842951.0	2836373.0	2830632.0	2826080.0	2822988.0	2821457.0	2821610.0	2823636.0	2827682.0	2833680.0	2841416.0	2850371.0	2859816.0	2868985.0	2877237.0	2884061.0	2889112.0	2892161.0	2893109.0	2892050.0	2889206.0	2884858.0	2879309.0	2872836.0	2865620.0	2857784.0	2849437.0	2840714.0	2831750.0
1625115.0	1646344.0	1680715.0	1728348.0	1784312.0	1840680.0	1891452.0	1943970.0	1979805.0	2006057.0	2033698.0	2071051.0	2139261.0	2224074.0	2315254.0	2399618.0	2476461.0	2517444.0	2538578.0	2544059.0	2539734.0	2519768.0	2511607.0	2498187.0	2480948.0	2462466.0	2444584.0	2431069.0	2403758.0	2371963.0	2346069.0	2318310.0	2286035.0	2274331.0	2286975.0	2332262.0	2399973.0	2480975.0	2576214.0	2662733.0	2709783.0	2744661.0	2771041.0	2787763.0	2803099.0	2823523.0	2837082.0	2828518.0	2836506.0	2842201.0	2848725.0	2857580.0	2879665.0	2878460.0	2874159.0	2867669.0	2860007.0	2852155.0	2844753.0	2838227.0	2832926.0	2829116.0	2826900.0	2826394.0	2827788.0	2831225.0	2836638.0	2843811.0	2852224.0	2861150.0	2869827.0	2877614.0	2883999.0	2888642.0	2891308.0	2891901.0	2890514.0	2887366.0	2882737.0	2876926.0	2870212.0
1541995.0	1557746.0	1566751.0	1570896.0	1574808.0	1584662.0	1604815.0	1679625.0	1764240.0	1852127.0	1934132.0	2003091.0	2026578.0	2042752.0	2059694.0	2088055.0	2134870.0	2200296.0	2277148.0	2356302.0	2426613.0	2489240.0	2558102.0	2605365.0	2634551.0	2651292.0	2649780.0	2629136.0	2604213.0	2576653.0	2549001.0	2523224.0	2509019.0	2480165.0	2445945.0	2416720.0	2384857.0	2348832.0	2333294.0	2342071.0	2383413.0	2447107.0	2524138.0	2615386.0	2698159.0	2742154.0	2774313.0	2798215.0	2812696.0	2825890.0	2844138.0	2855630.0	2845293.0	2851517.0	2855564.0	2860470.0	2867729.0	2888075.0	2885481.0	2879888.0	2872189.0	2863393.0	2854467.0	2846043.0	2838544.0	2832312.0	2827611.0	2824533.0	2823203.0	2823795.0	2826458.0	2831119.0	2837563.0	2845273.0	2853523.0	2861561.0	2868746.0	2874571.0	2878695.0	2880888.0	2881049.0
1338927.0	1377135.0	1411217.0	1441404.0	1466750.0	1486537.0	1500900.0	1539492.0	1577792.0	1619455.0	1668809.0	1728120.0	1764843.0	1807089.0	1850360.0	1888564.0	1918400.0	1952398.0	1978621.0	2003507.0	2036577.0	2083956.0	2171099.0	2273988.0	2383000.0	2485574.0	2581007.0	2642291.0	2680693.0	2699656.0	2704778.0	2691066.0	2671614.0	2646909.0	2618579.0	2589208.0	2560760.0	2543759.0	2512397.0	2475826.0	2444241.0	2410124.0	2372032.0	2354106.0	2360187.0	2398433.0	2458746.0	2532303.0	2619962.0	2699422.0	2740969.0	2771070.0	2793186.0	2806140.0	2817901.0	2834661.0	2844788.0	2833480.0	2838598.0	2841624.0	2845514.0	2851742.0	2870854.0	2867452.0	2861137.0	2852789.0	2843401.0	2833922.0	2824977.0	2816980.0	2810269.0	2805097.0	2801564.0	2799781.0	2799929.0	2802147.0	2806363.0	2812365.0	2819641.0	2827475.0	2835122.0
1088058.0	1125530.0	1164676.0	1205389.0	1246380.0	1285699.0	1321657.0	1371401.0	1417698.0	1460183.0	1498983.0	1535167.0	1553764.0	1568286.0	1581756.0	1597879.0	1618818.0	1652760.0	1693630.0	1737439.0	1778356.0	1813306.0	1851133.0	1888165.0	1931288.0	1988579.0	2064366.0	2155004.0	2259215.0	2366533.0	2464386.0	2552633.0	2616030.0	2656243.0	2676770.0	2683149.0	2670399.0	2651954.0	2628196.0	2600714.0	2572003.0	2543940.0	2526840.0	2495450.0	2458800.0	2426920.0	2392476.0	2354118.0	2335448.0	2340305.0	2376731.0	2434826.0	2505997.0	2591090.0	2668268.0	2708462.0	2737587.0	2758968.0	2771430.0	2782751.0	2798977.0	2808685.0	2797371.0	2802232.0	2805052.0	2808706.0	2814654.0	2833245.0	2829749.0	2823406.0	2815078.0	2805739.0	2796322.0	2787442.0	2779509.0	2772849.0	2767720.0	2764211.0	2762440.0	2762578.0	2764767.0
869449.0	907707.0	942872.0	976156.0	1008523.0	1041607.0	1076479.0	1127413.0	1180329.0	1233692.0	1285305.0	1333138.0	1366156.0	1394673.0	1418178.0	1436451.0	1450255.0	1465424.0	1475503.0	1483455.0	1493360.0	1508493.0	1535081.0	1573374.0	1621302.0	1673507.0	1725653.0	1774103.0	1821151.0	1871225.0	1931455.0	2006803.0	2098537.0	2202179.0	2308281.0	2405194.0	2492810.0	2556749.0	2598345.0	2620932.0	2629693.0	2619592.0	2603553.0	2581921.0	2556283.0	2529116.0	2502289.0	2485935.0	2455422.0	2419614.0	2388349.0	2354483.0	2316752.0	2298185.0	2302604.0	2337940.0	2394508.0	2463958.0	2547114.0	2622621.0	2662086.0	2690838.0	2712069.0	2724605.0	2736039.0	2752258.0	2762060.0	2751249.0	2756319.0	2759387.0	2763248.0	2769338.0	2787802.0	2784610.0	2778617.0	2770672.0	2761731.0	2752713.0	2744221.0	2736657.0	2730348.0
683750.0	699179.0	723174.0	754496.0	790557.0	827688.0	863237.0	905521.0	946438.0	986820.0	1028043.0	1070893.0	1105572.0	1140736.0	1175220.0	1207156.0	1234831.0	1264062.0	1288899.0	1308952.0	1323907.0	1334624.0	1340277.0	1345706.0	1354602.0	1370687.0	1395881.0	1433114.0	1480961.0	1535803.0	1592265.0	1646918.0	1697329.0	1745284.0	1795558.0	1855428.0	1929648.0	2019879.0	2121734.0	2226330.0	2322446.0	2409833.0	2474414.0	2517333.0	2541723.0	2552524.0	2544848.0	2531159.0	2511794.0	2488304.0	2463120.0	2438071.0	2423053.0	2394074.0	2359796.0	2329849.0	2297276.0	2260929.0	2243144.0	2247732.0	2282518.0	2338005.0	2406106.0	2487608.0	2561700.0	2600765.0	2629487.0	2650927.0	2663922.0	2675846.0	2692390.0	2702606.0	2692644.0	2698261.0	2701914.0	2706298.0	2712825.0	2731382.0	2728771.0	2723410.0	2716123.0
616949.0	628055.0	633494.0	635241.0	636894.0	643131.0	656951.0	685742.0	721641.0	761982.0	803135.0	842509.0	871467.0	897575.0	922020.0	946402.0	971726.0	1005778.0	1039639.0	1072063.0	1101406.0	1126865.0	1144654.0	1161652.0	1178549.0	1195113.0	1211063.0	1228085.0	1244173.0	1261482.0	1283339.0	1312272.0	1350395.0	1397636.0	1451089.0	1506082.0	1559371.0	1608802.0	1655947.0	1705496.0	1764391.0	1837091.0	1925141.0	2024346.0	2126272.0	2220194.0	2305928.0	2369909.0	2413190.0	2438695.0	2451095.0	2445695.0	2434379.0	2417453.0	2396400.0	2373566.0	2350711.0	2337427.0	2310461.0	2278240.0	2250123.0	2219379.0	2185017.0	2168471.0	2173541.0	2207933.0	2262333.0	2328973.0	2408577.0	2481014.0	2519657.0	2548382.0	2570121.0	2583735.0	2596308.0	2613281.0	2624042.0	2615162.0	2621505.0	2625935.0	2631021.0
