0	11	14	17	16	13	16	63	131	168	216	245	300	410	433	504	508	665	959	1040	1127	1402	1601	1849	2096	4774	6414	5922	6095	5012	5825	7316	7729	6757.5	6700	6902.75	7029.25	7298.5	7315.25	7528.25	7531.75	7568.5	7803.25	7936.25	8003	8223.25	8139.75	8017	7892.5	8037.75	8217.5	8153.5	8393.25	7981	8157	8318.25	8414.25
1	10	10	14	9	15	21	53	118	161	211	278	332	386	466	487	563	666	993	1043	1098	1441	1665	1789	2217	4766	6355	6008	6068	4991	5688	7343	8053.75	6930	7185	7191.75	7232.25	7533.25	7616.5	7599.75	7761	7935.75	8115.5	8026.5	8391	8344	8517	8281	8299	8479.75	8397.25	8349.75	8565.5	8602.75	8564.5	8452.75	8693
2	14	14	17	22	9	17	82	119	155	228	258	324	395	400	520	539	737	984	1052	1099	1442	1583	1814	2211	4631	6330	5758	5904	4910	5604	7187	7522.75	6682	6898.75	6951.75	7015.25	7015.75	7056	7358	7344.75	7701	7651.75	7718	7890.75	7846.5	8231	7979.75	8023	8222.75	8159.5	8141	8100.5	8066.5	8090.25	8176.25	8354.5
3	13	7	13	13	9	10	63	109	163	238	268	315	400	461	484	516	635	994	1063	1070	1462	1649	1812	2345	4906	6690	6078	6264	5286	6024	7553	8251.5	7397.75	7369.75	7389	7535.75	7752.5	7782.25	7893.75	7888.75	8024.5	8172.75	8282	8284	8423.25	8585.5	8522	8427	8418.25	8654.75	8501.5	8542	8648	8591.75	8693.5	8816.25
4	9	10	15	22	14	8	72	123	178	214	273	364	433	423	515	490	678	998	1117	1062	1395	1577	1845	2261	4729	6213	5968	6043	4881	5795	7227	7712	6757.25	6758.75	7000.25	7313.75	7443.5	7392.25	7417.5	7603.5	7704.75	7893.5	7959.25	8022.5	8424.25	8559.5	8408.75	8423.75	8561	8476	8513.75	8679	8679.75	8767	8501	8793.25
5	19	24	11	16	14	13	73	104	162	215	244	323	390	426	519	549	700	987	1033	1085	1387	1545	1788	2228	4696	6463	5775	6075	5079	5678	7487	8065	6937.25	7114	7108.25	7320.25	7296	7306	7459	7779.25	7763.25	7749.75	8261.5	8073	8396.25	8430.25	8160.25	8179.25	8394.75	8361.75	8556.75	8521	8618.5	8626.5	8631	8835.75
6	10	8	17	22	14	17	52	101	160	224	247	319	365	397	501	515	701	951	1041	1137	1401	1595	1797	2245	4841	6486	6107	6129	5104	5800	7399	8141.75	7021.25	7098.25	7245.75	7501.75	7391.25	7453.25	7642	7979.25	8170	8129.25	8195	8245.5	8241.75	8628	8572	8553	8454.75	8408.75	8542.75	8638.75	8502.25	8731	8686	8840.5
7	18	18	17	11	18	18	63	118	167	228	269	320	405	461	500	554	694	1043	978	1047	1383	1531	1741	2186	4676	6324	5959	6197	4919	5708	7387	7992.25	6772	7059.25	7181.25	7262.5	7456.75	7573	7441	7589.75	7865	7931.25	7925	8099.25	8134.75	8308.25	8256	8187.5	8189.75	8217	8121.25	8428.25	8519	8392.25	8495.75	8591.75
8	13	14	10	22	22	12	67	109	158	231	256	327	379	472	499	547	699	937	1024	1122	1415	1632	1726	2329	4775	6616	6135	6168	5216	5820	7265	8157	7221.5	7144.25	7360.25	7464	7608.5	7822.25	8002	8046.75	8183.25	8365.5	8381.25	8514	8601.75	8719	8689	8716.5	8684.5	8768.5	8814	9023.75	8829.25	8896.5	8970.25	9072.25
9	12	15	21	23	13	15	66	100	164	203	256	301	370	439	475	556	651	969	1031	1136	1393	1559	1877	2180	4713	6593	5938	6039	5098	5766	7361	7971	6955.25	6983.5	7097	7180	7335	7415.75	7524.25	7620.5	7681	7788.25	7871	8134.75	8185	8153.5	8378.25	8250.25	8213.5	8229.75	8359.25	8497	8244.5	8565.25	8471.25	8521.25
10	17	23	11	16	17	17	61	104	179	224	282	349	390	457	470	558	678	1037	1056	1143	1384	1559	1701	2204	4896	6510	6277	6382	5279	5983	7761	8646.5	7380	7497.75	7775.25	7849.75	7863.75	7974.25	8146.5	8104.5	8247.25	8448.75	8402.25	8500.25	8568.25	8725	8670.5	8679.25	8673.25	8706.5	8772	8769.5	8573.75	8935.75	8776.75	8919.75
11	12	18	22	12	26	15	64	112	144	204	290	339	384	442	478	588	718	968	1039	1177	1425	1573	1825	2307	4964	6524	6215	6381	5292	6143	7788	8533	7242.25	7528	7589.5	7811.25	7820.5	8026.25	8136.25	8189.75	8225.5	8466.25	8734.25	8728.25	8861	8919	8927.25	8747	8766.25	8776.25	9085.75	9075.5	8986.75	9065.25	9223	9409
12	11	15	17	14	15	22	61	113	155	192	265	325	381	444	495	572	722	935	1033	1102	1480	1630	1822	2129	4685	6510	5952	5990	4938	5800	7233	7989	6930	7090	7031	7277.25	7327	7567.5	7438.5	7710.25	7823.25	7844.75	7861.5	8125.25	8176.75	8281.5	8623.25	8534	8430.5	8463.5	8644.5	8587.25	8682	8647.25	8447	8514.75
13	12	9	14	12	16	11	57	106	139	206	265	334	389	417	505	556	720	950	1088	1153	1440	1670	1678	2221	4838	6445	5888	5975	5043	5911	7332	7912	7094	7207.25	7372.25	7480	7561	7714.75	7803.25	7897.75	8042.5	8193	8455.75	8250.5	8580.75	8822.5	8609.75	8741.75	8776.5	8871.5	8783.75	8774.5	8947	8963.25	8894.25	9118.5
14	7	12	9	10	17	13	71	118	168	206	254	345	421	448	498	576	658	968	1013	1160	1424	1578	1805	2178	4744	6412	6134	6004	5131	5765	7300	7861	6705.5	6976	7059.5	7099.25	7362.5	7530	7373	7806.75	7740.75	7936.75	8018.75	8192.75	8268.5	8486	8254	8296	8364.75	8217	8444.5	8389.75	8566.5	8675.75	8813.25	8602
15	14	14	18	12	22	15	54	110	161	223	250	330	399	420	505	505	649	990	1081	1129	1446	1677	1822	2143	4832	6501	6070	6060	5025	5846	7328	7977.25	6905.25	6956	7283	7209.5	7348.75	7547.5	7757	7733.5	7790	7942.5	8070.75	7901.5	8470.25	8465.25	8269	8302	8382.75	8477.75	8336.5	8446.25	8402.5	8401.75	8488.25	8683.75
16	12	15	16	14	22	14	62	116	168	220	315	358	358	471	477	570	679	963	1039	1172	1392	1618	1773	2210	4884	6616	6143	6185	5009	5914	7379	8144.25	7183.75	7221.75	7338.5	7448.75	7498.25	7775.5	7917.75	7823.5	7935	8201.75	8382.5	8323.5	8530	8628.75	8406	8569	8709.75	8755	8827.5	8786.75	8781.5	8750.25	8729	8927.75
17	7	20	19	11	19	10	53	115	138	209	246	332	380	432	452	576	707	1001	1038	1070	1409	1631	1875	2171	4773	6300	5775	6148	4992	5720	7090	7870.5	6717.25	6924.75	6976	7185	7241.75	7627.5	7640.25	7698	7784.25	8024.5	8057.5	8164	8246.75	8320.5	8485	8318.5	8231.25	8484.5	8454.5	8468	8395	8616.25	8329.5	8557.5
18	11	20	12	14	10	14	70	113	167	193	266	341	345	404	474	537	689	961	1068	1232	1538	1717	1861	2231	4942	6553	6106	6169	5168	5911	7268	8227.75	7066.5	7434.5	7366.75	7575.25	7715.75	7878.5	8164.75	8133.75	8164	8493	8394.75	8737.5	8866	8841	8938.25	8683.75	8762.5	8741.25	8746.25	8883.5	8998.25	8846.5	8961	9009
19	15	16	13	17	10	15	67	122	160	237	252	345	376	437	515	553	713	948	1014	1056	1412	1585	1698	2164	4651	6264	5870	5851	4920	5689	7274	8014.25	6956.5	6986	7301	7358.25	7536	7654.5	7667.25	7860.5	7848.75	7977	8182.25	8176.5	8235.5	8395.25	8080.25	8359.25	8167.75	8181.5	8293.25	8451.25	8363.75	8541.25	8625.25	8902.5
20	18	12	11	16	23	14	63	107	163	225	269	319	350	496	505	521	716	1005	1038	1181	1501	1606	1869	2206	4739	6355	5837	5854	5051	5581	7198	7656.25	6905.25	6756.75	6888.75	7081	7231.75	7257	7344.5	7378.5	7330.25	7600.25	7630.25	7788.5	7973	8261.25	8071	8159.75	8236.5	8257.25	8203	8353.75	8513.25	8429.5	8669	8603
21	12	17	6	16	9	18	68	112	167	219	278	313	404	468	506	548	740	960	971	1132	1465	1571	1788	2198	4717	6434	5823	5711	4799	5619	6990	7754.5	6620.5	6673.25	6741.5	6928.75	7118	7189.5	7443.25	7613.25	7513.75	7596	7773.75	7998.75	7963	8104	7984	8010	8168.25	7910.5	8241.5	8132.5	8249.25	8163.5	8290.75	8200
22	14	17	12	16	11	17	66	118	156	226	286	312	409	465	495	549	661	944	1006	1141	1447	1545	1834	2213	4824	6439	5914	6033	5014	5740	7425	7967	7052.75	6848.75	7108.75	7232.25	7266	7619.5	7481.5	7803.5	7781.5	7807.75	7953.25	8129.25	8213.25	8341.75	8544.25	8342.25	8492.75	8498.75	8472.25	8788.25	8565.5	8544.75	8727.5	8798
23	14	14	20	18	15	13	72	118	178	215	275	305	383	445	519	548	747	956	1007	1149	1446	1587	1874	2195	4866	6512	6025	6075	4940	5774	7228	7850	6682.75	6970.5	7159	7225.5	7422.25	7300.5	7568.5	7780.5	7984.75	7907.75	7971.5	8096	8315.25	8465	8588	8645.5	8474.75	8439.25	8549.5	8573.75	8503	8513.5	8623.5	8730
24	14	12	17	13	14	26	56	113	174	222	285	328	388	404	476	556	677	988	1068	1112	1403	1613	1821	2206	4730	6400	5919	5967	5023	5658	7133	7747.25	7087.25	6849	7044.25	7219.75	7363.75	7452.5	7599.5	7876.75	7624.5	7837	8024	7919.75	8217.5	8242.75	8267.25	8077.5	8177.25	8157.25	8153.75	8281.5	8391.75	8114.25	8358.5	8418
25	12	10	12	16	13	12	53	121	159	213	256	312	414	456	485	523	647	992	1010	1098	1440	1558	1827	2267	4825	6465	6104	6152	5162	5976	7478	8160.25	7117.75	7224.75	7204.25	7369.75	7482.75	7675.75	7819.75	7948	7982.25	8186.25	8273.25	8276	8326.75	8520	8436	8389.25	8442.5	8429	8593.75	8617	8544.5	8541.5	8416.5	8782.25
26	13	12	16	16	9	20	64	121	180	217	262	338	380	459	531	559	696	980	1008	1090	1451	1569	1774	2157	4923	6561	6031	6044	4881	5732	7362	8027.75	6929.75	7093.25	7111.75	7332.25	7218	7597.5	7581.5	7620.5	7928.25	7920.25	8048.25	8288.25	8393.75	8344.75	8243.75	8063.25	8335	8152.5	8459.25	8591.25	8449	8352.25	8718.25	8693.25
27	8	12	15	18	16	16	75	113	159	216	297	312	355	435	515	564	718	971	1037	1184	1353	1503	1737	2227	4859	6234	5833	6041	4942	5558	7072	7694	6614.25	6822.75	6819.75	7045.25	7183	7091.25	7337	7458.75	7539.5	7619	7987	7941	8108	7804.75	7901.25	7656.5	7867.25	7947.5	7862.75	7740.75	7743.75	7798.75	7963	7935
28	15	17	14	19	13	17	62	109	176	225	307	360	388	432	479	492	701	985	1032	1094	1515	1567	1813	2247	4819	6472	6048	6214	4959	5791	7250	8056.5	6981.25	6926.75	6863	7148.5	7290.75	7472.75	7477.75	7570.75	7752.75	7989.25	7852.25	8065	8145.5	8216.5	8048.25	8066.75	7920.5	8035.5	8137.5	8412.75	8070.25	8100.25	8258.5	8256
29	10	20	20	14	14	11	77	106	129	230	286	364	398	457	509	560	650	940	1011	1147	1453	1537	1762	2249	4613	6432	5884	6171	5119	5876	7420	8023.5	6991.75	7087.25	7424	7323.25	7611.25	7521.5	7565.5	7920.75	7784.75	7905	7941.75	8118	8257	8726	8220.25	8267.75	8288.75	8411	8382.5	8690.25	8614.25	8320	8604.75	8448.5
30	7	9	10	18	13	16	58	111	147	222	236	323	369	403	504	546	643	960	1008	1190	1441	1595	1731	2121	4905	6653	5979	6023	5112	5907	7420	7903.5	6935	7032	7139.25	7243.5	7111.25	7341.75	7513.25	7510.5	7840.25	7735.5	8027	8039.25	8151.25	8340.5	8258	8349.5	8139.75	8206.75	8268	8210.75	8291.75	8305.75	8375.75	8349.5
31	11	7	19	16	9	15	70	118	180	224	279	293	378	463	496	579	707	986	1064	1141	1445	1582	1819	2304	4917	6582	5997	5983	5078	5802	7413	7831.5	6832.5	7076.75	7171.75	7414.5	7389.75	7578.75	7735.25	7902.75	7804.5	8062.25	8023.75	8370.75	8256.25	8443.25	8351.25	8399.5	8420.75	8460.5	8602.75	8727.75	8591.5	8540.75	8616.5	8834.25
32	13	13	15	9	16	12	68	121	170	197	270	314	395	407	528	551	666	952	1044	1119	1442	1644	1743	2178	4753	6386	6094	6059	4928	5856	7106	7884	6816.5	6955.75	7016.75	7207.5	7198.5	7361.75	7674.25	7683.5	7643	7829	7793.75	8072.75	8271.75	8231.75	8156.75	8066.5	8227.25	8337	8192.5	8452.75	8222.75	8556.5	8394.25	8648.5
33	8	14	11	15	11	28	64	106	173	201	267	342	353	426	512	489	673	906	995	1145	1408	1594	1754	2176	4716	6241	5872	5851	5004	5749	7198	7797	6810.75	6833	6972.5	7089.25	7273.25	7216.75	7415.25	7512.5	7498.25	7666.75	7726	8090.5	8151.75	8251.25	8237.75	8205	8258.75	8391	8332	8529.25	8368	8337.75	8471.25	8590.5
34	13	15	24	7	17	18	69	120	184	237	268	310	360	445	526	549	670	946	1047	1049	1504	1509	1848	2191	4801	6424	5920	5974	4977	5682	7106	7841.5	6703	6809	6888	6907.25	7055.75	7052.25	7339.75	7363	7548.75	7663.25	7820	7647.5	7967.25	8033.25	7957.25	7907.5	7815.25	7932	8132.5	8201	8069.5	8060.75	8109	8360.5
