     0		    210674	    112105	   74007.6	   19614.8	   8640.21	   96100.4	    118014	    159044	   54794.4	   6088.83	   61026.5	    112530	    226982	    233696	   16807.5	     40600	   79928.6	    273905	    579256	    133793	   1795.23	    7059.4	   19479.1	    138140	    203495
     1		    201213	   92842.8	   63214.8	   41250.1	   5088.33	   66535.8	    110094	    113003	   71628.6	   21832.6	   56732.3	    150647	    238319	    200155	   17733.8	   34418.6	    105829	    306083	    580567	    118938	   7413.51	   21324.6	   55756.2	    163322	    190918
     2		    228040	    133256	   84994.7	   30670.5	   3597.68	   95185.5	    137730	    155542	   62032.5	   5178.84	     62671	    134869	    217504	    220740	     16854	   39185.5	   90661.2	    280393	    594010	    127700	   12069.4	   13672.1	   34109.4	    158018	    189594
     3		    202262	    123984	   92578.3	   38794.7	    3326.3	   68699.8	    115543	    135281	   71924.3	   6851.11	   41164.7	    137164	    222760	    173479	   21048.6	   38746.6	   83997.3	    241752	    587238	     92212	   2756.25	   6558.93	   15560.6	    135265	    174425
     4		    216796	    123719	   75523.9	   28304.3	   1867.81	   89738.2	    118313	    109043	   65675.8	   4994.96	   49588.3	    139766	    263825	    187949	   16413.9	   41655.6	    115661	    286804	    567797	    121668	   7139.79	   9559.16	   36196.7	    154186	    198892
     5		    179539	    149169	    111500	   32926.9	    1792.9	   73634.8	    142337	    155308	   53839.5	   8163.47	     49818	    142761	    235794	    186628	   29965.5	   11974.4	   81953.9	    251217	    576773	    143688	   3482.21	   4979.74	   19971.4	    124943	    127894
     6		    212267	    145655	     85991	   29586.9	   5254.73	   79398.3	    133055	    118717	   73607.3	   7955.95	   60161.9	    146461	    271279	    191751	   23651.9	     41210	    125356	    271386	    578237	    118799	   11875.3	   24656.6	   38845.4	    157671	    162035
     7		    214029	    155456	   85291.2	   28345.9	   1753.94	   66406.7	    124539	    110099	   56920.7	   6347.44	   53849.8	    142125	    223396	    174183	     22346	     42834	   83549.1	    270609	    565416	    127820	   12680.9	   7233.73	   41979.5	    142955	    165108
     8		    206483	    131086	   95710.6	   37398.3	   1425.36	   93640.6	    112901	    139261	     57642	   2850.71	   43693.5	    142680	    234304	    173745	   17917.8	   38656.1	    103576	    291619	    576230	    106558	     13642	   21416.4	   29110.8	    152659	    202626
     9		    182476	   93477.7	   83415.1	   27946.4	   5057.47	     77875	     93343	    128067	   68980.1	   12887.8	   64841.9	   94096.8	    230662	    208865	   14996.5	     37864	   81439.9	    251694	    605683	     89694	   3572.71	   7233.48	   31023.3	    117656	    192590
    10		    202286	    144284	   95608.1	     39804	   5122.84	   89113.7	    113004	    110369	   76896.3	   12767.1	   52404.3	    130467	    282395	    219178	   18841.5	   34653.3	    119249	    274460	    584785	   96188.7	   8217.36	   4413.61	   41731.4	    148997	    171947
    11		    203961	   93730.7	   69973.2	   34085.2	   6538.56	   59693.9	    138311	    118354	   51370.6	   2841.83	   78360.5	    120801	    232796	    223206	     17947	   54433.4	   75000.6	    285251	    545623	    128123	   1907.15	   9120.43	   22789.6	    138627	    168224
    12		    244309	    130890	   80817.7	   34123.4	   3426.04	   62194.2	    140647	    129401	   64327.9	   3543.12	   70758.6	    152752	    216534	    185248	   18416.6	   24618.1	    112929	    301604	    615332	    129964	   16723.7	   6835.02	   30773.3	    162051	    196207
    13		    203113	    138584	   66780.2	   26269.3	   3237.68	   89007.8	    142332	    136150	   68333.8	   3445.59	   77634.1	    157531	    207770	    189368	     36466	     63122	   98795.6	    271368	    545508	    136579	   7497.77	   12586.7	     40928	    166608	    200759
    14		    192090	    122190	   73867.5	   26276.3	   6537.99	   94032.8	    116427	    145810	   67118.1	   10959.8	   58954.6	    131976	    226951	    152766	   19560.3	   53420.3	    111607	    262063	    545188	    103043	   4889.25	   15426.5	   39163.1	    149911	    175097
    15		    190227	    141022	   94146.8	   46732.8	   4924.26	   64167.9	   99809.3	    115836	     63876	   8281.46	   55248.7	    126620	    175624	    171475	   16871.8	   32530.3	   76013.4	    286402	    631875	    107854	         0	   12356.5	   50443.3	    110425	    196250
    16		    181926	    129788	   75003.8	   27303.4	    3367.5	   75408.9	    142628	    135199	   54205.5	   3027.82	   78401.7	    108188	    220908	    198941	     30087	     40893	   73363.1	    265946	    595010	    100116	   5192.98	   12151.3	   32925.1	    131846	    160803
    17		    213798	    101304	   89021.9	   42065.6	   6403.75	   73836.3	    123663	    127816	   68241.3	   8255.32	   66272.3	   98704.4	    244762	    170638	   13257.5	   35735.6	    108162	    281169	    575214	   94447.4	   1494.39	     17383	   19385.4	    157519	    198879
    18		    178001	    134852	   90689.8	   44049.4	   8171.39	   83793.4	    129172	    136761	   71812.6	   7866.47	   60562.3	    122358	    193919	    144616	   22493.3	   39653.3	     83257	    258993	    600538	    120939	   1467.35	   14764.3	   33199.3	    166351	    192782
    19		    185174	    128453	    123771	     45850	   4793.69	   70985.2	    106845	    119758	     61869	   17997.4	   67556.1	    110524	    259122	    180720	   26382.7	   47343.1	    121770	    301866	    631140	    117119	   5311.76	   16658.2	   48918.8	    160663	    185666
    20		    217287	    118833	    109355	   30980.7	   5148.46	   53424.5	    128519	    107030	   70501.4	   7105.42	   52515.1	    104570	    222271	    161470	     12653	   44762.7	   97250.2	    288998	    601740	    107891	   8286.07	   10650.1	   45467.7	    156967	    171312
    21		    196687	    126254	   87791.2	   31695.6	   7229.38	   71022.2	    109897	    117612	   58371.3	   9133.66	   50626.5	    105011	    203116	    204741	   17236.6	   44907.3	   78987.2	    254007	    593157	     82190	   8416.69	   13168.4	     38682	    158042	    170129
    22		    188743	    123403	   93142.7	   33267.2	   1839.68	   87638.4	    114333	    110796	   49953.1	   10489.7	   58231.3	    118305	    235524	    175449	   26501.8	   39474.4	   75875.1	    327427	    570207	    111845	   1655.94	     13020	     41567	    160470	    201514
    23		    208347	    139280	   63054.4	   51837.6	    5111.3	   91194.3	   85321.2	    123702	   59816.5	   3373.84	   63956.2	    142260	    267296	    204005	   18647.9	   46247.4	    123745	    273708	    553511	    125970	   8697.47	   11520.6	   47157.9	    154257	    184618
    24		    219441	    127532	     72203	   44457.6	   8345.43	   80930.8	    122047	    160038	   70549.4	   14514.3	   74271.3	    137000	    221388	    195297	   34666.9	   54526.1	    106583	    258853	    585930	    140532	   8554.33	   16578.6	   38870.6	    157363	    195628
    25		    233052	    139760	   75937.2	   33163.1	   3669.95	     85862	    114044	    148022	   58054.2	   8941.16	   60473.4	    105834	    191960	    198085	   17628.7	   34723.6	     78738	    278400	    562464	    107379	   3470.91	   7081.15	   24835.4	    112449	    198330
    26		    240615	    106103	   95624.4	   28125.3	    1537.7	   99847.6	    142299	    131653	   62241.8	   9482.82	   64165.2	    138104	    228821	    169650	     26187	   30896.1	   91952.6	    288372	    567547	    119028	   3664.18	   8505.25	   37209.2	    144185	    174005
    27		    236645	    125709	   58641.3	   21412.8	   10622.5	   95073.5	    111336	    129094	   71947.7	   9114.59	   57430.4	    132871	    242391	    197802	   23576.6	   40544.4	    109717	    287652	    563888	    106730	         0	   18293.3	   33385.1	    128545	    197188
    28		    217566	    115753	   94837.1	   36437.3	   6608.41	   88720.2	    144886	    155066	   72371.8	   10184.5	   66911.5	    126913	    237916	    221741	   22327.4	   48491.7	     92333	    305189	    636439	    109306	   6625.46	   13350.1	   38109.8	    145713	    199982
    29		    213678	    139952	   70375.1	   36036.1	   7355.62	   76603.9	    111346	    129105	   69940.1	   3524.01	   59127.4	    129091	    235839	    181907	     28827	   23097.4	   78479.8	    263879	    537725	    106943	    7317.7	   8628.71	   36294.7	    149203	    209918
    30		    246202	    136876	   95769.4	   30065.1	   3419.62	   67311.7	    105115	    128589	   59000.7	   8972.46	   74918.7	    130744	    230103	    162446	   16277.5	   42357.3	   90815.8	    314298	    527205	    122977	   6516.47	   17540.3	   49430.6	    165755	    196254
    31		    173633	    139757	     81366	   60426.5	   2013.65	   75531.2	    108100	    113549	   57239.8	     12092	   67256.4	    148737	    241418	    209499	   21787.4	   28675.6	   80443.8	    267913	    579134	   99278.7	   3078.15	   4967.97	   42088.6	    133029	    175364
    32		    211517	    145814	   93730.4	     35577	   3373.06	   88127.1	    153309	    124506	   47357.1	   10854.1	   54990.6	    164782	    239315	    181610	   23193.2	   29191.1	    105510	    278785	    607811	    127457	   7812.79	   7021.42	   34254.5	    142926	    184551
    33		    211918	    150569	   83646.3	   37855.8	   6656.13	   64634.6	    148194	    129619	   54610.6	   14430.6	   60366.2	    136809	    277572	    134413	   11584.3	   48258.2	   83190.1	    308819	    536468	    100289	   5763.89	   8707.45	   32042.3	    158717	    200502
    34		    213120	    122051	   70540.8	   44187.5	   4684.95	   94591.8	    131360	    134050	   66220.9	   9901.47	     62814	    134705	    238513	    201591	   28705.9	   35302.4	   79890.9	    303044	    519809	    126395	   1902.04	   11874.5	   47512.1	    199759	    199346
    35		    214150	    127667	    105552	   51953.1	   3411.96	   61672.9	    124403	    152290	   71050.1	   5826.89	   71660.4	    131667	    270120	    198985	   30873.3	   28146.6	    106566	    286976	    610639	    131862	   4752.91	   21556.3	   48507.9	    163193	    175916
    36		    234130	    134804	   88960.8	   37286.1	   1650.76	     89784	    132864	    139380	   53374.9	   9531.87	   63236.8	    122088	    223203	    204414	   20158.7	   53520.7	   85597.5	    303773	    567337	    126127	   2849.51	   9649.19	   26475.8	    130500	    183503
    37		    192484	    139847	   75871.6	   23464.7	   8266.54	    113313	    119710	    141939	   40160.2	   6563.78	   40140.4	    148094	    279510	    173679	   17628.8	   39910.6	   85706.8	    287717	    537439	    112022	   3403.74	   11594.4	   24108.8	    117350	    169760
    38		    174313	    117242	   71575.6	   22746.2	   6445.23	   95365.8	    133219	    142298	     37119	   1594.81	   46382.2	    134015	    228514	    219542	   27045.9	   31366.5	   99007.1	    278179	    587291	    116319	   1762.27	   18847.7	   43535.2	    149982	    199828
    39		    220340	    134948	   94340.7	   37031.2	   14109.7	   86615.6	    118027	    125476	   45936.3	   6879.69	   42646.8	    131953	    224617	    171570	   25217.1	   30825.8	   76343.8	    276548	    588939	    101601	   1860.04	   12532.5	   36232.4	    165539	    196090
    40		    201785	    145048	   69680.7	   34569.7	   8471.79	   74069.7	    133720	    152636	   75137.8	   6339.96	   34556.6	    163490	    233806	    157642	   23664.4	   45737.5	     97259	    274124	    606033	    144052	   5229.76	   7691.37	   20485.8	    139057	    186379
    41		    223651	    124558	   68472.9	   34244.3	   1959.73	   92255.9	    103630	    117491	   44778.7	   6087.14	   62085.1	    148875	    204472	    174526	   13170.9	   40493.7	   94752.7	    255491	    571436	     97653	   7855.74	   13497.1	   35039.6	    137747	    231360
    42		    229959	    129342	   82789.9	   34085.2	   8881.36	   96429.3	    115068	    136363	   65440.7	   10841.2	     57707	    137434	    243379	    192041	   12449.5	   29071.5	    105522	    328411	    556647	    113778	   3279.74	     14303	   43453.8	    155749	    191408
    43		    189082	    124972	   91593.1	   40696.6	   5295.91	    101738	    110718	    143652	   88646.8	   13858.4	   58408.3	    145999	    275027	    190802	     27583	   34934.4	   91809.4	    277608	    683400	    151772	   9997.63	   20409.9	   60099.1	    175832	    192778
    44		    202562	    118184	   89710.1	   44115.7	   1739.42	   88738.5	    133634	    102779	   58345.8	    8270.4	   61383.6	    136009	    248649	    169590	   32443.8	   24881.7	   86333.1	    264318	    567218	    120847	   3292.46	   9382.45	   27173.7	    131383	    211407
    45		    222588	    140722	   82559.1	   32567.6	    8680.6	   75546.8	    122967	    123230	   79169.3	   6714.95	   77571.6	    156341	    223728	    174151	   21467.5	   35593.4	   97091.1	    308359	    568753	    121080	   5291.15	   15051.6	   20585.7	    145139	    176735
    46		    211342	    123926	   90576.2	   37532.1	   3561.99	   77368.6	    121366	    135721	   60043.6	   5035.98	   74650.7	    116253	    259880	    163995	   14703.9	   43744.1	    101295	    283106	    548544	    115154	   3740.73	   11875.5	   40977.1	    131912	    190602
    47		    199305	    119732	   77416.9	   21418.4	   10451.3	   73317.3	    112126	    134621	   51804.9	   6487.85	   46300.1	    108296	    194808	    199146	   9026.72	   37325.5	   98799.7	    245089	    630383	   96897.3	   7326.07	   4516.78	   23863.2	    122850	    186243
    48		    193766	    100817	   72637.4	     41376	   3270.74	   79624.3	    118198	    127050	   76349.4	   3153.82	   62207.7	    120054	    218079	    221874	   19446.4	   38313.5	   80882.9	    247970	    547446	   92039.8	   7641.61	   4891.73	   32327.8	    162174	    164381
    49		    237007	    147439	    112710	   49544.4	         0	   80281.9	    127039	    157983	   53738.1	   8789.17	   57509.7	    114319	    236432	    190967	   24704.6	   25749.3	   91485.6	    242824	    547218	    116842	   4909.55	   11483.6	   31575.3	    161464	    206979
