19	48.5123	36
28	45.3284	25
30	49.4442	1
37	49.0191	88
59	43.3707	12
62	43.797	1
63	40.8411	17
90	42.4987	20
91	41.6007	9
100	46.0749	36
118	40.4433	18
124	45.8566	19
127	47.1884	26
139	49.5932	18
141	43.3708	51
146	47.2059	69
150	40.769	30
157	45.7198	12
159	48.0618	5
162	44.0307	12
183	48.8185	11
189	43.9823	5
190	48.3161	1
193	43.414	63
196	47.2613	6
206	42.1839	94
208	42.2799	28
209	40.2597	100
222	46.5515	1
224	42.4849	3
238	44.1698	81
255	43.003	36
257	46.5352	32
274	41.1164	78
282	48.7408	75
292	47.6224	17
312	42.9496	59
316	48.2146	57
339	46.3777	18
351	42.9044	3
357	41.7762	9
376	48.5283	91
383	44.7431	11
385	45.3909	82
395	42.8315	21
405	43.7812	74
407	49.0322	40
424	41.561	8
441	45.2872	5
456	49.6933	10
466	41.7196	40
488	43.2613	38
494	46.3891	52
505	45.233	57
508	47.3539	5
509	45.0913	10
510	49.1763	76
516	42.4255	13
551	49.2355	34
555	43.9922	34
561	46.5485	4
562	42.211	48
570	45.2168	7
572	41.1564	7
590	40.4242	12
600	40.7462	98
608	48.1688	8
614	47.3227	10
622	44.2301	49
632	47.0676	69
641	41.1015	6
648	44.5516	83
653	46.0123	47
663	43.0411	49
687	43.3797	6
691	46.4503	63
715	49.8545	73
724	40.4936	8
726	40.2434	22
744	42.402	54
759	48.2772	63
761	46.3015	16
774	49.7113	24
799	48.5103	5
800	40.3258	27
805	49.6235	60
808	42.4815	27
812	44.5807	72
815	46.3219	16
818	49.6157	39
820	49.3292	1
836	45.7142	14
844	40.6867	5
847	41.9058	6
850	45.5874	38
852	45.6235	13
855	43.0442	40
863	42.1464	57
869	41.7061	9
893	49.6539	52
899	44.0576	23
913	47.181	23
919	49.3586	29
921	44.6971	10
930	41.9334	63
939	40.2627	9
942	44.4772	22
946	43.7752	39
952	41.9713	35
966	49.1322	37
968	45.75	69
969	49.5385	60
971	49.6882	24
974	47.269	57
982	40.4465	15
985	48.2384	21
995	40.2077	8
998	49.494	6
1005	44.2862	5
1009	45.5275	32
1011	45.0344	34
1012	48.1414	70
1016	44.7715	16
1021	42.4655	33
1023	41.5063	6
1040	45.5342	7
1063	44.2701	19
1065	41.4725	7
1078	40.7155	6
1085	49.4006	58
1091	49.156	4
1100	40.312	10
1103	45.7474	3
1104	46.2833	3
1106	40.0625	1
1112	48.3947	10
1115	46.7912	13
1123	46.2157	14
1142	47.1868	15
1168	41.3697	1
1170	42.9744	2
1172	40.3068	13
1178	42.0634	67
1201	42.5987	5
1207	41.8609	14
1210	44.608	66
1218	47.8708	23
1226	43.8649	33
1229	47.0164	18
1236	48.7671	47
1248	44.5911	100
1249	41.1629	76
1275	43.1066	37
1281	47.5206	7
1285	48.8857	60
1289	41.2586	58
1303	42.744	12
1307	44.9385	11
1309	41.7169	13
1312	45.5635	10
1319	45.3903	55
1331	42.6637	20
1333	44.999	2
1337	40.8697	36
1338	48.7404	3
1340	40.5897	2
1342	47.2304	101
1349	44.0552	64
1352	46.4607	13
1354	40.1559	18
1357	40.4662	62
1362	40.0311	61
1364	40.2507	16
1366	43.6237	13
1378	42.2789	19
1384	41.5948	6
1385	44.7338	28
1392	48.9235	46
1404	43.7044	26
1432	44.2256	21
1439	43.3041	42
1451	40.5742	16
1462	48.7708	22
1464	45.6189	66
1468	40.1321	5
1473	40.6945	20
1483	44.179	90
1491	41.3049	30
1517	46.4276	82
1531	43.5367	28
1536	46.7671	17
1543	40.3643	30
1549	41.0496	9
1565	42.9449	8
1576	48.3076	27
1595	41.2946	107
1599	43.2919	31
1606	45.4951	7
1616	47.5923	75
1622	47.5734	19
1660	47.2147	30
1664	42.3149	8
1688	47.1967	18
1699	42.2065	9
1700	45.0002	5
1702	48.8282	19
1725	48.5452	63
1729	43.3143	20
1735	48.885	12
1740	40.686	8
1757	44.8269	42
1760	46.5784	2
1767	40.9668	31
1785	44.0715	12
1793	48.923	91
1805	47.9128	52
1811	45.8394	64
1812	49.2194	7
1819	40.4034	98
1820	45.3839	7
1823	49.4186	23
1841	48.34	30
1865	41.5298	63
1883	40.2134	7
1889	44.6075	7
1893	47.2588	2
1930	47.6435	14
1932	44.3062	61
1940	40.3559	17
1945	40.506	10
1946	41.6205	66
1947	44.0954	82
1960	40.0804	65
1969	48.1636	33
1970	48.1353	77
1972	41.4654	21
1973	43.7301	3
1983	45.124	32
1993	43.2543	75
1998	45.798	26
2000	44.6517	5
2005	48.0356	9
2012	43.1552	24
2017	45.1841	9
2018	42.5349	45
2019	41.2732	17
2022	41.3772	8
2025	46.524	8
2030	40.0352	43
2036	40.3181	7
2043	47.738	75
2049	41.4532	6
2054	42.557	47
2059	45.0423	34
2063	43.2698	18
2081	47.1488	5
2089	48.5159	12
2104	41.5148	80
2106	40.1765	51
2108	42.4173	44
2119	45.2466	61
2122	45.1	106
2126	47.8639	37
2130	40.5588	5
2149	49.4306	16
2178	43.5263	7
2186	41.6931	18
2196	47.9087	48
2205	40.8379	27
2207	45.0602	71
2217	40.2519	76
2219	43.5825	13
2227	49.0487	56
2243	40.7688	36
2247	42.4812	109
2249	40.202	9
2254	41.6278	5
2272	42.447	52
2290	43.1817	7
2299	42.3801	53
2300	48.776	12
2301	44.0501	51
2302	48.8607	1
2303	44.6947	3
2321	43.7139	96
2325	46.2334	7
2331	46.3712	20
2337	40.4526	5
2345	42.8067	99
2352	41.4135	11
2364	49.2034	79
2367	46.5467	6
2370	45.8889	28
2374	46.8605	37
2388	49.9435	12
2393	45.9484	70
2403	44.3668	5
2405	49.6582	38
2407	46.8316	31
2409	40.3477	6
2418	41.96	6
2439	40.0612	6
2441	41.3936	83
2473	43.4387	4
2474	46.6609	23
2485	42.1423	10
2492	49.9741	21
2493	49.9792	64
2520	41.9976	66
2537	40.6025	31
2561	48.9367	40
2571	49.3263	12
2577	49.2689	63
2578	41.9404	25
2581	43.9153	6
2602	40.727	13
2623	40.3354	7
2624	48.3018	47
2625	42.8913	2
2626	45.5462	6
2632	44.6022	5
2647	45.6864	16
2654	44.9877	16
2658	47.9825	32
2659	47.8087	88
2664	44.8816	34
2665	47.2791	7
2667	42.5076	14
2671	40.1867	19
2677	40.2609	47
2689	48.2046	1
2703	43.4528	11
2712	40.8096	7
2716	45.3711	15
2721	46.0561	54
2728	48.2819	46
2754	47.5823	51
2756	40.2267	16
2766	43.6363	5
2783	48.6401	14
2796	47.543	11
2801	47.7309	21
2817	45.5849	60
2828	49.7995	21
2835	43.6125	65
2846	44.1474	4
2864	46.7604	2
2878	41.2622	51
2880	45.3158	3
2901	42.8317	5
2906	40.8278	26
2928	42.8322	5
2935	45.0019	17
2937	47.8905	111
2942	43.7494	37
2943	46.8411	95
2953	49.2826	41
2960	40.5063	3
2963	40.0434	41
2964	44.3954	43
2978	41.1127	11
2979	41.1766	31
2982	44.3667	18
3007	46.5546	94
3026	49.647	38
3035	45.6298	13
3046	42.5953	6
3052	43.9205	1
3066	40.5757	62
3074	40.9588	6
3081	41.8675	9
3093	49.805	4
3103	49.2731	19
3115	40.7561	7
3117	46.7406	32
3122	46.3917	72
3127	47.5234	32
3148	43.3821	83
3156	42.3559	67
3159	47.6387	94
3162	45.2949	59
3169	46.1429	2
3174	40.6392	37
3175	45.0681	66
3187	48.3759	1
3200	44.8617	10
3233	45.5174	14
3245	45.7145	17
3247	49.1757	60
3261	44.871	74
3263	43.9698	3
3277	42.2763	8
3287	42.2186	7
3290	46.5852	4
3296	42.552	45
3297	43.0113	22
3306	49.7435	41
3314	47.2266	7
3334	49.3097	12
3336	43.1076	65
3337	48.2982	3
3349	43.9135	24
3366	40.9693	47
3386	41.1167	3
3399	46.9528	73
3400	48.2586	23
3412	42.9757	20
3416	46.6112	15
3435	42.0148	44
3453	46.2892	74
3463	41.7251	23
3466	45.3615	7
3482	41.4141	14
3495	44.9624	25
3510	41.0425	13
3555	44.0941	63
3561	40.6634	35
3573	40.9714	5
3574	44.0504	62
3603	47.1774	14
3616	45.3676	45
3622	45.2355	46
3626	43.072	3
3627	43.2552	54
3634	40.5487	12
3640	49.2612	25
3642	45.4208	12
3655	47.104	106
3656	48.0561	95
3657	47.8397	43
3663	49.9788	20
3665	48.8788	13
3672	46.5321	51
3674	40.9558	26
3676	40.6735	8
3684	40.8262	28
3687	47.0664	3
3690	41.2161	53
3701	40.7741	52
3702	46.9068	9
3709	45.5042	15
3714	46.6587	71
3719	42.4236	1
3720	46.5696	14
3728	42.4259	28
3729	41.4922	27
3742	42.7119	84
3753	44.3472	49
3756	45.1818	48
3761	49.9492	25
3764	47.4044	129
3768	44.7883	37
3771	48.1123	40
3774	48.6514	12
3780	43.0555	13
3781	41.7815	37
3802	48.8113	36
3803	47.0252	12
3807	41.9816	52
3826	48.2558	14
3835	45.8976	94
3842	49.6501	72
3845	40.2594	59
3853	43.3286	28
3855	40.5747	18
3865	40.393	59
3871	42.3626	5
3877	43.0643	40
3879	46.7457	13
3881	40.1941	6
3884	44.8717	4
3887	47.6621	56
3889	46.4058	16
3892	47.4427	10
3907	41.5063	12
3911	45.9022	63
3912	41.2885	91
3915	40.9842	8
3929	44.3391	28
3930	47.9072	6
3938	46.9767	45
3953	47.0272	55
3968	43.0442	12
3982	49.7565	45
3987	48.8525	31
4006	45.4341	24
4014	42.3523	8
4015	46.6445	4
4019	46.0756	67
4040	40.6377	80
4055	48.8312	46
4070	43.5981	36
4093	41.3372	64
4099	45.5793	87
4109	41.7848	34
4115	48.6699	34
4123	42.2277	31
4135	42.6402	13
4137	43.7709	3
4140	44.1167	36
4147	48.374	63
4150	47.8904	15
4152	44.553	53
4153	42.7336	21
4175	42.8501	53
4179	48.2921	31
4182	40.8798	48
4196	42.7293	66
4201	49.209	14
4202	46.7975	18
4227	49.9411	9
4230	40.668	85
4235	42.7483	20
4236	49.3178	3
4243	46.4657	11
4247	44.5288	3
4257	46.2538	79
4273	42.4252	9
4276	40.4748	8
4281	48.1867	28
4291	42.5635	35
4299	47.3536	43
4302	49.4622	11
4308	43.8605	31
4310	41.7391	68
4311	44.4853	23
4321	43.3513	38
4326	45.9861	14
4330	46.4435	93
4334	45.2442	10
4353	46.8063	38
4357	43.8303	5
4364	42.1844	10
4369	43.291	27
4390	42.8226	3
4396	46.5486	1
4397	49.3592	63
4411	49.2829	45
4413	49.2146	10
4418	41.1753	5
4423	45.9089	11
4438	42.8635	35
4442	46.1368	25
4445	48.8753	40
4446	42.8236	22
4447	41.1602	8
4469	41.7854	85
4474	46.4885	27
4477	43.6981	57
4491	49.9043	62
4495	49.2997	7
4496	44.5284	14
4518	43.6074	18
4521	42.6105	6
4536	46.728	38
4537	42.5969	17
4538	42.5399	7
4544	47.1611	4
4545	43.6894	18
4560	42.951	2
4562	45.0639	10
4570	42.6544	16
4581	48.9745	71
4609	42.137	57
4611	48.0697	50
4625	44.8578	23
4626	48.4431	12
4627	45.5203	67
4634	49.1086	21
4642	49.7178	6
4644	48.0414	66
4652	48.2271	4
4672	47.588	99
4679	40.0473	15
4690	43.0892	47
4698	48.2181	2
4701	40.9267	60
4722	42.9032	18
4736	49.5554	3
4741	43.17	19
4746	41.2087	1
4749	45.5937	1
4754	43.9033	80
4770	42.6843	65
4777	41.3682	74
4781	40.1026	29
4782	43.2363	55
4784	44.2426	11
4803	41.4242	9
4807	43.6459	81
4810	43.4669	76
4819	47.908	28
4821	44.785	28
4843	48.9005	3
4848	44.5765	10
4854	40.564	59
4867	41.9192	61
4869	46.8357	1
4878	46.7895	5
4890	44.8607	5
4907	49.0293	25
4909	47.6977	13
4910	44.535	92
4917	42.8679	10
4918	46.9186	8
4925	42.952	103
4930	43.8249	90
4938	48.3232	5
4941	49.5053	93
4943	49.502	36
4954	42.2987	19
4955	45.2383	128
4965	43.1749	17
4966	49.7371	91
4988	45.9316	17
4995	47.9497	28
5012	48.0489	28
5028	44.8589	31
5032	49.8003	4
5037	44.9137	18
5043	43.7422	13
5054	46.1159	22
5058	40.532	28
5077	47.1825	49
5079	49.4681	6
5084	47.7576	61
5087	42.7015	36
5093	44.745	12
5110	43.3492	58
5117	40.2269	18
5125	41.5565	48
5126	47.1216	14
5139	45.5145	14
5144	44.1723	51
5161	46.6926	95
5162	41.458	18
5163	46.1702	35
5168	40.1877	68
5173	46.736	34
5185	47.3449	67
5186	40.8629	71
5196	44.6104	41
5204	40.3246	73
5214	42.5353	37
5218	46.4349	38
5220	43.8962	69
5224	41.8639	8
5233	41.1659	33
5238	41.7042	11
5258	42.8835	31
5261	46.8003	74
5262	45.1043	12
5264	43.6586	7
5269	42.3835	44
5273	40.9122	16
5296	47.4552	7
5312	41.6639	12
5314	42.3404	13
5338	40.6126	21
5340	42.9877	26
5344	43.2472	1
5348	46.9428	26
5349	47.2151	44
5350	40.1152	50
5351	44.4724	21
5352	46.3973	1
5356	43.5701	5
5374	43.6471	80
5384	45.3059	21
5387	40.9416	16
5393	44.593	11
5398	41.6122	39
5410	41.6035	28
5418	48.5295	16
5426	43.7749	24
5441	47.7646	139
5461	49.1281	63
5468	48.2992	15
5471	46.8239	113
5473	49.1782	22
5480	48.3777	6
5482	44.8367	24
5485	40.2177	36
5492	45.2361	10
5501	41.6904	24
5507	41.5722	15
5523	40.7842	32
5525	46.3698	44
5526	41.7458	10
5534	46.9957	32
5536	44.9353	24
5541	47.0661	13
5545	48.2581	95
5549	40.1157	30
5554	49.9581	39
5557	42.707	15
5564	45.5312	13
5568	41.7499	73
5588	41.1046	34
5598	42.086	15
5603	46.682	33
5615	48.2225	6
5619	42.1043	9
5623	45.1708	18
5631	46.3559	43
5632	44.2984	29
5634	48.8412	15
5649	42.0648	5
5656	44.4864	49
5660	47.9761	17
5663	42.8481	46
5678	47.3678	87
5680	44.4877	6
5684	47.6044	92
5698	40.4324	13
5716	45.3062	2
5724	42.4385	31
5728	49.1212	54
5734	45.8234	12
5735	48.0114	13
5737	41.0917	8
5740	43.7459	59
5746	42.1051	26
5756	41.4369	68
5768	45.7357	42
5780	44.1089	68
5783	47.0325	10
5786	42.3267	6
5788	41.7218	35
5800	40.2405	8
5806	46.5891	73
5818	40.3799	30
5821	49.9895	47
5825	41.6767	17
5827	48.4679	66
5831	46.3597	40
5839	46.3327	14
5841	41.4173	82
5848	40.2912	26
5849	48.7942	37
5866	47.9315	54
5872	41.7804	24
5879	47.494	35
5883	44.087	37
5887	40.0048	22
5891	42.1744	36
5897	44.8802	88
5898	45.1989	81
5900	43.4958	3
5920	49.1167	67
5925	42.4073	7
5932	46.7695	25
5934	45.225	66
5935	41.0365	1
5940	46.7746	1
5956	44.872	6
5963	43.567	7
