136	0	0	122	0	0	
139	0	0	154	0	0	
131	1	0	135	0	0	
101	33	2	65	51	4	
32	72	12	10	80	34	
10	39	37	0	43	58	
7	27	67	0	31	88	
2	15	79	0	31	66	
0	17	61	2	27	62	
2	8	62	0	24	62	
0	9	37	0	34	41	
0	4	35	0	26	26	
0	5	23	0	12	17	
0	1	17	0	8	11	
0	5	5	0	14	3	
0	2	2	0	9	1	
0	3	2	0	5	1	
0	0	1	0	10	0	
