     0		   95104.2	   14489.9	    1670.1
     1		    123566	   22670.7	   3315.35
     2		    126761	   17853.2	   2608.07
     3		    131568	   26749.8	   5077.14
     4		    136831	   12700.5	         0
     5		   95193.5	   15147.6	   1421.55
     6		    119617	   20300.5	   4183.94
     7		    116254	   27061.4	         0
     8		    133074	   24086.4	   1548.44
     9		    110221	   16073.1	         0
    10		    115667	   12368.8	   1985.09
    11		    107805	   22770.8	   3068.45
    12		    107750	   29713.6	   1423.73
    13		   99817.9	   22697.5	         0
    14		    145443	   21908.7	   2731.52
    15		    130681	   38129.4	    2925.6
    16		    132484	   15152.9	   1089.83
    17		    120453	   28582.9	   3093.74
    18		   96135.5	   14678.4	   1206.82
    19		   91326.5	   17070.5	   3167.76
    20		    119676	   18906.2	   1635.07
    21		    109612	     24773	   1612.51
    22		    102365	   15760.5	         0
    23		    120974	   19124.9	   3001.39
    24		    118192	   28078.4	   1806.39
    25		    111531	   21053.2	   1566.82
    26		    106447	   30121.2	    2891.2
    27		    103942	     25136	   2686.67
    28		    126720	   21049.5	   1616.99
    29		    109647	   19539.5	         0
    30		    126281	   25187.5	   1497.95
    31		    106033	   24081.8	         0
    32		    120645	   19711.7	         0
    33		    122543	     20146	   1488.82
    34		    127435	   19901.5	   4435.27
    35		    104635	     22314	   1771.32
    36		    119153	   21321.3	         0
    37		    139217	   36186.1	         0
    38		    107308	   23064.1	   4677.53
    39		    123715	   15955.9	   1567.31
    40		    114459	   31786.5	         0
    41		    118175	   22974.2	         0
    42		    115322	   22131.8	         0
    43		    121888	   22982.5	   1548.44
    44		    120265	   19635.7	   1676.99
    45		    121928	   28668.8	      4778
    46		    124890	   22796.6	   1543.97
    47		    112248	   27317.5	         0
    48		    131162	   28098.7	   1521.55
    49		    127125	   21572.5	   1366.66
