Fertility rates in HIV-negative black women, by age & year (1985, ..., 2025)
0.048499	0.049320	0.050118	0.050913	0.051701	0.052489	0.053260	0.053959	0.053410	0.052819	0.052189	0.051531	0.050843	0.050176	0.048239	0.046276	0.043997	0.041785	0.040756	0.039791	0.038886	0.038024	0.035963	0.034020	0.032188	0.030461	0.028832	0.027297	0.025850	0.024485	0.023199	0.021986	0.020843	0.019765	0.018748	0.017790	0.016887	0.016035	0.015232	0.014475	0.013761	0.013088	0.012454	0.011856	0.011292	0.010760	0.010259	0.009787	0.009341	0.008921	0.008525	0.008152	0.007800	0.007468	0.007155	0.006860	0.006582	0.006320	0.006073	0.005840	0.005620	0.005413	0.005218	0.005034	0.004860	0.004696	0.004542	0.004397	0.004260	0.004130	0.004008	0.003894	0.003785	0.003683	0.003587	0.003496	0.003410	0.003330	0.003254	0.003182	0.003114
0.070209	0.070752	0.071206	0.071621	0.072024	0.072405	0.072744	0.073025	0.071824	0.070523	0.069131	0.067670	0.066151	0.064663	0.061959	0.059320	0.058745	0.058322	0.056873	0.055547	0.054330	0.053187	0.052047	0.050934	0.049847	0.048784	0.047747	0.046733	0.045743	0.044776	0.043831	0.042909	0.042007	0.041127	0.040266	0.039426	0.038605	0.037804	0.037020	0.036255	0.035508	0.034778	0.034065	0.033368	0.032688	0.032023	0.031374	0.030740	0.030120	0.029515	0.028924	0.028347	0.027782	0.027231	0.026693	0.026167	0.025654	0.025152	0.024662	0.024183	0.023716	0.023259	0.022813	0.022377	0.021951	0.021535	0.021129	0.020732	0.020344	0.019966	0.019596	0.019235	0.018882	0.018537	0.018200	0.017871	0.017550	0.017236	0.016929	0.016629	0.016337
0.094156	0.094271	0.094227	0.094061	0.093833	0.093570	0.093200	0.092749	0.090730	0.088546	0.086212	0.083760	0.081225	0.078747	0.075213	0.071882	0.072509	0.073344	0.071461	0.069766	0.068232	0.066814	0.065913	0.065026	0.064152	0.063291	0.062443	0.061608	0.060785	0.059975	0.059177	0.058391	0.057617	0.056855	0.056104	0.055364	0.054636	0.053919	0.053212	0.052516	0.051830	0.051155	0.050490	0.049835	0.049190	0.048554	0.047928	0.047312	0.046705	0.046107	0.045518	0.044938	0.044366	0.043803	0.043249	0.042703	0.042165	0.041636	0.041114	0.040600	0.040094	0.039596	0.039105	0.038621	0.038145	0.037676	0.037214	0.036759	0.036310	0.035869	0.035434	0.035006	0.034584	0.034169	0.033759	0.033356	0.032959	0.032568	0.032183	0.031804	0.031430
0.119465	0.118930	0.118287	0.117440	0.116429	0.115318	0.114019	0.112606	0.109658	0.106493	0.103116	0.099569	0.095921	0.092367	0.087960	0.083937	0.084918	0.086145	0.083865	0.081810	0.079956	0.078254	0.077446	0.076648	0.075860	0.075081	0.074312	0.073552	0.072802	0.072061	0.071328	0.070605	0.069891	0.069185	0.068488	0.067799	0.067119	0.066447	0.065783	0.065127	0.064479	0.063840	0.063207	0.062583	0.061966	0.061357	0.060755	0.060161	0.059574	0.058994	0.058421	0.057855	0.057296	0.056744	0.056198	0.055659	0.055127	0.054601	0.054082	0.053569	0.053062	0.052561	0.052067	0.051578	0.051096	0.050619	0.050148	0.049683	0.049224	0.048770	0.048322	0.047879	0.047441	0.047009	0.046582	0.046161	0.045744	0.045333	0.044926	0.044525	0.044128
0.145015	0.143548	0.142125	0.140563	0.138748	0.136711	0.134308	0.131793	0.127901	0.123743	0.119322	0.114680	0.109921	0.105301	0.100051	0.095335	0.096103	0.097146	0.094511	0.092125	0.089957	0.087965	0.087158	0.086360	0.085572	0.084794	0.084024	0.083264	0.082513	0.081771	0.081037	0.080313	0.079596	0.078889	0.078190	0.077499	0.076816	0.076141	0.075475	0.074816	0.074165	0.073522	0.072886	0.072258	0.071638	0.071025	0.070419	0.069820	0.069229	0.068644	0.068067	0.067496	0.066932	0.066375	0.065824	0.065280	0.064742	0.064211	0.063686	0.063167	0.062655	0.062148	0.061648	0.061153	0.060665	0.060182	0.059705	0.059233	0.058767	0.058307	0.057852	0.057403	0.056959	0.056520	0.056086	0.055658	0.055234	0.054816	0.054402	0.053994	0.053590
0.169654	0.167058	0.164613	0.162203	0.159619	0.156715	0.153171	0.149462	0.144711	0.139655	0.134291	0.128665	0.122905	0.117319	0.111278	0.105941	0.106950	0.108250	0.105263	0.102538	0.100045	0.097738	0.096891	0.096054	0.095228	0.094412	0.093606	0.092810	0.092024	0.091249	0.090482	0.089726	0.088979	0.088241	0.087512	0.086793	0.086082	0.085381	0.084688	0.084004	0.083328	0.082661	0.082002	0.081352	0.080709	0.080075	0.079448	0.078830	0.078219	0.077616	0.077020	0.076432	0.075851	0.075278	0.074711	0.074152	0.073599	0.073054	0.072515	0.071984	0.071458	0.070940	0.070428	0.069922	0.069422	0.068929	0.068442	0.067961	0.067486	0.067017	0.066554	0.066097	0.065646	0.065200	0.064759	0.064324	0.063895	0.063471	0.063052	0.062639	0.062231
0.191926	0.188230	0.184637	0.181193	0.177767	0.174114	0.169561	0.164723	0.159272	0.153489	0.147367	0.140946	0.134374	0.127994	0.121398	0.115527	0.117159	0.119086	0.115764	0.112713	0.109897	0.107276	0.106348	0.105433	0.104532	0.103643	0.102767	0.101903	0.101052	0.100213	0.099385	0.098570	0.097766	0.096973	0.096192	0.095422	0.094662	0.093914	0.093176	0.092449	0.091732	0.091025	0.090328	0.089641	0.088964	0.088297	0.087639	0.086990	0.086351	0.085721	0.085099	0.084487	0.083883	0.083288	0.082701	0.082122	0.081552	0.080990	0.080436	0.079890	0.079351	0.078820	0.078297	0.077781	0.077272	0.076771	0.076277	0.075790	0.075310	0.074836	0.074369	0.073909	0.073456	0.073009	0.072568	0.072134	0.071705	0.071283	0.070867	0.070457	0.070052
0.210462	0.205724	0.201104	0.196579	0.192188	0.187777	0.182427	0.176681	0.170715	0.164406	0.157738	0.150743	0.143581	0.136622	0.129916	0.123799	0.125307	0.127116	0.123557	0.120264	0.117200	0.114330	0.113334	0.112355	0.111392	0.110446	0.109515	0.108600	0.107700	0.106815	0.105946	0.105090	0.104249	0.103423	0.102610	0.101811	0.101025	0.100252	0.099493	0.098746	0.098012	0.097290	0.096580	0.095882	0.095195	0.094521	0.093857	0.093205	0.092564	0.091933	0.091313	0.090704	0.090104	0.089515	0.088936	0.088366	0.087806	0.087255	0.086714	0.086181	0.085658	0.085143	0.084637	0.084140	0.083651	0.083170	0.082697	0.082232	0.081775	0.081325	0.080883	0.080449	0.080022	0.079602	0.079189	0.078783	0.078384	0.077991	0.077605	0.077226	0.076853
0.224388	0.218783	0.213263	0.207849	0.202511	0.197274	0.191232	0.184855	0.178593	0.171992	0.165029	0.157723	0.150232	0.142935	0.136492	0.130569	0.130902	0.131549	0.127879	0.124458	0.121248	0.118223	0.117209	0.116216	0.115244	0.114293	0.113361	0.112449	0.111557	0.110683	0.109827	0.108990	0.108170	0.107367	0.106581	0.105812	0.105059	0.104322	0.103600	0.102893	0.102202	0.101524	0.100862	0.100213	0.099577	0.098955	0.098346	0.097750	0.097167	0.096595	0.096036	0.095489	0.094953	0.094428	0.093914	0.093411	0.092919	0.092437	0.091965	0.091503	0.091051	0.090608	0.090175	0.089751	0.089335	0.088929	0.088531	0.088141	0.087759	0.087386	0.087020	0.086662	0.086312	0.085969	0.085633	0.085304	0.084983	0.084668	0.084359	0.084057	0.083762
0.233325	0.227102	0.220901	0.214770	0.208728	0.202728	0.196034	0.189180	0.182881	0.176259	0.169292	0.161979	0.154459	0.147093	0.141035	0.135617	0.134186	0.133091	0.129413	0.125962	0.122700	0.119604	0.118597	0.117618	0.116664	0.115736	0.114833	0.113954	0.113099	0.112266	0.111456	0.110667	0.109900	0.109153	0.108426	0.107719	0.107030	0.106360	0.105708	0.105073	0.104456	0.103855	0.103270	0.102700	0.102146	0.101607	0.101082	0.100571	0.100074	0.099590	0.099119	0.098661	0.098215	0.097781	0.097358	0.096947	0.096547	0.096158	0.095779	0.095410	0.095051	0.094701	0.094361	0.094030	0.093708	0.093395	0.093090	0.092793	0.092504	0.092223	0.091949	0.091683	0.091424	0.091171	0.090926	0.090687	0.090454	0.090228	0.090008	0.089793	0.089585
