1	0	0.656896	0.792677	0.979560	0.992664	0.588858	0.257675	0.643515	0.305517	0.621147	0.690336	0.957541	0.594372	0.010777
2	0	0.927097	0.723086	0.805707	0.477984	0.022182	0.495132	0.161514	0.665906	0.497389	0.163258	0.967794	0.618683	0.688764
3	0	0.137575	0.961037	0.061154	0.107512	0.299888	0.956620	0.118937	0.251887	0.159130	0.965222	0.975972	0.646868	0.559157
4	0	0.001660	0.888602	0.000289	0.220503	0.003875	0.073627	0.939600	0.285337	0.795869	0.760754	0.559670	0.673091	0.249693
5	0	0.465324	0.853874	0.450909	0.797775	0.962186	0.350569	0.042749	0.424465	0.903890	0.255716	0.826994	0.400780	0.235822
6	0	0.858544	0.461813	0.977657	0.465932	0.399177	0.939186	0.200538	0.898542	0.233078	0.845558	0.436340	0.905080	0.470902
7	0	0.413571	0.911152	0.831132	0.996113	0.545734	0.925903	0.298443	0.709654	0.579273	0.575934	0.535817	0.589246	0.251438
8	0	0.799270	0.750561	0.562417	0.272558	0.817244	0.959095	0.162585	0.450017	0.745834	0.332327	0.611664	0.346951	0.161392
9	0	0.660248	0.120444	0.802341	0.046047	0.697187	0.366744	0.230969	0.640509	0.179665	0.870609	0.662761	0.986170	0.236535
10	0	0.578998	0.923947	0.125934	0.940441	0.506449	0.350235	0.628992	0.351634	0.392774	0.326846	0.029785	0.744460	0.591341
11	0	0.041643	0.857716	0.579612	0.672363	0.266741	0.666180	0.120045	0.988436	0.155011	0.166920	0.416277	0.323919	0.695623
12	0	0.421494	0.467551	0.919436	0.162992	0.640638	0.076010	0.966603	0.421094	0.659969	0.723562	0.271796	0.191613	0.300274
13	0	0.417859	0.385268	0.709762	0.879966	0.017352	0.833513	0.679353	0.131560	0.210427	0.972030	0.426862	0.842726	0.595168
14	0	0.330666	0.459399	0.786012	0.909029	0.027760	0.327369	0.867111	0.363136	0.542020	0.683736	0.799401	0.608636	0.980108
15	0	0.943431	0.562877	0.071952	0.024348	0.116299	0.529719	0.685907	0.911396	0.863950	0.860421	0.206823	0.565961	0.436960
16	0	0.969440	0.947922	0.534417	0.053288	0.745092	0.008954	0.243790	0.350700	0.942749	0.891011	0.276954	0.412953	0.860162
17	0	0.142603	0.435875	0.924248	0.486852	0.379398	0.065422	0.491488	0.788523	0.408830	0.248119	0.953647	0.356104	0.441567
18	0	0.751314	0.377976	0.929116	0.188240	0.429141	0.750944	0.888301	0.959659	0.575308	0.765632	0.896045	0.438562	0.838775
19	0	0.255832	0.444385	0.039454	0.227741	0.062751	0.278034	0.976435	0.513170	0.149794	0.227117	0.812192	0.408826	0.352839
20	0	0.695206	0.978232	0.081545	0.091344	0.098799	0.175389	0.364062	0.512192	0.495349	0.065081	0.436550	0.393112	0.166316
21	0	0.876671	0.453537	0.870340	0.217457	0.889282	0.779920	0.215939	0.769547	0.083404	0.406409	0.082109	0.499165	0.538220
22	0	0.166041	0.648099	0.876457	0.399260	0.660926	0.603255	0.383943	0.394463	0.103000	0.419887	0.590095	0.939625	0.559845
23	0	0.287258	0.169159	0.529590	0.931508	0.551559	0.349451	0.919817	0.160003	0.107658	0.656081	0.738561	0.492712	0.956717
24	0	0.904654	0.138792	0.562451	0.008682	0.610962	0.005063	0.217632	0.135958	0.099831	0.807918	0.084830	0.129228	0.712730
25	0	0.400987	0.698395	0.379492	0.646267	0.896923	0.665911	0.305848	0.342088	0.776034	0.418462	0.011454	0.333388	0.273149
26	0	0.069297	0.170073	0.801381	0.004746	0.380153	0.426652	0.105318	0.293076	0.217102	0.898871	0.690693	0.384730	0.480998
27	0	0.144577	0.571531	0.851763	0.004731	0.785329	0.402283	0.152466	0.024243	0.706052	0.529676	0.091327	0.342820	0.211036
28	0	0.401630	0.253854	0.320496	0.516707	0.954382	0.936753	0.913674	0.088612	0.406281	0.422739	0.583560	0.083816	0.881004
29	0	0.971480	0.787782	0.316645	0.118188	0.756969	0.312925	0.248673	0.608114	0.926070	0.551515	0.771853	0.408273	0.370564
30	0	0.608043	0.845505	0.623176	0.677242	0.653512	0.071929	0.188967	0.409092	0.670362	0.401330	0.668917	0.783182	0.293579
31	0	0.921557	0.150555	0.340626	0.696922	0.958887	0.056127	0.499895	0.460147	0.593785	0.018103	0.084125	0.467250	0.443719
32	0	0.396000	0.974493	0.079917	0.816203	0.773346	0.216587	0.912313	0.536086	0.850499	0.889785	0.859189	0.899419	0.977239
33	0	0.184144	0.987355	0.261198	0.849504	0.977426	0.571105	0.662747	0.384358	0.154534	0.058125	0.951854	0.040453	0.214174
34	0	0.768915	0.911449	0.852152	0.614848	0.838574	0.428009	0.472189	0.428677	0.886770	0.679407	0.050713	0.973110	0.647539
35	0	0.571498	0.063065	0.904569	0.589197	0.272705	0.549108	0.911557	0.054786	0.581862	0.709660	0.479595	0.669944	0.394038
36	0	0.287990	0.110913	0.529247	0.803742	0.178558	0.366438	0.186110	0.627792	0.799338	0.205743	0.756413	0.445723	0.218706
37	0	0.435711	0.715885	0.882290	0.082120	0.735860	0.441221	0.874024	0.814902	0.938125	0.794851	0.543844	0.282405	0.164631
38	0	0.513177	0.802109	0.263921	0.912772	0.060377	0.127147	0.214669	0.045458	0.128231	0.117340	0.212095	0.774520	0.960590
39	0	0.685642	0.041569	0.489704	0.541251	0.267604	0.464814	0.061211	0.380829	0.145026	0.403534	0.894639	0.461677	0.776854
40	0	0.537644	0.230592	0.434445	0.193073	0.369689	0.377593	0.538473	0.806086	0.441298	0.278486	0.427116	0.912473	0.387979
41	0	0.893758	0.579619	0.369176	0.867385	0.862090	0.759978	0.650747	0.538323	0.369223	0.421354	0.583941	0.853386	0.219121
42	0	0.391783	0.565835	0.203904	0.907912	0.768138	0.310237	0.053703	0.203843	0.768374	0.290559	0.792941	0.407868	0.817359
43	0	0.204819	0.573491	0.012756	0.796956	0.032022	0.061060	0.122164	0.847245	0.662756	0.003729	0.785894	0.350804	0.693451
44	0	0.705738	0.092743	0.057764	0.007467	0.099651	0.522969	0.564073	0.804466	0.634234	0.410358	0.003845	0.925575	0.497538
45	0	0.030172	0.294206	0.882154	0.332157	0.119541	0.672089	0.069069	0.418862	0.845195	0.471722	0.993257	0.595008	0.612626
46	0	0.611575	0.374732	0.061281	0.616930	0.306656	0.333652	0.387734	0.902303	0.700139	0.659886	0.243161	0.865159	0.357753
47	0	0.315454	0.336508	0.623680	0.095545	0.155836	0.126827	0.958776	0.844255	0.133416	0.460369	0.566865	0.476170	0.269404
48	0	0.471877	0.006771	0.050148	0.419226	0.118641	0.987310	0.863556	0.702640	0.728705	0.227518	0.016634	0.122617	0.450954
49	0	0.911489	0.857063	0.634221	0.658381	0.836937	0.277313	0.771882	0.770760	0.949847	0.860653	0.188477	0.893339	0.571595
50	0	0.233824	0.896016	0.717542	0.401348	0.125820	0.980473	0.263216	0.200304	0.096418	0.669313	0.247611	0.004900	0.967249
51	0	0.035820	0.103195	0.452685	0.728405	0.879209	0.003102	0.281375	0.729839	0.674037	0.747968	0.539960	0.314150	0.483374
52	0	0.287798	0.254387	0.067425	0.128246	0.605382	0.426615	0.397051	0.508784	0.457685	0.559283	0.271946	0.862431	0.976252
53	0	0.454366	0.589157	0.084840	0.514726	0.361875	0.069688	0.839487	0.127664	0.664969	0.996579	0.715678	0.550270	0.525880
54	0	0.911255	0.599744	0.936881	0.616872	0.341877	0.143358	0.667711	0.169998	0.983919	0.657390	0.090042	0.001243	0.000042
55	0	0.653596	0.888055	0.870344	0.224876	0.403380	0.557452	0.930433	0.704747	0.580560	0.226743	0.935326	0.501731	0.769690
56	0	0.255136	0.608945	0.017634	0.582735	0.932594	0.043488	0.032436	0.422425	0.103172	0.163716	0.888305	0.567207	0.236785
57	0	0.508782	0.517180	0.510924	0.001123	0.604575	0.991605	0.909211	0.457054	0.274148	0.000161	0.924150	0.909478	0.211302
58	0	0.125512	0.407648	0.177920	0.048802	0.963658	0.037198	0.973089	0.032967	0.053938	0.781732	0.756050	0.034181	0.113284
59	0	0.092622	0.928499	0.182917	0.287960	0.080433	0.612656	0.078184	0.279744	0.914985	0.426039	0.015350	0.254393	0.758669
60	0	0.554009	0.140324	0.007141	0.764157	0.642692	0.368807	0.950298	0.290763	0.008200	0.516538	0.795269	0.089571	0.887287
61	0	0.161415	0.374846	0.719101	0.385656	0.118887	0.453015	0.940212	0.928709	0.451493	0.176498	0.623330	0.873241	0.794733
62	0	0.438679	0.975141	0.088195	0.770342	0.617536	0.554161	0.173680	0.849795	0.265962	0.996893	0.465017	0.002422	0.369341
63	0	0.609153	0.256003	0.368962	0.535270	0.196777	0.693910	0.143249	0.792153	0.368570	0.681553	0.030043	0.878100	0.648837
64	0	0.971241	0.105658	0.218202	0.031396	0.246545	0.201148	0.155284	0.844757	0.630184	0.308220	0.784619	0.565772	0.220340
65	0	0.061726	0.695567	0.653274	0.135506	0.681658	0.921636	0.215248	0.687673	0.802177	0.162248	0.260306	0.577089	0.246307
